Aprika	Afrika
Probisyonal na Gobyerno ng Republika ng Korea	Koreas eksilregjering
Apyo	Selleri
Mga lungsod sa Israel	Liste over israelske byer
Bahura	Sandbanke
Karaniwang pugo	Vaktel
Esparago	Asparges
Goguryeo	Goguryeo
Bangaw (blowfly)	Spyfluer
Paniki	Flaggermus
Baekje	Baekje
Silla	Silla
36	36
Buhok	Hår
Perimetro	Omkrets
Ralph Fiennes	Ralph Fiennes
Paggalang	Respekt
Springfield, Ilinoy	Springfield (Illinois)
The Vampire Diaries	Vampire Diaries
MPLA	MPLA
Tambo	Takrør
Kabihasnang Maya	Mayakulturen
Kondado	Fylke
Ecbatana	Hamadan
Wikang Arameo	Arameisk
Frankfort, Kentucky	Frankfort
Garry Kasparov	Garri Kasparov
Propesyon	Profesjon
Paradigmo	Paradigme
Sangki	Anis
Nakunan	Spontanabort
UNITA	UNITA
Matthew Broderick	Matthew Broderick
Nilapat na agham	Anvendt vitenskap
Pinalamanang tinapay	Sandwich
Tela	Tekstil
San Pablo, Minesota	Saint Paul (Minnesota)
Python (wikang pamprograma)	Python
Pagbabayad-sala	Forsoningslære
Pipit	Spurvefamilien
Han Fei	Han Feizi
Auditorium ng Tenerife	Auditorio de Tenerife
Earth, Wind & Fire	Earth, Wind & Fire
Christopher Marlowe	Christopher Marlowe
Jixi	Jixi (Heilongjiang)
Jiamusi	Jiamusi
Howl's Moving Castle (film)	Det levende slottet
Miloš Zeman	Miloš Zeman
Antropolohiyang panlipunan	Sosialantropologi
Sacha Baron Cohen	Sacha Baron Cohen
Dachshund	Dachs
Hukbong lakad	Infanteri
Deribatibo	Derivasjon
Obispo (pari)	Biskop
Tarja Halonen	Tarja Halonen
Ohaldre	Butterdeig
Bill Murray	Bill Murray
Pagsasatadhana	Fatalisme
Lockheed Martin F-35 Lightning II	Lockheed Martin F-35 Lightning II
Arsobispo ng Canterbury	Canterbury erkebispedømme
Toreng Willis	Willis Tower
Septuagint	Septuaginta
Montgomery, Alabama	Montgomery
Wikang Asames	Assamesisk
Juneau, Alaska	Juneau
Kapuluang Senkaku	Senkakuøyene
Narsiso	Narsiss
Galapong	Røre (mat)
Alamang	Krill
Paganismo	Paganisme
Kevin Durant	Kevin Durant
Membrano ng selula	Cellemembran
Kalayaang sibil	Borgerfriheter
Wikang Avestan	Avestisk
Alondras	Lerkefamilien
815	815
816	816
822	822
840	840
823	823
811	811
771	771
888	888
768	768
851	851
205	205
159	159
107	107
162	162
103	103
802	802
804	804
Kaharian ng Netherlands	Kongeriket Nederlandene
119	119
Chengdu	Chengdu
118	118
801	801
807	807
806	806
152	152
Dandelyon	Løvetannslekta
240	240
218	218
655	655
496	496
238	238
197	197
451	451
775	775
489	489
784	784
661	661
625	625
653	653
904	904
921	921
923	923
1126	1126
668	668
636	636
408	408
464	464
410	410
956	956
952	952
658	658
Dikya	Manet
650	650
518	518
70	70
Alkalde	Ordfører
81	81
Gitnang Oras ng Greenwich	Greenwich Mean Time
69	69
87	87
65	65
66	66
67	67
55	55
34	34
44	44
35	35
64	64
504	504
Karnerong-dagat	Seler
453	453
161	161
169	169
481	481
151	151
155	155
128	128
129	129
463	463
193	193
674	674
687	687
251	251
337	337
786	786
660	660
50	50
260	260
501	501
45	45
491	491
49	49
Ecser	Ecser
978	978
221	221
543	543
536	536
230	230
762	762
610	610
787	787
480	480
209	209
202	202
192	192
Zhengzhou	Zhengzhou
681	681
819	819
173	173
867	867
865	865
La Trinidad, Benguet	La Trinidad
827	827
824	824
847	847
883	883
829	829
813	813
910	910
850	850
808	808
853	853
872	872
873	873
856	856
858	858
831	831
857	857
828	828
826	826
833	833
848	848
834	834
881	881
852	852
163	163
154	154
201	201
803	803
805	805
52	52
532	532
82	82
84	84
73	73
72	72
62	62
71	71
75	75
74	74
83	83
78	78
77	77
90	90
80	80
627	627
456	456
91	91
190	190
109	109
53	53
270	270
688	688
452	452
795	795
Avril Lavigne	Avril Lavigne
465	465
778	778
846	846
830	830
404	404
Pangulo	President
908	908
896	896
897	897
927	927
63	63
555	555
571	571
86	86
401	401
890	890
533	533
264	264
Mihail Gorbačëv	Mikhail Gorbatsjov
99	99
415	415
483	483
469	469
462	462
459	459
466	466
402	402
761	761
780	780
675	675
689	689
774	774
759	759
758	758
350	350
Inang Teresa	Moder Teresa
782	782
760	760
785	785
783	783
767	767
766	766
211	211
232	232
204	204
188	188
98	98
894	894
Urbano II	Urban II
891	891
Sierra Leone sa Palarong Olimpiko sa Tag-init 2012	Sierra Leone under Sommer-OL 2012
602	602
628	628
892	892
601	601
672	672
682	682
821	821
648	648
686	686
664	664
677	677
Manchukuo	Mandsjukuo
640	640
110	110
111	111
137	137
138	138
122	122
140	140
809	809
167	167
665	665
776	776
763	763
769	769
667	667
529	529
777	777
788	788
671	671
772	772
432	432
231	231
237	237
239	239
Auguste Rodin	Auguste Rodin
130	130
226	226
207	207
475	475
454	454
495	495
206	206
468	468
461	461
460	460
194	194
210	210
Blog	Blogg
225	225
311	311
220	220
541	541
642	642
Oscar Wilde	Oscar Wilde
313	313
180	180
794	794
587	587
530	530
609	609
497	497
540	540
428	428
548	548
422	422
549	549
William Tell	Wilhelm Tell
457	457
478	478
253	253
467	467
458	458
158	158
157	157
164	164
124	124
113	113
121	121
106	106
551	551
494	494
320	320
242	242
Dengue	Dengue
291	291
48	48
97	97
Marlin	Seilfisker
56	56
93	93
57	57
French Polynesia	Fransk Polynesia
503	503
510	510
509	509
474	474
484	484
576	576
493	493
479	479
287	287
407	407
485	485
547	547
546	546
544	544
537	537
Dolyar ng Hongkong	Hongkongdollar
535	535
502	502
527	527
Yaren	Yaren
508	508
Lubid	Tau
525	525
613	613
618	618
617	617
608	608
645	645
621	621
606	606
623	623
604	604
603	603
626	626
619	619
634	634
Pulo ng Norfolk	Norfolkøya
Burlington, Vermont	Burlington
630	630
Pulo ng Pasko	Christmasøya
614	614
505	505
446	446
791	791
557	557
Kalkulador	Kalkulator
656	656
657	657
659	659
Chungju	Chungju
651	651
676	676
670	670
652	652
673	673
654	654
647	647
812	812
669	669
792	792
649	649
895	895
756	756
663	663
779	779
662	662
684	684
773	773
757	757
435	435
790	790
437	437
433	433
764	764
426	426
781	781
425	425
Kapatid	Søsken
429	429
423	423
Pangangalagang pangkalusugan	Helsevesen
765	765
235	235
233	233
223	223
224	224
216	216
219	219
254	254
272	272
208	208
175	175
170	170
171	171
172	172
58	58
59	59
139	139
114	114
134	134
135	135
179	179
142	142
96	96
181	181
146	146
145	145
183	183
182	182
184	184
324	324
589	589
Pikoy	Papegøyefugler
521	521
92	92
Katala (ibon)	Kakaduer
597	597
329	329
Kraków	Kraków
Tiberius II Constantine	Tiberius II
133	133
413	413
Heraklonas	Heraklonas Konstantin
258	258
259	259
196	196
236	236
Phocas	Fokas
789	789
332	332
631	631
487	487
638	638
473	473
176	176
143	143
643	643
523	523
215	215
148	148
247	247
424	424
641	641
492	492
639	639
256	256
Pampublikong pangangasiwa	Offentlig administrasjon
441	441
131	131
191	191
Leo III ang Isauriano	Leo III (keiser)
450	450
612	612
635	635
Sheol	Sheol
611	611
534	534
488	488
607	607
524	524
282	282
472	472
471	471
490	490
316	316
Anarkiya	Anarki
797	797
511	511
295	295
598	598
Tangway ng Arabya	Den arabiske halvøy
Bulwagang tanggapan	Lobby
303	303
Marcos ang Ebanghelista	Evangelisten Markus
250	250
Brenda Strong	Brenda Strong
515	515
512	512
418	418
333	333
294	294
217	217
277	277
578	578
312	312
Palaragdagan	Addisjon
284	284
283	283
241	241
243	243
262	262
498	498
336	336
334	334
266	266
Suntukan	Boksing
261	261
470	470
349	349
271	271
275	275
292	292
296	296
345	345
431	431
304	304
550	550
586	586
588	588
554	554
229	229
583	583
265	265
263	263
585	585
582	582
556	556
420	420
280	280
Singapore Airlines	Singapore Airlines
581	581
558	558
302	302
309	309
353	353
335	335
367	367
344	344
245	245
290	290
449	449
308	308
255	255
Alfonso XII	Alfonso XII av Spania
439	439
319	319
318	318
299	299
419	419
416	416
338	338
310	310
Amadeo I ng Espanya	Amadeus I av Spania
315	315
359	359
360	360
273	273
286	286
288	288
Carlos V, Banal na Emperador Romano	Karl V av Det tysk-romerske rike
278	278
455	455
577	577
Jennifer Aniston	Jennifer Aniston
575	575
482	482
486	486
580	580
567	567
564	564
561	561
328	328
325	325
317	317
574	574
566	566
249	249
348	348
442	442
443	443
267	267
244	244
248	248
343	343
562	562
417	417
268	268
590	590
269	269
499	499
409	409
405	405
406	406
403	403
414	414
411	411
412	412
560	560
592	592
Sebra	Sebra
276	276
Mosque	Moské
314	314
323	323
366	366
362	362
545	545
531	531
514	514
Green Lantern	Green Lantern
513	513
539	539
538	538
519	519
516	516
520	520
522	522
Domino (laro)	Domino
528	528
506	506
526	526
507	507
Valery Leontiev	Valerij Leontjev
214	214
213	213
212	212
228	228
227	227
149	149
174	174
189	189
Pandaigdigang Pamantayang Bilang ng Aklat	ISBN
199	199
Wikang Dzongkha	Dzongkha
141	141
132	132
Pitong Tulay ng Königsberg	Broene i Königsberg
125	125
123	123
147	147
144	144
198	198
178	178
177	177
Embryo	Embryo
187	187
195	195
Agripa	Agrippa
186	186
Nadia Comăneci	Nadia Comăneci
347	347
620	620
Wikang Sebwano	Cebuano
Drake	Aubrey Drake Graham
624	624
605	605
629	629
616	616
615	615
644	644
646	646
633	633
637	637
Imperyong Mughal	Mogulriket
Wikang Filipino	Filippinsk
436	436
434	434
293	293
692 Hippodamia	692 Hippodamia
427	427
185	185
321	321
327	327
430	430
Leon Trotsky	Lev Trotskij
447	447
Little Rock, Arkansas	Little Rock
569	569
568	568
444	444
796	796
Eksponente	Potens (matematikk)
798	798
Buon Ma Thuot	Ban Ma Thuot
793	793
685	685
Hartford, Connecticut	Hartford
799	799
683	683
Windows Home Server	Windows Home Server
Museo	Museum
274	274
Sulat Ebreo	Det hebraiske alfabetet
Dover, Delaware	Dover (Delaware)
Nilapat na matematika	Anvendt matematikk
579	579
281	281
Wikang Syriac	Gammelsyrisk
306	306
438	438
Federico II ng Prusya	Fredrik II av Preussen
297	297
421	421
298	298
Wikang Hawayano	Hawaiisk
351	351
352	352
355	355
Ailuropoda melanoleuca	Panda
Kesha	Kesha
Ursus maritimus	Isbjørn
95	95
94	94
594	594
542	542
448	448
445	445
305	305
234	234
565	565
381	381
385	385
553	553
307	307
584	584
346	346
257	257
Kidlat	Lyn
285	285
591	591
289	289
Bertrand Russell	Bertrand Russell
Kamay	Hånd
Du Fu	Du Fu
563	563
Sakong ni Aquiles	Akilleshæl
New Caledonia	Ny-Caledonia
252	252
Edmund Hillary	Edmund Hillary
Populasyon	Befolkning
Kapuluan	Arkipel
595	595
246	246
Theodore Roosevelt	Theodore Roosevelt
596	596
593	593
357	357
573	573
Uluru	Uluru
San Pedro	Apostelen Peter
Tel-Abib	Tel Aviv
Julian ang Tumalikod	Julian den frafalne
Czechoslovakia	Tsjekkoslovakia
Nice	Nice
Jules Verne (ATV)	Jules Verne
Valparaiso	Valparaíso
Artista	Skuespiller
Hollywood	Hollywood
Kasoy	Kasjutre
Marlon Brando	Marlon Brando
Georges Seurat	Georges Seurat
Niue	Niue
Latitud	Breddegrad
Talon (tubig)	Foss
Icarus	Ikaros
559	559
599	599
326	326
Wikang Tagalog	Tagalog
Yitzhak Rabin	Yitzhak Rabin
341	341
322	322
Joviano	Jovian
Nathalia Dill	Nathalia Dill
Justin Bieber	Justin Bieber
Tansong pula	Bronse
Hosni Mubarak	Hosni Mubarak
Wikang Leones	Leonesisk
Fargo, North Dakota	Fargo (Nord-Dakota)
Oaxaca	Oaxaca
Thunder Bay, Ontario	Thunder Bay
386	386
Tetum	Tetum
Funafuti	Funafuti
Vittoria, Italy	Vittoria (Sicilia)
374	374
380	380
Teolohiya	Teologi
Brantford, Ontario	Brantford
Araling panrelihiyon	Religionsvitenskap
Pablo Neruda	Pablo Neruda
Zeus	Zevs
Yasser Arafat	Yasir Arafat
Oxford	Oxford
Talon ng Niagara	Niagarafallene
Wikang pakumpas	Tegnspråk
136	136
Linus Torvalds	Linus Torvalds
Port-au-Prince	Port-au-Prince
Imperyong Ruso	Det russiske keiserdømmet
Ebanghelyo	Evangelium
Wikang Waray-Waray	Waray-waray
Alexander Graham Bell	Alexander Graham Bell
Woodrow Wilson	Woodrow Wilson
Astrolohiya	Astrologi
Tasmania	Tasmania
Creta	Kreta
Kasangkapang pangtugtog	Musikkinstrument
Sisne	Svaner
Whitney Houston	Whitney Houston
Bagong Orleans, Luwisiyana	New Orleans
Mošovce	Mošovce
Foshan	Foshan
Benazir Bhutto	Benazir Bhutto
Felipe II ng Espanya	Filip II av Spania
Shakira	Shakira
Philip II ng Pransiya	Filip II August av Frankrike
Saint-Dié-des-Vosges	Saint-Dié-des-Vosges
Mahmoud Ahmadinejad	Mahmoud Ahmadinejad
Boris El’cin	Boris Jeltsin
Gwyneth Paltrow	Gwyneth Paltrow
Felipe III ng Espanya	Filip III av Spania
CD	CD
Emperador Hirohito	Hirohito av Japan
Helikopter	Helikopter
Al-Qaeda	Al-Qaida
Santa Elena, Ascension, at Tristan da Cunha	St. Helena
Hipopotamus	Vanlig flodhest
382	382
342	342
373	373
Catedral de San Cristóbal de La Laguna	Domkirken i San Cristóbal de La Laguna
372	372
Dagat Egeo	Egeerhavet
Eufrates	Eufrat
James A. Garfield	James Garfield
Lungsod ng Kyoto	Kyoto
Monselice	Monselice
Abano Terme	Abano Terme
Montagnana	Montagnana
Este, Italy	Este
Piombino Dese	Piombino Dese
Adria	Adria
Saint-Pierre at Miquelon	Saint-Pierre og Miquelon
Sampung Utos ng Diyos	De ti bud
Sinagoga	Synagoge
Bangbang Inggles	Den engelske kanal
Johannesburg	Johannesburg
J.K. Rowling	J.K. Rowling
Lungsod ng Hiroshima	Hiroshima
Albert Camus	Albert Camus
Golpong Persiko	Persiabukten
Rosas (bulaklak)	Roseslekta
Kingston, Hamayka	Kingston (Jamaica)
Pang-uri	Adjektiv
Leopardo	Leopard
Salzburg (lungsod)	Salzburg
Mitolohiyang Griyego	Gresk mytologi
Aguhon (panturo)	Kompass
Sari	Slekt (biologi)
Rudyard Kipling	Rudyard Kipling
Agham panlipunan	Samfunnsvitenskap
Somaliland	Somaliland
Tangway	Halvøy
Tala ng mga kodigong pantelepono ng mga bansa	Landsnumre for telefon
X-ray	Røntgenstråling
Xinjiang	Xinjiang
Albuquerque, New Mexico	Albuquerque
Bagong Taon	Nyttår
Santo Domingo, Republikang Dominikano	Santo Domingo
Tequixquiac	Tequixquiac
Ulysses S. Grant	Ulysses S. Grant
Elizabeth Taylor	Elizabeth Taylor
Lungsod ng Oklahoma, Oklahoma	Oklahoma City
Lalawigan	Provins
Papaya	Papaya
375	375
Brisbane	Brisbane
Ptolomeo	Klaudios Ptolemaios
Bitamina	Vitamin
Benjamin Franklin	Benjamin Franklin
Brian Cox	Brian Cox (skuespiller)
Isaac Asimov	Isaac Asimov
Torah	Tora
Courmayeur	Courmayeur
Simbahang Ortodokso ng Silangan	Den ortodokse kirke
William McKinley	William McKinley
Koreo	Postkontor
Agatha Christie	Agatha Christie
Araling pangkababaihan	Kvinneforskning
Tala ng mga pambansang kabisera	Liste over hovedsteder etter land
Salawikain	Ordspråk
Noemi	Noemi
Entidad	Entitet
Websayt	Nettsted
Wilhelm Röntgen	Wilhelm Conrad Röntgen
Odisea	Odysseen
Grover Cleveland	Grover Cleveland
Lungsod ng Kuwait	Kuwait (by)
Salamin (tanawan)	Speil
Dinastiyang Zhou	Zhou-dynastiet
Herbert Hoover	Herbert Hoover
Etimolohiya	Etymologi
Puma	Puma
44 BC	44 f.Kr.
Mga Saksi ni Jehova	Jehovas vitner
Metapisika	Metafysikk
Warren G. Harding	Warren G. Harding
387	387
Nikita Hruščëv	Nikita Khrusjtsjov
Arabe	Arabere
Brad Pitt	Brad Pitt
WWE, Inc.	World Wrestling Entertainment
Lawa ng Titicaca	Titicacasjøen
Sumerya	Sumer
Colombo	Colombo
Palabigkasan	Fonetikk
Pamilya (biyolohiya)	Familie (biologi)
Mga wikang Bikol	Bikol
Wikang Elamita	Elamittisk
Medina	Medina
Almaty	Almaty
242 BC	242 f.Kr.
Wikang Sinaunang Griyego	Gammelgresk
Chester A. Arthur	Chester A. Arthur
Aphrodite	Afrodite
248 BC	248 f.Kr.
Yungib	Grotte
258 BC	258 f.Kr.
257 BC	257 f.Kr.
Alces alces	Elg
Wikang Akkadiano	Akkadisk
253 BC	253 f.Kr.
White House	Det hvite hus
246 BC	246 f.Kr.
245 BC	245 f.Kr.
Pulis	Politi
249 BC	249 f.Kr.
252 BC	252 f.Kr.
Paul Cézanne	Paul Cézanne
Wallis at Futuna	Wallis- og Futunaøyene
240 BC	240 f.Kr.
254 BC	254 f.Kr.
256 BC	256 f.Kr.
251 BC	251 f.Kr.
Hokkaidō	Hokkaido
250 BC	250 f.Kr.
244 BC	244 f.Kr.
Tigris	Tigris
243 BC	243 f.Kr.
Bulubundukin ng Ural	Uralfjellene
255 BC	255 f.Kr.
Arthur Conan Doyle	Arthur Conan Doyle
Luya	Ingefær
Gantimpalang Nobel na Pangkapayapaan	Nobels fredspris
William Howard Taft	William Howard Taft
Estado ng Estados Unidos	USAs delstater
Glacier	Isbre
Kapuluang Pitcairn	Pitcairnøyene
Benjamin Harrison	Benjamin Harrison
Rutherford B. Hayes	Rutherford B. Hayes
Panthera onca	Jaguar
Timog Australya	Sør-Australia
Parlamento	Parlament
Materya	Materie
Sanaysay	Essay
Lungsod ng Osaka	Osaka
247 BC	247 f.Kr.
Boise, Idaho	Boise
Ehekutibong sangay	Utøvende makt
Baruch Spinoza	Baruch de Spinoza
Ubo	Hoste
Zoroaster	Zarathustra
259 BC	259 f.Kr.
Magkapatid na Wright	Brødrene Wright
Rio de la Plata	Río de la Plata
Tulog	Søvn
Pasta sa ngipin	Tannkrem
Bautismo	Dåp
Implasyon (presyo)	Inflasjon
Hika	Astma
Bangka	Båt
Pagkakatumbas na masa-enerhiya	Masseenergiloven
Omar Khayyam	Omar Khayyām
Kawayan	Bambus
HMS Beagle	HMS «Beagle»
Congo (paglilinaw)	Kongo
Interlingua	Interlingua
Wikang Iloko	Ilokano
Polinesya	Polynesia
Kelta	Keltere
Estetika	Estetikk
Kapuluang Cocos (Keeling)	Kokosøyene
Ho Chi Minh	Hồ Chí Minh
Calvin Coolidge	Calvin Coolidge
Pistatso	Pistasj
Queensland	Queensland
Minyapolis	Minneapolis
Phascolarctos cinereus	Koala
Charles Bronson	Charles Bronson
Muhammad Ali	Muhammad Ali
Borneo	Borneo
Kipot ng Gibraltar	Gibraltarstredet
Lupa	Jord
Beyoncé Knowles	Beyoncé Knowles
Wikang kupta	Koptisk
Pangkat (matematika)	Mengde
Bridgetown	Bridgetown
Carlos II ng Espanya	Karl II av Spania
Thanh Hoa	Thanh Hoa
Manunulat	Skribent
Kuwentong-bayan	Folkeminne
Mayang paking	Muskatnonne
Siligo	Siligo
Lindol at tsunami sa Tōhoku (2011)	Jordskjelvet ved Tōhoku 2011
Mark Zuckerberg	Mark Zuckerberg
Panghalip	Pronomen
Carlos III ng Espanya	Karl III av Spania
Apia	Apia
San Juan, Antigua at Barbuda	Saint John's
Brigitte Bardot	Brigitte Bardot
Talambuhay	Biografi
Roseau	Roseau
Daan ng Sutla	Silkeveien
Diana Ross	Diana Ross
Cantù	Cantù
Anne Hathaway	Anne Hathaway
Thales	Thales
Calgary	Calgary
Jane Austen	Jane Austen
Giordano Bruno	Giordano Bruno
Panaginip	Drøm
Lojban	Lojban
Hammurabi	Hammurabi
Kapisanan ni Hesus	Jesuittordenen
Griyegong Mediebal	Bysantinsk gresk
Taekwondo	Taekwondo
Malaking daga	Rotter
Aberdeen	Aberdeen
Oporto	Porto
Agham pampolitika	Statsvitenskap
Catherine II ng Rusya	Katarina II av Russland
Wikang Māori	Maorisk
Hannibal	Hannibal
Arina	Mel
Longhitud	Lengdegrad
The Lion King	Løvenes konge
Guglielmo Marconi	Guglielmo Marconi
Iono	Ion
Milenyo	Millennium
Modernong Griyego	Nygresk
Francis Drake	Francis Drake
Port Moresby	Port Moresby
Reaksiyong kimikal	Kjemisk reaksjon
.ru	.ru
.ad	.ad
Vladimir Nabokov	Vladimir Nabokov
The Hague	Haag
Orden (biyolohiya)	Orden (biologi)
Gorilya	Gorilla
Tycho Brahe	Tycho Brahe
Patutot	Prostitusjon
Ben Tre	Bến Tre
Sining-biswal	Billedkunst
Henrik Ibsen	Henrik Ibsen
Daylight saving time	Sommertid
West Bank	Vestbredden
Victoria, Australya	Victoria (Australia)
Zhuang	Zhuang (folk)
Yugoslabya	Jugoslavia
Mammuthus	Mammuter
Atila ang Hun	Attila
Kaharian (biyolohiya)	Rike (biologi)
Wikang Nobyal	Novial
Aung San Suu Kyi	Aung San Suu Kyi
Tangway ng Sinai	Sinaihalvøya
Kristallnacht	Krystallnatten
Ebanghelyo ni Juan	Evangeliet etter Johannes
Robert Pattinson	Robert Pattinson
Pahinang Web	Nettside
Wikang Sumeryo	Sumerisk
Pinto	Dør
Kuwadrilateral	Firkant
Tokelau	Tokelau
Kompositor	Komponist
Rihanna	Rihanna
Trangkasong baboy	Svineinfluensa
Kuko	Negl
Katutubong wika	Morsmål
Pamumundok	Alpinklatring
Osona (singaw)	Ozon
Robert De Niro	Robert De Niro
Ketong	Spedalskhet
Pangangaso	Jakt
Glipo	Glyf
12 (bilang)	12 (tall)
Toshiro Mifune	Toshiro Mifune
Mukha	Ansikt
Serbiya at Montenegro	Serbia og Montenegro
Pagpapatalastas	Reklame
Tallahassee, Florida	Tallahassee
Bismarck, North Dakota	Bismarck (Nord-Dakota)
Andronikos II Palaiologos	Andronikos II
Romantisismo	Romantikken
Musikang pop	Popmusikk
Pako (pangkabit)	Spiker
Tom Cruise	Tom Cruise
Olibo	Oliven
Salomon	Salomo
Banal na Santatlo	Den hellige treenighet
Yahoo!	Yahoo!
Pebrero 30	30. februar
Florence Nightingale	Florence Nightingale
Paraon	Farao
331	331
Athena	Athene
Metano	Metan
Mariupol	Mariupol
11 (bilang)	11 (tall)
365	365
13 (bilang)	13 (tall)
Konstantino XI Paleologus	Konstantin XI
Pangkat ng Walo	G8
Atomikong nukleyus	Atomkjerne
Sun Tzu	Sunzi
Abukado	Avokado
379	379
IBM	International Business Machines
David Hume	David Hume
.fi	.fi
Alon	Bølge
Johnny Depp	Johnny Depp
Pulang selula ng dugo	Rød blodcelle
Robert Koch	Robert Koch
Bantod	Diameter
Guro	Lærer
Pangunahing Ahensiya ng Kaalaman	Central Intelligence Agency
.ae	.ae
.am	.am
.de	.de
Pagsusulat	Skriving
.fr	.fr
Papa Juan Pablo I	Johannes Paul I
Ramayana	Ramayana
Espiritu Santo	Den Hellige Ånd
Internet Movie Database	Internet Movie Database
Cleveland, Ohio	Cleveland
Apollo	Apollon
Dalai Lama	Dalai Lama
John Michael Talbot	John Michael Talbot
Akrotiri at Dhekelia	Akrotiri og Dekelia
Klaus Ebner	Klaus Ebner
Mani	Peanøtt
Francis Bacon	Francis Bacon
Melanesya	Melanesia
Naypyidaw	Naypyidaw
.af	.af
100 (bilang)	100 (tall)
.au	.au
Tuhod	Kne
ISO 4217	ISO 4217
Palaugnayan	Syntaks
Aprikot	Aprikos
Nicole Kidman	Nicole Kidman
Pierre Curie	Pierre Curie
Kapulungang Pangkatiwasayan ng Mga Nagkakaisang Bansa	FNs sikkerhetsråd
Maulap na hamog	Tåke
Epiko	Epos
Dagat Jonico	Det joniske hav
Klase (biyolohiya)	Klasse (biologi)
Glukosa	Glukose
.cz	.cz
.ag	.ag
Astropisika	Astrofysikk
Poligon	Polygon
Jackson Pollock	Jackson Pollock
John Calvin	Jean Calvin
Araw ng mga Puso	Valentinsdagen
William na Mananakop	Vilhelm I av England
Hail	Hagl
Jollibee	Jollibee
Luciano Pavarotti	Luciano Pavarotti
Escalda	Schelde
Thomas Hobbes	Thomas Hobbes
Mila Kunis	Mila Kunis
43 BK	43 f.Kr.
Talaan ng mga Buwan sa Sistemang Pang-araw	Liste over naturlige satellitter
Digmaan sa Golpo	Gulfkrigen
Talaan ng mga planetang menor	Liste over nummererte småplaneter
Pamilihan	Marked
Dagat Luzon	Sørkinahavet
Sutla	Silke
Hunyango	Kameleoner
Paul Gauguin	Paul Gauguin
Bloemfontein	Bloemfontein
Haiku	Haiku
.at	.at
Hukbong-kati	Hær
Uthman Ibn Affan	Uthman ibn Affan
Demograpiya	Demografi
Piyudalismo	Føydalisme
Kromosoma	Kromosom
Balahak	Legering
T. S. Eliot	T.S. Eliot
Charlotte's Web (pelikula ng 1973)	Charlottes tryllevev (1973)
Sint-Truiden	Sint-Truiden
Ekosistema	Økosystem
Auckland Grammar School	Auckland Grammar School
Repriherador	Kjøleskap
Milwaukee, Wisconsin	Milwaukee
.us	.us
Natalie Portman	Natalie Portman
.es	.es
.gr	.gr
Kipot	Sund
.pl	.pl
.uk	.uk
Selyo	Frimerke
Kamote	Søtpotet
Masiela Lusha	Masiela Lusha
Sapporo, Hokkaido	Sapporo
Dagat Dilaw	Gulehavet
Gregor Mendel	Gregor Mendel
Emperador Akihito	Akihito av Japan
Carinthia (estado)	Kärnten
Yangon	Yangôn
63 BC	63 f.Kr.
Hera	Hera
Saint Louis, Missouri	St. Louis
Eksistensiyalismo	Eksistensialisme
McDonald's	McDonald’s
Lewis Carroll	Lewis Carroll
Kapuluan ng Galapagos	Galápagosøyene
Masining na paglalayag sa yelo	Kunstløp
Leonardo DiCaprio	Leonardo DiCaprio
Agham pangkagubatan	Skogbruk
Daniel Radcliffe	Daniel Radcliffe
Japanese Spitz	Japansk spisshund
Samurai	Samurai
31 BC	31 f.Kr.
Arthur Schopenhauer	Arthur Schopenhauer
Helen Keller	Helen Keller
Lungsod ng Nagasaki	Nagasaki
Kapuluang Britaniko	De britiske øyer
Yokohama	Yokohama
.al	.al
.ar	.ar
Morpolohiya (lingguwistika)	Morfologi (lingvistikk)
Alexandre Dumas	Alexandre Dumas
Lapi	Rekke (biologi)
Enrique VIII ng Inglatera	Henrik VIII av England
Asong simaron	Engelsk bulldog
Autismo	Autisme
.az	.az
Columbia, South Carolina	Columbia (Sør-Carolina)
Xena: Warrior Princess	Xena: Warrior Princess
1000000 (bilang)	Million
Adana	Adana
Santa Fe, New Mexico	Santa Fe
14 (bilang)	14 (tall)
Dinggo	Dingo
Devanāgarī	Devanagari
Kagat ng aso	Hundebitt
Pakwan	Vannmelon
Look ng Bengala	Bengalbukta
Pagluluto	Matlaging
15 (bilang)	15 (tall)
18 (bilang)	18 (tall)
Mulino	Vindmølle
Helena, Montana	Helena (Montana)
Bertolt Brecht	Bertolt Brecht
Eskalang sismolohikong Richter	Richters skala
Unibersidad ng Biobío	Universitetet i Bio-Bio
Labanan sa Stalingrad	Slaget om Stalingrad
Hamas	Hamas
Suva	Suva
Ruhollah Khomeini	Ruhollah Khomeini
Nukualofa	Nuku'alofa
Balanoy	Basilikum
Laser	Laser
Prusya	Preussen
Dagat Tireno	Tyrrenhavet
Saplad ng Aswan	Aswandammen
.cn	.cn
.ee	.ee
Balita	Nyhet
Lagnat	Feber
4 BC	4 f.Kr.
Teide	Teide
Vorarlberg	Vorarlberg
Tony Tan Keng Yam	Tony Tan Keng Yam
Talatuntunan ng Kaunlaran ng Tao	HDI
.ao	.ao
Emperador	Keiser
.bg	.bg
The Fairly OddParents	Fairly Odd Parents
Cheyenne, Wyoming	Cheyenne
Nakahilig na Tore ng Pisa	Det skjeve tårn i Pisa
Panghilagang Hemispero	Nordlige halvkule
Mikroekonomiya	Mikroøkonomi
100 BK	100 f.Kr.
Renminbi	Kinesisk renminbi
.jp	.jp
.bd	.bd
.it	.it
8 BC	8 f.Kr.
