Afrik	Afrika
Pis	Lopper
Matie	Evangeliet etter Matteus
Everett, Washington	Everett
Siklòn Ike	Orkanen Ike
Peryòd (jewoloji)	Periode (geologi)
Agoura Hills, Kalifòni	Agoura Hills
Agudo	Agudo
Krich	Jug
303 (menm non)	303 (andre betydninger)
Ajuricaba	Ajuricaba
Blastila	Blastula
Zòn entètidal	Tidevannssone
85 (nonm)	85 (tall)
10000 (nonm)	10 000
Vyolèt	Lilla
Woz (koulè)	Rosa
Bellingham, Washington	Bellingham (Washington)
27 (nonm)	27 (tall)
35 (nonm)	35 (tall)
64 (nonm)	64 (tall)
99 (nonm)	99 (tall)
AN	AN
Gregory Isaacs	Gregory Isaacs
Christophorus Buys Ballot	C.H.D. Buys Ballot
Victor Frederick Weisskopf	Victor Weisskopf
Bunny Wailer	Bunny Wailer
Bruny Surin	Bruny Surin
Gabriele Veneziano	Gabriele Veneziano
108 (nonm)	108 (tall)
101 (nonm)	101 (tall)
Chien-Shiung Wu	Chien-Shiung Wu
Claudette Werleigh	Claudette Werleigh
Philippa Fawcett	Philippa Fawcett
Grace Jones	Grace Jones
August Leopold Crelle	August Leopold Crelle
Hendrick Kramers	Hendrik A. Kramers
Jacques Tits	Jacques Tits
King Tubby	King Tubby
Max Romeo	Max Romeo
Liv Mòman	Mormons bok
Kenosha, Wisconsin	Kenosha (Wisconsin)
Idrat	Hydrat
White Plains, New York	White Plains (New York)
Cape Coral, Florid	Cape Coral
Evanston, Ilinwa	Evanston (Illinois)
Lakewood, Kolorado	Lakewood (Colorado)
Tatyana Afanasyeva	Tatjana Afanasjeva
Mariama Ba	Mariama Bâ
Augustus Pablo	Augustus Pablo
Benjamin Peirce	Benjamin Peirce
Butte, Montana	Butte
Ames, Iowa	Ames (Iowa)
Lawrence Krauss	Lawrence Krauss
David Vogan	David Vogan
Leslie Manigat	Leslie Manigat
Henri Namphy	Henri Namphy
Yuval Ne'eman	Yuval Ne'eman
Polyan	Miljøgift
153 (nonm)	153 (tall)
Paramore	Paramore
Kantaloup	Cantaloupe
Zizye	Krås
Coritiba Foot Ball Club	Coritiba Foot Ball Club
Maysville, Kentucky	Maysville (Kentucky)
Aewopò Tan Son Nhat	Tan Son Nhat internasjonale lufthavn
Kayiman	Kaimaner
Imaj	Bilde
Beaver, Utah	Beaver (Utah)
Park City, Utah	Park City (Utah)
Monroe, Utah	Monroe (Utah)
Atis	Kunstner
Enèji iyonizasyon	Ioniseringsenergi
Adaptasyon	Tilpasning (biologi)
Lwa konsèvasyon mas	Massens bevarelse
Degre oksidasyon	Oksidasjonstall
Berkeley, Kalifòni	Berkeley
Marbella (Málaga)	Marbella
Láchar (Grenad)	Láchar
Pasadena, Kalifòni	Pasadena
Key West, Florid	Key West
Duluth, Minnesota	Duluth (Minnesota)
Glendale, Kalifòni	Glendale (California)
San Bernardino, Kalifòni	San Bernardino (California)
Pensacola, Florid	Pensacola
Deriv jenetik	Genetisk drift
Cedar Rapids, Iowa	Cedar Rapids
Evansville, Indiana	Evansville
Kansas City, Kansas	Kansas City (Kansas)
Rochester, Minnesota	Rochester (Minnesota)
Mountain View, Kalifòni	Mountain View
Pomona, Kalifòni	Pomona (California)
South Bend, Indiana	South Bend
Michio Kaku	Michio Kaku
Kondiksyon	Termisk konduktivitet
Compton, Kalifòni	Compton
Minot	Minot (Nord-Dakota)
Cedar City, Utah	Cedar City
Monterey, Kalifòni	Monterey
Saint Marys, Iowa	Pottawattamie County
Yakutat (Alaska)	City and Borough of Yakutat
Pratt, Minnesota	Steele County (Minnesota)
Sunbury, Georgie	Liberty County (Georgia)
Iowa City, Iowa	Iowa City
Saint Augustine, Florid	St. Augustine (Florida)
Gainesville, Florid	Gainesville (Florida)
Frakti	Brudd (mineralogi)
Palm Springs, Kalifòni	Palm Springs
Salinas, Kalifòni	Salinas (California)
Anteryè	Anatomiske retningsbeskrivelser
Eureka, Kalifòni	Eureka (California)
Downey, Kalifòni	Downey (California)
Torrance, Kalifòni	Torrance
Sioux City, Iowa	Sioux City
Baza (Grenad)	Baza
Biloxi, Mississippi	Biloxi
Alameda, Kalifòni	Alameda
Hayward, Kalifòni	Hayward (California)
Canton, Ohio	Canton (Ohio)
Robert Smith	Robert Smith (musiker)
Sarasota, Florid	Sarasota
Williamsburg, Vijini	Williamsburg (Virginia)
Winchester, Vijini	Winchester (Virginia)
Fuengirola (Málaga)	Fuengirola
Vélez-Málaga (Málaga)	Vélez-Málaga
Mijas (Málaga)	Mijas
Wapakoneta, Ohio	Wapakoneta
Broomfield, Kolorado	Broomfield County
Yorba Linda, Kalifòni	Yorba Linda
Vicksburg, Mississippi	Vicksburg
Dubuque, Iowa	Dubuque
Lawrence, Kansas	Lawrence (Kansas)
Han Seungyeon	Han Seung-yeon
Antioch, Kalifòni	Antioch (California)
Depouy	Støping
Waterloo, Iowa	Waterloo (Iowa)
Sikilasyon kowonè	Kransarterie
Tyler, Texas	Tyler (Texas)
Barstow, Kalifòni	Barstow (California)
Onn pòtez	Bærebølge
Yakima, Washington	Yakima (Washington)
Overland Park, Kansas	Overland Park
Murfreesboro, Tennessee	Murfreesboro (Tennessee)
Staunton, Vijini	Staunton
Katilaj	Brusk
Sistèm nève somatik	Det somatiske nervesystem
Batonè retinyen	Staver
Redwood City, Kalifòni	Redwood City
Sunrise, Florid	Sunrise
Rancho Mirage, Kalifòni	Rancho Mirage
Fort Myers, Florid	Fort Myers
Maladi andemik	Endemi
Andrew Tosh	Andrew Tosh
Red House, New York	Red House
Andrews, Texas	Andrews (Texas)
Leyogàn (awondisman)	Léogâne (arrondissement)
Jèn dominant	Recessiv
Mòl Sen Nikola (awondisman)	Môle Saint-Nicolas (arrondissement)
Saratoga, New York	Saratoga (New York)
137 (nonm)	137 (tall)
56 (nonm)	56 (tall)
Concord, Massachusetts	Concord (Massachusetts)
Pitsburg, Ohio	Pitsburg
Feyte	Foliasjon
Johann Friedrich Endersch	Johann Friedrich Endersch
172 (nonm)	172 (tall)
Ne	Knop (knute)
160 (nonm)	160 (tall)
Encinitas, Kalifòni	Encinitas (California)
Denison, Texas	Denison
89 (nonm)	89 (tall)
Oswald Veblen	Oswald Veblen
Manitowoc, Wisconsin	Manitowoc
Carmel, Indiana	Carmel (Indiana)
Kratè	Krater
182 (nonm)	182 (tall)
Fòs nòmal	Normalkraft
Laura Maria Caterina Bassi	Laura Bassi
76 (nonm)	76 (tall)
29 (nonm)	29 (tall)
Tèmit	Termitter
173 (nonm)	173 (tall)
171 (nonm)	171 (tall)
Richmond, Indiana	Richmond (Indiana)
Brookhaven, New York	Brookhaven (New York)
Chan gravitasyon	Gravitasjonsfelt
UB40	UB40
Samuel Goudsmit	Samuel Abraham Goudsmit
Gerard Latortue	Gérard Latortue
Igor Ansoff	Igor Ansoff
Bozeman, Montana	Bozeman (Montana)
Sibstra woche	Berggrunn
Lamar, Missouri	Lamar
Greenville, Kawolin disid	Greenville (Sør-Carolina)
Park Ridge, Ilinwa	Park Ridge (Illinois)
Waverly, Ilinwa	Waverly (Illinois)
Rock Island, Ilinwa	Rock Island (Illinois)
Waukegan, Ilinwa	Waukegan
Wilmette, Ilinwa	Wilmette
190 (nonm)	190 (tall)
Zòn fotik	Eufotisk
Abingdon, Ilinwa	Abingdon (Illinois)
Carthage, Ilinwa	Carthage (Illinois)
Moline, Ilinwa	Moline (Illinois)
Kwasans eksponansyèl	Eksponentiell vekst
Leyogàn (komin)	Léogâne
Sharon, Vermont	Sharon
Trimès	Trimester
71 (nonm)	71 (tall)
Westport, Connecticut	Westport (Connecticut)
28 (nonm)	28 (tall)
152 (nonm)	152 (tall)
Grove City, Ohio	Grove City (Ohio)
Highland Park, Texas	Highland Park (Texas)
59 (nonm)	59 (tall)
Olathe, Kansas	Olathe (Kansas)
62 (nonm)	62 (tall)
95 (nonm)	95 (tall)
38 (nonm)	38 (tall)
Negòs	Handel
75 (nonm)	75 (tall)
109 (nonm)	109 (tall)
San Ramon, Kalifòni	San Ramon
103 (nonm)	103 (tall)
Nòdwès	Nord-Ouest (Haiti)
Plains, Georgie	Plains (Georgia)
Lorain, Ohio	Lorain (Ohio)
199 (nonm)	199 (tall)
201 (nonm)	201 (tall)
Skagway (Alaska)	Skagway
Zòn afotik	Afotisk
Inglewood, Kalifòni	Inglewood
Palos de la Frontera (Huelva)	Palos de la Frontera
Powozite	Porøsitet
Kalkilasyon	Kalkulasjon
Carmel-by-the-Sea, Kalifòni	Carmel-by-the-Sea
45 (nonm)	45 (tall)
Lè (jewoloji)	Æra (geologi)
Ominide	Hominidae
Lakeland, Florid	Lakeland (Florida)
Byoloji konsèvasyon	Bevaringsbiologi
Onn fwa	Kuldebølge
Santa Maria, Kalifòni	Santa Maria (California)
150 (nonm)	150 (tall)
65 (nonm)	65 (tall)
174 (nonm)	174 (tall)
Algona, Iowa	Algona (Iowa)
Dodge City, Kansas	Dodge City
Hendrum, Minnesota	Hendrum
Spearman, Texas	Spearman (Texas)
180 (nonm)	180 (tall)
Mapleton, Iowa	Mapleton (Iowa)
119 (nonm)	119 (tall)
Espèk	Frekvensspekter
Maquoketa, Iowa	Maquoketa
Jacob Miller	Jacob Miller
Citrus Heights, Kalifòni	Citrus Heights
68 (nonm)	68 (tall)
Karayib	Karibia
Kòl matris	Livmorhals
Tupelo, Mississippi	Tupelo (Mississippi)
156 (nonm)	156 (tall)
97 (nonm)	97 (tall)
Harpers Ferry, Iowa	Harpers Ferry (Iowa)
Pueblo, Kolorado	Pueblo (Colorado)
Silverton, Kolorado	Silverton (Colorado)
Renton, Washington	Renton (Washington)
207 (nonm)	207 (tall)
94 (nonm)	94 (tall)
55 (nonm)	55 (tall)
Fòs Ayeryen Swis	Schweizer Luftwaffe
Hawthorne, Kalifòni	Hawthorne (California)
91 (nonm)	91 (tall)
Nextlalpan	Nextlalpan
Palm Beach, Florid	Palm Beach (Florida)
Bremerton, Washington	Bremerton
College Station, Texas	College Station
Bryan, Texas	Bryan (Texas)
138 (nonm)	138 (tall)
118 (nonm)	118 (tall)
Fort Bliss, Texas	Fort Bliss
Menas	Trussel
Martin Ohm	Martin Ohm
Edwin Jaynes	Edwin Thompson Jaynes
Sydney Chapman	Sydney Chapman
Joe Gaetjens	Joseph Gaetjens
Glann sirenal	Binyre
Ògàn	Organ
80 (nonm)	80 (tall)
21 (nonm)	21 (tall)
22 (nonm)	22 (tall)
70 (nonm)	70 (tall)
50 (nonm)	50 (tall)
Ronald Graham	Ronald Graham
41 (nonm)	41 (tall)
34 (nonm)	34 (tall)
33 (nonm)	33 (tall)
47 (nonm)	47 (tall)
31 (nonm)	31 (tall)
32 (nonm)	32 (tall)
44 (nonm)	44 (tall)
46 (nonm)	46 (tall)
49 (nonm)	49 (tall)
48 (nonm)	48 (tall)
37 (nonm)	37 (tall)
39 (nonm)	39 (tall)
36 (nonm)	36 (tall)
53 (nonm)	53 (tall)
81 (nonm)	81 (tall)
66 (nonm)	66 (tall)
63 (nonm)	63 (tall)
52 (nonm)	52 (tall)
69 (nonm)	69 (tall)
73 (nonm)	73 (tall)
57 (nonm)	57 (tall)
74 (nonm)	74 (tall)
79 (nonm)	79 (tall)
67 (nonm)	67 (tall)
77 (nonm)	77 (tall)
83 (nonm)	83 (tall)
Giuseppe Colombo	Giuseppe Colombo
82 (nonm)	82 (tall)
86 (nonm)	86 (tall)
78 (nonm)	78 (tall)
98 (nonm)	98 (tall)
200 (nonm)	200 (tall)
Lenfosit	Lymfocytter
104 (nonm)	104 (tall)
113 (nonm)	113 (tall)
102 (nonm)	102 (tall)
144 (nonm)	144 (tall)
110 (nonm)	110 (tall)
121 (nonm)	121 (tall)
114 (nonm)	114 (tall)
116 (nonm)	116 (tall)
127 (nonm)	127 (tall)
123 (nonm)	123 (tall)
115 (nonm)	115 (tall)
105 (nonm)	105 (tall)
112 (nonm)	112 (tall)
111 (nonm)	111 (tall)
117 (nonm)	117 (tall)
Ekilib	Mekanisk likevekt
120 (nonm)	120 (tall)
124 (nonm)	124 (tall)
125 (nonm)	125 (tall)
196 (nonm)	196 (tall)
Julian Marley	Julian Marley
122 (nonm)	122 (tall)
169 (nonm)	169 (tall)
140 (nonm)	140 (tall)
143 (nonm)	143 (tall)
147 (nonm)	147 (tall)
146 (nonm)	146 (tall)
197 (nonm)	197 (tall)
149 (nonm)	149 (tall)
157 (nonm)	157 (tall)
159 (nonm)	159 (tall)
142 (nonm)	142 (tall)
151 (nonm)	151 (tall)
154 (nonm)	154 (tall)
164 (nonm)	164 (tall)
139 (nonm)	139 (tall)
198 (nonm)	198 (tall)
163 (nonm)	163 (tall)
155 (nonm)	155 (tall)
165 (nonm)	165 (tall)
136 (nonm)	136 (tall)
188 (nonm)	188 (tall)
145 (nonm)	145 (tall)
161 (nonm)	161 (tall)
Miami Gardens, Florid	Miami Gardens (Florida)
Ñuble (provens)	Provincia de Ñuble
194 (nonm)	194 (tall)
Charles Hutton	Charles Hutton
Marc Bazin	Marc Bazin
Jack Sarfatti	Jack Sarfatti
George Saitoti	George Saitoti
181 (nonm)	181 (tall)
186 (nonm)	186 (tall)
192 (nonm)	192 (tall)
175 (nonm)	175 (tall)
184 (nonm)	184 (tall)
183 (nonm)	183 (tall)
191 (nonm)	191 (tall)
167 (nonm)	167 (tall)
176 (nonm)	176 (tall)
177 (nonm)	177 (tall)
179 (nonm)	179 (tall)
166 (nonm)	166 (tall)
185 (nonm)	185 (tall)
195 (nonm)	195 (tall)
Dumarsais Estime	Dumarsais Estimé
Milton, Massachusetts	Milton (Massachusetts)
MINUSTAH	MINUSTAH
UNICEF	UNICEF
Ashford, Connecticut	Ashford (Connecticut)
Byè (estatistik)	Bias
New Rochelle, New York	New Rochelle
Saint Joseph, Missouri	Saint Joseph (Missouri)
178 (nonm)	178 (tall)
193 (nonm)	193 (tall)
170 (nonm)	170 (tall)
East Rutherford, New Jersey	East Rutherford (New Jersey)
Huntington, Indiana	Huntington (Indiana)
Sipèselil	Supercelle
Gentleman	Gentleman
Calexico, Kalifòni	Calexico
203 (nonm)	203 (tall)
202 (nonm)	202 (tall)
Orange, Connecticut	Orange (Connecticut)
North Haven, Connecticut	North Haven (Connecticut)
Epòk	Epoke (geologi)
Stratford, Connecticut	Stratford (Connecticut)
Hamden, Connecticut	Hamden
New Castle, Delaware	New Castle (Delaware)
East Haven, Connecticut	East Haven
Athens, Ohio	Athens (Ohio)
Athens, Texas	Athens (Texas)
Milford, Connecticut	Milford (Connecticut)
206 (nonm)	206 (tall)
204 (nonm)	204 (tall)
208 (nonm)	208 (tall)
205 (nonm)	205 (tall)
250 (nonm)	250 (tall)
Tillamook, Oregon	Tillamook
Rico, Kolorado	Rico (Colorado)
Keene, New Hampshire	Keene
Lantiy	Optisk linse
Spartanburg, Kawolin disid	Spartanburg
Aewopò Da Nang	Da Nang internasjonale lufthavn
61 (nonm)	61 (tall)
Aurora, Ohio	Aurora (Ohio)
Vèrèt (komin)	Verrettes
Fort Hood, Texas	Fort Hood
Black Uhuru	Black Uhuru
42 (nonm)	42 (tall)
Kominote klimasik	Klimaksfasen
Belvidere, New Jersey	Belvidere (New Jersey)
Min	Bergverk
Berlin, New Hampshire	Berlin (New Hampshire)
Estivasyon	Estivering
Solvang, Kalifòni	Solvang (California)
Hermosa Beach, Kalifòni	Hermosa Beach
Hibbing, Minnesota	Hibbing
Andospò	Endosporer
Abejar	Abejar
Paris, Texas	Paris (Texas)
Foxborough, Massachusetts	Foxborough (Massachusetts)
Poetik	Poetikk
Broken Arrow, Oklahoma	Broken Arrow (Oklahoma)
Entèfaz	Interfase
Ladislaus Bortkiewicz	Ladislaus Bortkiewicz
Enpilsyon	Impuls (fysikk)
Fulton, Missouri	Fulton (Missouri)
OLPC	OLPC
Sistèm vijezimal	Det vigesimale tallsystemet
Dekonpozè	Nedbryter
Lagonav (gòf)	Gonâvebukta
Kent, Washington	Kent (Washington)
Texarkana, Texas	Texarkana (Texas)
Latibonit (depatman)	Artibonite (departement)
Sant	Centre (Haiti)
Skatalites	The Skatalites
Maytals	Toots and the Maytals
242 (nonm)	242 (tall)
Camarillo, Kalifòni	Camarillo (California)
West Hollywood, Kalifòni	West Hollywood
Needles, Kalifòni	Needles (California)
Tèmoklin	Termoklin
Lynwood, Kalifòni	Lynwood (California)
La Mesa, Kalifòni	La Mesa
Huntington Park, Kalifòni	Huntington Park
Alegrete	Alegrete
Negritid	Négritude-bevegelsen
Gonayiv (komin)	Gonaïves
McMinnville, Oregon	McMinnville
Lompoc, Kalifòni	Lompoc
Ottumwa, Iowa	Ottumwa
VietJet Air	VietJet Air
Manhattan, Kansas	Manhattan (Kansas)
Estimilis	Stimulus
Stillwater, Minnesota	Stillwater (Minnesota)
Red Wing, Minnesota	Red Wing
Kapasite pòtez	Økologisk bæreevne
Agrega	Tilslag
Benoit, Mississippi	Benoit (Mississippi)
Chemine idwotèmal	Hydrotermale skorsteiner
Fòs nè	Resultantkraft
Hershey, Pennsilvani	Hershey
Peekskill, New York	Peekskill
Bossier City, Lwizyana	Bossier City
Cincinnatus Leconte	Cincinnatus Leconte
Florvil Hyppolite	Florvil Hyppolite
Joseph Nérette	Joseph Nérette
Lis prezidan Ayiti	Liste over presidenter på Haiti
Oslo, Minnesota	Oslo (Minnesota)
Kwadèbouke (awondisman)	Croix-des-Bouquets (arrondissement)
51 (nonm)	51 (tall)
Estrikti kristalen	Krystallstruktur
Branford, Connecticut	Branford (Connecticut)
Aewopò Ca Mau	Ca Mau lufthavn
Nwayo kondansasyon	Kondensasjonskjerne
Masak lekol elemante Sandy Hook	Skolemassakren på Sandy Hook Elementary School
Brenham, Texas	Brenham (Texas)
Rezonans (chimi)	Resonans (kjemi)
Texas City, Texas	Texas City
Respirasyon selilè	Celleånding
Kokomo, Indiana	Kokomo (Indiana)
Grandans	Grand'Anse
Aceguá	Aceguá
Brisbane, Kalifòni	Brisbane (California)
322 (nonm)	322 (tall)
Chadonyè (awondisman)	Chardonnières (arrondissement)
Jakmèl (komin)	Jacmel
Tonton Makout	Tonton Macoute
San Angelo, Texas	San Angelo (Texas)
Pacifica, Kalifòni	Pacifica (California)
South San Francisco, Kalifòni	South San Francisco
Paramount, Kalifòni	Paramount
Nòdès	Nord-Est (Haiti)
Corrigan, Texas	Corrigan (Texas)
Lexington, Massachusetts	Lexington (Massachusetts)
Goldfield, Nevada	Goldfield (Nevada)
Marshall Rosenbluth	Marshall Rosenbluth
Jimmy Jean-Louis	Jimmy Jean-Louis
Kirtland, Ohio	Kirtland
Newberg, Oregon	Newberg (Oregon)
Muncie, Indiana	Muncie
Disonans	Dissonans
Sid (rejyon jewografik)	Sud (Haiti)
Sidès	Sud-Est (Haiti)
Eagan, Minnesota	Eagan
Oshkosh, Wisconsin	Oshkosh (Wisconsin)
La Crosse, Wisconsin	La Crosse
Chippewa Falls, Wisconsin	Chippewa Falls
Johnny Clarke	Johnny Clarke
Nò (rejyon jewografik)	Nord (Haiti)
Natchez, Mississippi	Natchez
Norway, New York	Norway (New York)
Harrodsburg, Kentucky	Harrodsburg
Piramid enèjetik	Næringspyramide
Sen Lwi dinò (awondisman)	Saint-Louis du Nord (arrondissement)
Yakov Sinai	Jakov G. Sinaj
Dudley Dorival	Dudley Dorival
Pòdpè (komin)	Port-de-Paix
Divè	Dun
Kouve	Ruging
Ferguson, Missouri	Ferguson (Missouri)
Palatka, Florid	Palatka
Almirante Tamandaré do Sul	Almirante Tamandaré do Sul
Hutchinson, Kansas	Hutchinson
Hastings, Nebraska	Hastings (Nebraska)
Grandview, Missouri	Grandview (Missouri)
Klowofliyokabòn	Klorfluorkarbon
Rockville Centre, New York	Rockville Centre
Morristown, New Jersey	Morristown (New Jersey)
Harrisonville, Missouri	Harrisonville (Missouri)
Marthasville, Missouri	Marthasville
Cape Canaveral, Florid	Cape Canaveral (Florida)
Baradè (awondisman)	Baradères (arrondissement)
Shelby, Montana	Shelby (Montana)
Belton, Missouri	Belton (Missouri)
Tye, Texas	Tye (Texas)
Nacogdoches, Texas	Nacogdoches
Munster, Indiana	Munster (Indiana)
Chimyoterapi	Kjemoterapi
Kayimit (il)	Les Cayemites
Paul Sophus Epstein	Paul Sophus Epstein
Groveton, Texas	Groveton (Texas)
Stonewall, Texas	Stonewall (Texas)
Lolita, Texas	Lolita (Texas)
Madisonville, Texas	Madisonville (Texas)
Livingston, Texas	Livingston (Texas)
Stockholm, Wisconsin	Stockholm (Wisconsin)
Jeffersonville, Indiana	Jeffersonville (Indiana)
University Park, Texas	University Park (Texas)
Lone Star, Texas	Lone Star
Terrell, Texas	Terrell
Trinidad, Texas	Trinidad (Texas)
Floresville, Texas	Floresville (Texas)
Daingerfield, Texas	Daingerfield (Texas)
Laughlin AFB, Texas	Laughlin Air Force Base
Carrizo Springs, Texas	Carrizo Springs (Texas)
Gilmer, Texas	Gilmer
Goliad, Texas	Goliad (Texas)
Marfa, Texas	Marfa
Crane, Texas	Crane (Texas)
Colorado City, Texas	Colorado City (Texas)
Trinity, Texas	Trinity (Texas)
Goodrich, Texas	Goodrich (Texas)
Clifton, Texas	Clifton
Fantan Mojah	Fantan Mojah
Joseph Adhemar	Joseph-Alphonse Adhémar
Sylvestre François Lacroix	Sylvestre François Lacroix
Golden, Kolorado	Golden (Colorado)
Paradise Valley, Arizona	Paradise Valley (Arizona)
Titusville, Florid	Titusville (Florida)
Garden City, Kansas	Garden City (Kansas)
Fòlibète (komin)	Fort-Liberté
Franklin, Tennessee	Franklin (Tennessee)
Paducah, Kentucky	Paducah
Plantation, Florid	Plantation (Florida)
Okay (komin)	Les Cayes
SeaTac, Washington	SeaTac
Ormond Beach, Florid	Ormond Beach (Florida)
Pontotoc, Mississippi	Pontotoc
Weed, Kalifòni	Weed (California)
Jackson, Tennessee	Jackson (Tennessee)
Columbus, Mississippi	Columbus (Mississippi)
Manteca, Kalifòni	Manteca
Red Oak, Iowa	Red Oak (Iowa)
Kafou (komin)	Carrefour (Haiti)
Jeremi (komin)	Jérémie
Tampico, Ilinwa	Tampico (Illinois)
Shawnee, Kansas	Shawnee (Kansas)
Plainfield, Indiana	Plainfield
Lebanon, Ohio	Lebanon (Ohio)
Newnan, Georgie	Newnan
Slidell, Lwizyana	Slidell (Louisiana)
Hyde Park, New York	Hyde Park (New York)
Greensburg, Kansas	Greensburg (Kansas)
Chillicothe, Ohio	Chillicothe (Ohio)
Endiksyon elektwomayetik	Elektromagnetisk induksjon
Michigan City, Indiana	Michigan City
Prairie Village, Kansas	Prairie Village
Reyaksyon andègonik	Endergon reaksjon
Clarksdale, Mississippi	Clarksdale (Mississippi)
Mishawaka, Indiana	Mishawaka
Lenexa, Kansas	Lenexa
Ench (komin)	Hinche
Lakehurst, New Jersey	Lakehurst
Alexandria, Kentucky	Alexandria (Kentucky)
Long Branch, New Jersey	Long Branch (New Jersey)
Seleksyon atifisyèl	Avl
Coffeyville, Kansas	Coffeyville (Kansas)
Orleans, Massachusetts	Orleans (Massachusetts)
Dèlma (komin)	Delmas
Franklin, Ohio	Franklin (Ohio)
Kaskaskia, Ilinwa	Kaskaskia (Illinois)
Halstad, Minnesota	Halstad
Madelia, Minnesota	Madelia (Minnesota)
Hilton Head Island, Kawolin disid	Hilton Head Island
Petyonvil (komin)	Pétionville
Vienna, Vijini	Vienna (Virginia)
Rahway, New Jersey	Rahway
Tanperati pou bouyi	Kokepunkt
Cañon City, Kolorado	Cañon City
Essex, Vermont	Essex (Vermont)
Alamosa, Kolorado	Alamosa
Flemington, New Jersey	Flemington (New Jersey)
Hillsborough, Kalifòni	Hillsborough (California)
Wanament (komin)	Ouanaminthe
Site Soley	Cité Soleil
Jena, Lwizyana	Jena (Louisiana)
Miragwàn (komin)	Miragoâne
Peshtigo, Wisconsin	Peshtigo
Old Saybrook, Connecticut	Old Saybrook
Hudson, New York	Hudson (New York)
Vrahovice	Vrahovice
Pòsali (komin)	Port-Salut
Lestomak	Magesekk
Oma	Hummere
Misk eskeletik	Skjelettmuskulatur
Hays, Kansas	Hays (Kansas)
Espès egzotik	Fremmed art
Danvers, Massachusetts	Danvers (Massachusetts)
Dechè danjere	Farlig avfall
Toms River, New Jersey	Toms River
Phillipsburg, New Jersey	Phillipsburg (New Jersey)
Frenchtown, New Jersey	Frenchtown (New Jersey)
Heptones	The Heptones
Alpha, New Jersey	Alpha (New Jersey)
Jaden	Hage
Coín (Málaga)	Coín
Kap Ayisyen (awondisman)	Cap-Haïtien (arrondissement)
Zumpango (komin)	Zumpango (kommune)
Lakayè (komin)	Arcahaie
Plant ki gen fèy kadik	Lauvfellende
La fémis	La Fémis
Gastrila	Gastrulasjon
Tat	Terte
Swedbank	Swedbank
Opelousas, Lwizyana	Opelousas
Transpò pasif	Passiv transport
Sik wòch	Geologisk kretsløp
Pen Argyl, Pennsilvani	Pen Argyl
Langhorne, Pennsilvani	Langhorne (Pennsylvania)
Katyayana	Kātyāyana
Wikipedya:Anbasad	Wikipedia:Ambassade
Université d'État d'Haïti	Université d'État d'Haïti
Bokal	Krukke (oppbevaringskar)
Lwanj	Lovprisning
Ekrevis	Astacoidea
Plasenta	Morkake
Martin Davis	Martin Davis
Ayeropò	Flyplass
Waynesboro, Georgie	Waynesboro (Georgia)
Eskalè	Skalar
Edward Wright	Edward Wright
Steven Lee	Steven Lee
Hubert Reeves	Hubert Reeves
Louis Raymond	Louis Raymond
Felix Morisseau-Leroy	Félix Morisseau-Leroy
Devèsman	Gjennomstrømning
Fort Gordon, Georgie	Fort Gordon
Atlantic Beach, Kawolin dinò	Atlantic Beach (Nord-Carolina)
Glens Falls, New York	Glens Falls
300 (nonm)	300 (tall)
Jean Paul de Gua de Malves	Jean Paul de Gua de Malves
Robert Serber	Robert Serber
Samuel Earnshaw	Samuel Earnshaw
Kitikil	Kutikula
Kategori:Almay	Kategori:Tyskland
Kategori:Etazini	Kategori:USA
Kategori:Risi	Kategori:Russland
Kategori:Kanada	Kategori:Canada
Kategori:Wayòm Ini	Kategori:Storbritannia
Kategori:Espay	Kategori:Spania
Kategori:Nouvèl Zelann	Kategori:New Zealand
Lackland AFB, Texas	Lackland Air Force Base
Pòtè	Bærer (genetikk)
Ekoulman	Overflateavrenning
Sitokin	Cytokinese
Kategori:Kiba	Kategori:Cuba
Kategori:Polòy	Kategori:Polen
Kategori:Kore disid	Kategori:Sør-Korea
Kategori:Swis	Kategori:Sveits
Kategori:Vyetnam	Kategori:Vietnam
Kategori:Fizik	Kategori:Fysikk
Kategori:Syans natirèl	Kategori:Naturvitenskap
Kategori:Biyoloji	Kategori:Biologi
Kategori:Chimi	Kategori:Kjemi
Kategori:Istwa	Kategori:Historie
Kategori:Jewografi	Kategori:Geografi
Kategori:Sosyete	Kategori:Samfunn
Kategori:La vizyèl	Kategori:Billedkunst
Kategori:Relijyon	Kategori:Religion
Kategori:Espò	Kategori:Sport
Tonanitla	Tonanitla
Kategori:Syans	Kategori:Vitenskap
Kategori:Sinema	Kategori:Film
Kategori:Latè	Kategori:Jorden
Hueypoxtla (komin)	Hueypoxtla (kommune)
Georges Anglade	Georges Anglade
Poulsbo, Washington	Poulsbo
Roslyn, Washington	Roslyn (Washington)
Wailing Souls	The Wailing Souls
Bayonnèt	Yucca aloifolia
400 (nonm)	400 (tall)
Abyssinians	The Abyssinians
Granby, Connecticut	Granby (Connecticut)
Elroy, Wisconsin	Elroy (Wisconsin)
Hempstead, New York	Town of Hempstead
Emporia, Kansas	Emporia (Kansas)
Sòsyè	Heks
Oki	Hockey
Milan, Ohio	Milan (Ohio)
Noblesville, Indiana	Noblesville (Indiana)
Salina, Kansas	Salina (Kansas)
Lis awondisman Ayiti	Haitis arrondissementer
Jean Louis	Jean Louis
Midnite	Midnite
Kenskòf (komin)	Kenscoff
Abitid	Vane
