Afraga	Afrika
Rockingham County, Hampshire Nuadh	Rockingham County (New Hampshire)
Hillsborough County, Hampshire Nuadh	Hillsborough County (New Hampshire)
Merrimack County, Hampshire Nuadh	Merrimack County
Strafford County, Hampshire Nuadh	Strafford County
Belknap County, Hampshire Nuadh	Belknap County
Cheshire County, Hampshire Nuadh	Cheshire County
Sullivan County, Hampshire Nuadh	Sullivan County (New Hampshire)
Grafton County, Hampshire Nuadh	Grafton County
Carroll County, Hampshire Nuadh	Carroll County (New Hampshire)
Banbh	Banff (Skottland)
Cuenca (provincia)	Cuenca (provins)
Albacete (provincia)	Albacete (provins)
Guadalajara (provincia)	Guadalajara (provins)
Toledo (provincia)	Toledo (provins)
Ciudad Real (provincia)	Ciudad Real (provins)
Alacant (provincia)	Alicante (provins)
Valencia (provincia)	Valencia (provins)
Teruel (provincia)	Teruel (provins)
Zaragoza (provincia)	Zaragoza (provins)
Huesca (provincia)	Huesca (provins)
Laurence Olivier	Laurence Olivier
Palencia (provincia)	Palencia (provins)
Burgos (provincia)	Burgos (provins)
Soria (provincia)	Soria (provins)
Segovia (provincia)	Segovia (provins)
Ávila (provincia)	Ávila (provins)
Contae Laoise	Laois (grevskap)
Roinn-seòrsa:Film	Kategori:Filmer
José María Aznar López	José María Aznar
Peter Ustinov	Peter Ustinov
All Blacks	New Zealands herrelandslag i rugby union
Cabhlach na Gearmailte	Deutsche Marine
Katharine Hepburn	Katharine Hepburn
Lise Meitner	Lise Meitner
Sàmais	Samiske språk
Otto Hahn	Otto Hahn
Nelly Sachs	Nelly Sachs
Fritz Haber	Fritz Haber
Johann Friedrich Wilhelm Adolf von Baeyer	Adolf Baeyer
Pàpa Hadrianus VI	Hadrian VI
Paul Ehrlich	Paul Ehrlich
Walther Hermann Nernst	Walther Nernst
Anna Cleves	Anna av Kleve
Otto Wallach	Otto Wallach
Georgi Parvanov	Georgi Părvanov
Traian Băsescu	Traian Băsescu
Jacob Zuma	Jacob Zuma
Ólafur Ragnar Grímsson	Ólafur Ragnar Grímsson
Toomas Hendrik Ilves	Toomas Hendrik Ilves
Ivan Gašparovič	Ivan Gašparovič
Juan Manuel Santos Calderón	Juan Manuel Santos
Václav Klaus	Václav Klaus
Hans-Adam II	Hans Adam II av Liechtenstein
Mykola Azarov	Mykola Azarov
Margadh na Nollaige	Julemarked
Mark Rutte	Mark Rutte
Èideard I Shasainn	Edvard I av England
Éanna Ó Coinnigh	Enda Kenny
Skedsmo	Skedsmo
Duran Duran	Duran Duran
Liam Neeson	Liam Neeson
Punjabi (cànan)	Panjabi
Torc fiadhach	Villsvin
Bò Ghàidhealach	Highland cattle
Cogadh a' Chaidreachais Thrìpilte	Trippelalliansekrigen
Dà-theangachas	Diglossi
Robert Redford	Robert Redford
Northland Region	Northland
Breatainn Nuadh	New Britain
Wicca	Wicca
Albertus Magnus	Albertus Magnus
Venkatraman Ramakrishnan	Venkatraman Ramakrishnan
Gerhard Ertl	Gerhard Ertl
1150an	1150-årene
1030an	1030-årene
1050an	1050-årene
Peacadh	Synd
Meppel	Meppel
Napa, Calafòrnia	Napa
Martin Kaymer	Martin Kaymer
Earball	Hale
Crawford County, Arkansas	Crawford County (Arkansas)
Fulton County, Arkansas	Fulton County (Arkansas)
Boone County, Arkansas	Boone County (Arkansas)
Dallas County, Arkansas	Dallas County (Arkansas)
Jackson County, Arkansas	Jackson County (Arkansas)
Greene County, Arkansas	Greene County (Arkansas)
Benton County, Arkansas	Benton County (Arkansas)
Bradley County, Arkansas	Bradley County (Arkansas)
Ashley County, Arkansas	Ashley County
Desha County, Arkansas	Desha County
Cleveland County, Arkansas	Cleveland County (Arkansas)
Howard County, Arkansas	Howard County (Arkansas)
Cross County, Arkansas	Cross County
Cleburne County, Arkansas	Cleburne County (Arkansas)
Izard County, Arkansas	Izard County
Johnson County, Arkansas	Johnson County (Arkansas)
Garland County, Arkansas	Garland County
Franklin County, Arkansas	Franklin County (Arkansas)
Baxter County, Arkansas	Baxter County
Union County, Arkansas	Union County (Arkansas)
Perry County, Arkansas	Perry County (Arkansas)
Scott County, Arkansas	Scott County (Arkansas)
Ouachita County, Arkansas	Ouachita County
Lonoke County, Arkansas	Lonoke County
St. Francis County, Arkansas	St. Francis County
Washington County, Arkansas	Washington County (Arkansas)
Lee County, Arkansas	Lee County (Arkansas)
Poinsett County, Arkansas	Poinsett County
Mississippi County, Arkansas	Mississippi County (Arkansas)
Pulaski County, Arkansas	Pulaski County (Arkansas)
Stone County, Arkansas	Stone County (Arkansas)
Lafayette County, Arkansas	Lafayette County (Arkansas)
White County, Arkansas	White County (Arkansas)
Marion County, Arkansas	Marion County (Arkansas)
Sebastian County, Arkansas	Sebastian County
Monroe County, Arkansas	Monroe County (Arkansas)
Clark County, Arkansas	Clark County (Arkansas)
Pike County, Arkansas	Pike County (Arkansas)
Woodruff County, Arkansas	Woodruff County
Carroll County, Arkansas	Carroll County (Arkansas)
Jefferson County, Arkansas	Jefferson County (Arkansas)
Grant County, Arkansas	Grant County (Arkansas)
Pope County, Arkansas	Pope County (Arkansas)
Yell County, Arkansas	Yell County
Saline County, Arkansas	Saline County (Arkansas)
Clay County, Arkansas	Clay County (Arkansas)
Lawrence County, Arkansas	Lawrence County (Arkansas)
Crittenden County, Arkansas	Crittenden County (Arkansas)
Hot Spring County, Arkansas	Hot Spring County
Independence County, Arkansas	Independence County
Conway County, Arkansas	Conway County
Craighead County, Arkansas	Craighead County
Hempstead County, Arkansas	Hempstead County
Columbia County, Arkansas	Columbia County (Arkansas)
Logan County, Arkansas	Logan County (Arkansas)
Randolph County, Arkansas	Randolph County (Arkansas)
Polk County, Arkansas	Polk County (Arkansas)
Newton County, Arkansas	Newton County (Arkansas)
Searcy County, Arkansas	Searcy County
Miller County, Arkansas	Miller County (Arkansas)
Sevier County, Arkansas	Sevier County (Arkansas)
Arkansas County, Arkansas	Arkansas County
Chicot County, Arkansas	Chicot County
Calhoun County, Arkansas	Calhoun County (Arkansas)
Faulkner County, Arkansas	Faulkner County
Phillips County, Arkansas	Phillips County (Arkansas)
Prairie County, Arkansas	Prairie County (Arkansas)
Sharp County, Arkansas	Sharp County
Madison County, Arkansas	Madison County (Arkansas)
Nevada County, Arkansas	Nevada County (Arkansas)
Van Buren County, Arkansas	Van Buren County (Arkansas)
Montgomery County, Arkansas	Montgomery County (Arkansas)
Little River County, Arkansas	Little River County
Starnberg	Starnberg
Barranquilla	Barranquilla
Mason County, Michigan	Mason County (Michigan)
Muskegon County, Michigan	Muskegon County
Delémont	Delémont
Glarus	Glarus
Stans	Stans
Oceana County, Michigan	Oceana County
Osceola County, Michigan	Osceola County (Michigan)
Sarnen	Sarnen
Herisau	Herisau
Bellinzona	Bellinzona
Köniz	Köniz
Aarberg	Aarberg
Teòirim	Teorem
Bloigh (matamataig)	Brøk
Niccolò Paganini	Niccolò Paganini
Abhlan coisrigte	Nattverd
Tavau	Davos
Frauenfeld	Frauenfeld
La Chaux-de-Fonds	La Chaux-de-Fonds
Sion	Sion (Sveits)
Zug	Zug (by)
Altdorf	Altdorf
Schwyz	Schwyz
Vevey	Vevey
Hawaii (eilean)	Hawaii (øy)
Einsiedeln	Einsiedeln
Solothurn	Solothurn
Liestal	Liestal
Thun	Thun
Ciura	Chur
Neuchâtel	Neuchâtel
Hermann Emil Fischer	Hermann Emil Fischer
Robert Bunsen	Robert Wilhelm Bunsen
Salamanca (provincia)	Salamanca (provins)
Valladolid (provincia)	Valladolid (provins)
Clark Gable	Clark Gable
Dromadair	Dromedar
Hollywood Walk of Fame	Hollywood Walk of Fame
An Oriant	Lorient
1370an	1370-årene
Toni Morrison	Toni Morrison
Blonag	Smult
Paul Karrer	Paul Karrer
The Hobbit	Hobbiten
Newaygo County, Michigan	Newaygo County
Hobbit	Hobbit
Midland County, Michigan	Midland County (Michigan)
Mecosta County, Michigan	Mecosta County
Àrd-thìr	Høydedrag
Miguel Ángel Asturias	Miguel Ángel Asturias
Isaac Bashevis Singer	Isaac Bashevis Singer
Clas Buirdeasach Beag	Småborgerskap
Dietrich Bonhoeffer	Dietrich Bonhoeffer
Rainer Maria Rilke	Rainer Maria Rilke
Paul Johann Ludwig von Heyse	Paul Johann Ludwig von Heyse
Hans Fallada	Hans Fallada
Kurt Alder	Kurt Alder
Richard August Carl Emil Erlenmeyer	Emil Erlenmeyer
Manfred Eigen	Manfred Eigen
Franz Joseph Emil Fischer	Franz Fischer
Gerhard Herzberg	Gerhard Herzberg
Hans Fischer	Hans Fischer
Carl Bosch	Carl Bosch
Heinrich Otto Wieland	Heinrich Otto Wieland
Johann Deisenhofer	Johann Deisenhofer
Hans von Euler-Chelpin	Hans von Euler-Chelpin
Friedrich Bergius	Friedrich Bergius
Otto Paul Hermann Diels	Otto Diels
Adolph Wilhelm Hermann Kolbe	Adolf Wilhelm Hermann Kolbe
Viktor Meyer	Victor Meyer
Robert Huber	Robert Huber
Karl Ziegler	Karl Ziegler
Robert Havemann	Robert Havemann
Theodor Fontane	Theodor Fontane
Lèine	Skjorte
Friedrich August Kekulé von Stradonitz	Friedrich August Kekulé von Stradonitz
Lee Marvin	Lee Marvin
George de Hevesy	George de Hevesy
Richard Martin Willstatter	Richard Willstätter
Hartmut Michel	Hartmut Michel
Adolf Otto Reinhold Windaus	Adolf Windaus
Georg Wittig	Georg Wittig
Max Ferdinand Perutz	Max Perutz
Richard Adolf Zsigmondy	Richard Adolf Zsigmondy
Fritz Pregl	Fritz Pregl
Richard Kuhn	Richard Kuhn
Arthur Koestler	Arthur Koestler
Walter Kohn	Walter Kohn
Walter Scott	Walter Scott
Caisteal Eilean Donnain	Eilean Donan
Dillingham, Alasca	Dillingham (Alaska)
Soldotna, Alasca	Soldotna
Kenai, Alasca	Kenai
Homer, Alasca	Homer (Alaska)
Hamilton, Alabama	Hamilton (Alabama)
El Dorado, Arkansas	El Dorado (Arkansas)
Dothan, Alabama	Dothan (Alabama)
Fort Smith, Arkansas	Fort Smith (Arkansas)
Fairbanks, Alasca	Fairbanks
1230an	1230-årene
930an	930-årene
Gearra-mhuc	Marsvin
Sitka, Alasca	City and Borough of Sitka
Barrow, Alasca	Barrow (Alaska)
Mulhouse	Mulhouse
1390an	1390-årene
Bogsa-ciùil	Trekkspill
Palmer, Alasca	Palmer (Alaska)
Huntsville, Alabama	Huntsville (Alabama)
Birmingham, Alabama	Birmingham (Alabama)
Braille	Punktskrift
Seward, Alasca	Seward (Alaska)
1130an	1130-årene
Poilean	Pollen
Wasilla, Alasca	Wasilla
Seumas VI na h-Alba is Seumas I Shasainn	Jakob I av England
1360an	1360-årene
1270an	1270-årene
Kodiak, Alasca	Kodiak
Christchurch, Sealainn Nuadh	Christchurch
Nome, Alasca	Nome (Alaska)
Hope, Arkansas	Hope (Arkansas)
Pine Bluff, Arkansas	Pine Bluff (Arkansas)
Petersburg, Alasca	Petersburg (Alaska)
Rut	Ruts bok
Seic	Sjekk
Duais Nobel ann an Leigheas	Nobelprisen i fysiologi eller medisin
Elias Canetti	Elias Canetti
Babsk	Babsk
Kenzaburo Oe	Kenzaburo Oe
Daniel	Daniels bok
Emily Brontë	Emily Brontë
Ad	Hatt
Siompansaidhe	Sjimpanser
Botal	Flaske
Ailt	Bratsj
Halldór Laxness	Halldór Laxness
Mongùs	Mungofamilien
Gavrilo Princip	Gavrilo Princip
Gondwana	Gondwana
Charlton Heston	Charlton Heston
960an	960-årene
990an	990-årene
890an	890-årene
1190an	1190-årene
1180an	1180-årene
Uaireadair-grèine	Solur
Gabriela Mistral	Gabriela Mistral
Sigrid Undset	Sigrid Undset
Pearl S. Buck	Pearl Buck
Brian Kobilka	Brian Kobilka
Robert Lefkowitz	Robert Lefkowitz
John Travolta	John Travolta
Svante Arrhenius	Svante Arrhenius
Na h-Eileanan Siar	Ytre Hebridene
Biadh-maidne	Frokost
Prionnsa Philip, Diùc Dhùn Èideann	Philip, hertug av Edinburgh
Brìghde Chill Dara	Brigid av Kildare
Inbheach	Voksen
Ite	Fjær
Na h-Eileanan a-staigh	Indre Hebridene
Innleadair	Ingeniør
950an	950-årene
Seòlaid an Iar-thuath	Nordvestpassasjen
Eilean Bhaffin	Baffinøya
1020an	1020-årene
1060an	1060-årene
Moirfin	Morfin
Britheamhan	Dommernes bok
1210an	1210-årene
1350an	1350-årene
Acair (talamh)	Acre (måleenhet)
Harrison Ford	Harrison Ford
1310an	1310-årene
1260an	1260-årene
1220an	1220-årene
1010an	1010-årene
Bloinigean-gàrraidh	Spinat
Teàrlach I	Karl I av England
Alpaca	Alpakka
970an	970-årene
François Mauriac	François Mauriac
1420an	1420-årene
Almería (provincia)	Almería (provins)
Badajoz (provincia)	Badajoz (provins)
Barcelona (provincia)	Barcelona (provins)
Raibeart Burns	Robert Burns
Córdoba (provincia)	Córdoba (provins i Spania)
Cáceres (provincia)	Cáceres (provins)
Cádiz (provincia)	Cádiz (provins)
Cruit-chòrda	Cembalo
Benjamin Disraeli	Benjamin Disraeli
Adharc	Horn (anatomi)
Steven Seagal	Steven Seagal
A Coruña (provincia)	La Coruña (provins)
Co-ionnannachd comais-cheannachd	Kjøpekraftsparitet
Granada (provincia)	Granada (provins)
Mata Hari	Mata Hari
John Galsworthy	John Galsworthy
920an	920-årene
1170an	1170-årene
980an	980-årene
1080an	1080-årene
1000an	1000-årene
1300an	1300-årene
1330an	1330-årene
Tuscola County, Michigan	Tuscola County
Uilleam Uallas	William Wallace
Clach ghrùideach	Sedimentær bergart
Saginaw County, Michigan	Saginaw County
Sanilac County, Michigan	Sanilac County
The Sex Pistols	Sex Pistols
Montcalm County, Michigan	Montcalm County
1090an	1090-årene
Leslie Nielsen	Leslie Nielsen
Ainm	Navn
Druim an t-saoghail	Senit
1380an	1380-årene
Sigmaringen	Sigmaringen
An Carghas	Fastetiden
1240an	1240-årene
1290an	1290-årene
Aidmheint	Advent
1450an	1450-årene
Pàpa Griogair XIII	Gregor XIII
Clisgear	Interjeksjon
Salvatore Quasimodo	Salvatore Quasimodo
1110an	1110-årene
1160an	1160-årene
940an	940-årene
1250an	1250-årene
Saul Bellow	Saul Bellow
Ailbhinn	Flint
Balgan-buachair	Fruktlegeme
Jacques-Louis David	Jacques-Louis David
Charlotte's Web 2: Wilbur's Great Adventure	Wilburs store eventyr
Eugenio Montale	Eugenio Montale
Almere	Almere
Jacinto Benavente	Jacinto Benavente
Eideard VI	Edvard VI av England
Selena Gomez	Selena Gomez
870an	870-årene
160an	160-årene
1340an	1340-årene
880an	880-årene
860an	860-årene
1320an	1320-årene
1070an	1070-årene
1200an	1200-årene
1280an	1280-årene
Òrdag	Tommel
1140an	1140-årene
Factoraidh	Fabrikk
Cary Grant	Cary Grant
Paracelsus	Paracelsus
Tuath-Cheòl	Country
1440an	1440-årene
Vladimir Prelog	Vladimir Prelog
Fliùiteag	Pikkolofløyte
BBC Alba (Sianal)	BBC Alba
Biorach (iasg)	Småflekket rødhai
Gearastan	Garnison
Grimstad	Grimstad
Crannag	Crannóg
Teamplaid:Cite book	Mal:Kilde bok
Pär Fabian Lagerkvist	Pär Lagerkvist
Eugene O'Neill	Eugene O'Neill
Baisteach	Baptisme
Còigeamh Uladh	Ulster
Tairbeart (feart tìre)	Eid (landform)
Inneal-siubhail	Lokomotiv
Chrzanów	Chrzanów
Còrsa	Kyst
Seamus Heaney	Seamus Heaney
Ò Canada	O Canada
James Cagney	James Cagney
Jack Lemmon	Jack Lemmon
Ottawa County, Michigan	Ottawa County (Michigan)
Weld County, Colorado	Weld County
Gipuzkoa	Gipuzkoa
Lugo (provincia)	Lugo (provins)
Málaga (provincia)	Málaga (provins)
Ourense (provincia)	Ourense (provins)
Pontevedra (provincia)	Pontevedra (provins)
Sevilla (provincia)	Sevilla (provins)
Dùthaich nam Basgach a Tuath	Iparralde
Santa Cruz de Tenerife (provincia)	Santa Cruz de Tenerife (provins)
Arcaibh	Orknøyene
Casnewydd	Newport
Pàpa Innocentius X	Innocens X
Pàpa Innocentius XI	Innocens XI
Pàpa Alasdair VIII	Alexander VIII
Lillehammer	Lillehammer
Lobamba	Lobamba
Rastafarachd	Rastafarianerne
Thabo Mbeki	Thabo Mbeki
Cromleac	Dysse
Altair	Alter
Ainu	Ainuer
Iar-leasachan	Suffiks
Narva	Narva
Peter Agre	Peter Agre
Sidney Altman	Sidney Altman
Christian B. Anfinsen	Christian Anfinsen
Francis William Aston	Francis William Aston
Pärnu	Pärnu
Paul Berg	Paul Berg
Paul D. Boyer	Paul D. Boyer
Herbert C. Brown	Herbert C. Brown
Derek H. R. Barton	Derek Harold Richard Barton
Paul Samuelson	Paul Samuelson
James Stewart	James Stewart
Apa	Menneskeaper
Jaroslav Seifert	Jaroslav Seifert
Dà-fhoghar	Diftong
Ernest Borgnine	Ernest Borgnine
Giorrachadh	Forkortelse
Henri Moissan	Henri Moissan
Jacobus Henricus van't Hoff	Jacobus Henricus van 't Hoff
Frederick Soddy	Frederick Soddy
Na Cruithnich	Piktere
Kurt Russell	Kurt Russell
Feamainn dearg	Rødalger
Alt (gràmar)	Artikkel (ordklasse)
Donald Sutherland	Donald Sutherland
Peter Debye	Peter Debye
Peadar Ó Tuathail	Peter O'Toole
Alec Guinness	Alec Guinness
Judea	Judea
Singilte	Grammatisk tall
Deborah Kerr	Deborah Kerr
Robert Walpole	Robert Walpole
Chorzów	Chorzów
Muhammad Naguib	Mohammed Naguib
Paul Sabatier	Paul Sabatier
Victor Grignard	Victor Grignard
Beinn Nibheis	Ben Nevis
Los Angeles County, Calafòrnia	Los Angeles County
El Callao	Callao
Dearc-luachrach (dà-bheathach)	Triton
Biorabhaig	Parykk
Ei-ichi Negishi	Ei-ichi Negishi
Wendell Meredith Stanley	Wendell Meredith Stanley
Brachadh (craiceann)	Puss
Akira Suzuki	Akira Suzuki
Rangachadh Élő	ELO-rating
Maurice Allais	Maurice Allais
La Gomera	La Gomera
John Howard Northrop	John Howard Northrop
Richard Fred Heck	Richard F. Heck
Blàthach	Kjernemelk
Eanraig Caimbeul-MacGille-na-Brataich	Henry Campbell-Bannerman
Ahmed H. Zewail	Ahmed Zewail
Martin Chalfie	Martin Chalfie
Mestizos	Mestis
Jerome Karle	Jerome Karle
John B. Fenn	John B. Fenn
Richard Smalley	Richard Smalley
Alan J Heeger	Alan J. Heeger
James Batcheller Sumner	James B. Sumner
George Porter	George Porter
Ísafjörður	Ísafjörður
Arlington County, Virginia	Arlington County
Alameda County, Calafòrnia	Alameda County
Robert Lucas	Robert Lucas jr.
An t-Eilean Sgitheanach	Skye
Contae Liatroma	Leitrim (grevskap)
Lars Onsager	Lars Onsager
Eisir	Østers
Herbert A. Hauptman	Herbert A. Hauptman
Leonid Kantorovich	Leonid Kantorovitsj
Jean-Marie Lehn	Jean-Marie Lehn
Kern County, Calafòrnia	Kern County
San Bernardino County, Calafòrnia	San Bernardino County
Contra Costa County, Calafòrnia	Contra Costa County
Sonoma County, Calafòrnia	Sonoma County
Monterey County, Calafòrnia	Monterey County
Alpine County, Calafòrnia	Alpine County
Solano County, Calafòrnia	Solano County
Mendocino County, Calafòrnia	Mendocino County
San Mateo County, Calafòrnia	San Mateo County
Santa Barbara County, Calafòrnia	Santa Barbara County
Riverside County, Calafòrnia	Riverside County
Marin County, Calafòrnia	Marin County
Santa Cruz County, Calafòrnia	Santa Cruz County (California)
Ventura County, Calafòrnia	Ventura County
Sacramento County, Calafòrnia	Sacramento County
San Diego County, Calafòrnia	San Diego County
Caibeal	Kapell
Cook County, Illinois	Cook County (Illinois)
Bosque County, Texas	Bosque County
San Joaquin County, Calafòrnia	San Joaquin County
Stanislaus County, Calafòrnia	Stanislaus County
Culberson County, Texas	Culberson County
Bowie County, Texas	Bowie County
Big Horn County, Wyoming	Big Horn County (Wyoming)
Spèil	Skøyter
Burnet County, Texas	Burnet County
Adams County, Illinois	Adams County (Illinois)
Hall County, Texas	Hall County (Texas)
Burleson County, Texas	Burleson County
Callahan County, Texas	Callahan County
Cherokee County, Alabama	Cherokee County (Alabama)
Camp County, Texas	Camp County
Cherokee County, Texas	Cherokee County (Texas)
Coke County, Texas	Coke County
Alexander County, Illinois	Alexander County (Illinois)
Calhoun County, Alabama	Calhoun County (Alabama)
King County, Washington	King County (Washington)
Borden County, Texas	Borden County
Butler County, Alabama	Butler County (Alabama)
Diùcachd Mhecklenburg-Güstrow	Mecklenburg
Gwynedd	Gwynedd
Cass County, Texas	Cass County (Texas)
Carson County, Texas	Carson County
Brewster County, Texas	Brewster County
Briscoe County, Texas	Briscoe County
Comal County, Texas	Comal County
Loving County, Texas	Loving County
Orange County, Texas	Orange County (Texas)
Hardin County, Texas	Hardin County (Texas)
Gregg County, Texas	Gregg County
Beaver County, Utah	Beaver County (Utah)
Dallam County, Texas	Dallam County
Hamilton County, Texas	Hamilton County (Texas)
Gray County, Texas	Gray County (Texas)
Hardeman County, Texas	Hardeman County (Texas)
Christopher Lloyd	Christopher Lloyd
Barbour County, Alabama	Barbour County (Alabama)
Albany County, Wyoming	Albany County (Wyoming)
Grayson County, Texas	Grayson County (Texas)
Crook County, Wyoming	Crook County (Wyoming)
Bureau County, Illinois	Bureau County
Bond County, Illinois	Bond County
Thomas A. Steitz	Thomas Steitz
Limestone County, Texas	Limestone County (Texas)
DuPage County, Illinois	DuPage County
Clay County, Texas	Clay County (Texas)
Box Elder County, Utah	Box Elder County
Humboldt County, Calafòrnia	Humboldt County (California)
San Benito County, Calafòrnia	San Benito County
Madera County, Calafòrnia	Madera County
Baker County, Oregon	Baker County (Oregon)
Inyo County, Calafòrnia	Inyo County
Nevada County, Calafòrnia	Nevada County (California)
Tulare County, Calafòrnia	Tulare County
Merced County, Calafòrnia	Merced County
Modoc County, Calafòrnia	Modoc County
Tehama County, Calafòrnia	Tehama County
Yolo County, Calafòrnia	Yolo County
Childress County, Texas	Childress County
Boone County, Illinois	Boone County (Illinois)
Brown County, Illinois	Brown County (Illinois)
Cochran County, Texas	Cochran County
Cache County, Utah	Cache County
Adams County, Idaho	Adams County (Idaho)
Ada County, Idaho	Ada County
Gaines County, Texas	Gaines County
Fisher County, Texas	Fisher County
William Francis Giauque	William Giauque
Ellis County, Texas	Ellis County (Texas)
Champaign County, Illinois	Champaign County (Illinois)
Hudspeth County, Texas	Hudspeth County
Douglas County, Illinois	Douglas County (Illinois)
Llano County, Texas	Llano County
Shelby County, Texas	Shelby County (Texas)
Snohomish County, Washington	Snohomish County
Tarrant County, Texas	Tarrant County
Clay County, Illinois	Clay County (Illinois)
Medina County, Texas	Medina County (Texas)
Travis County, Texas	Travis County
Kaufman County, Texas	Kaufman County
Erath County, Texas	Erath County
Crawford County, Illinois	Crawford County (Illinois)
Cass County, Illinois	Cass County (Illinois)
Floyd County, Texas	Floyd County (Texas)
Clark County, Illinois	Clark County (Illinois)
