Africa	Afrika
Microorganism	Mikroorganisme
Averroes	Averroës
Radio Studio 54 Network	Radio Studio 54 Network
Anii 1860	1860-årene
Anii 1870	1870-årene
Ágreda	Ágreda
Hirundinidae	Svaler
Rusalii	Pinse
Spa	Spa (Belgia)
.by	.by
MFK Petržalka	FC Petržalka 1898
.fj	.fj
.cl	.cl
.br	.br
.is	.is
.lt	.lt
.bz	.bz
.cg	.cg
Pantalon	Bukse
Deceniu	Tiår
Prunus dulcis	Mandel
Pierre-Auguste Renoir	Pierre-Auguste Renoir
Evanghelia după Luca	Evangeliet etter Lukas
Vede	Vedaene
.pt	.pt
58 î.Hr.	58 f.Kr.
Gela	Gela
Nostradamus	Nostradamus
Cannes	Cannes
.bh	.bh
.bt	.bt
Provincia Concepción, Chile	Provincia de Concepción
Energie solară	Solenergi
52 î.Hr.	52 f.Kr.
T-6 Texan	North American AT-6 Texan
Premiul Satellite	Satellite Awards
Sylvester Stallone	Sylvester Stallone
Robin Hood (film serial din 2006)	Robin Hood (2006)
Rio Grande do Sul	Rio Grande do Sul
T. R. Knight	T.R. Knight
Amazonas	Amazonas (Brasil)
Isaiah Washington	Isaiah Washington
Băutură	Drikke
Program (informatică)	Dataprogram
Cleopatra VIII Selene	Kleopatra Selene II
Râul Iordan	Jordan (elv)
Emma a Normandiei	Emma av Normandie
6 î.Hr.	6 f.Kr.
34 î.Hr.	34 f.Kr.
Plajă	Strand
Partidul Democrat	Demokratiske parti
Justin Chambers	Justin Chambers
Cărămidă	Murstein
Morbegno	Morbegno
Will Smith	Will Smith
Ajaccio	Ajaccio
Valdidentro	Val di Dentro
Elipsă	Ellipse
Félix Nadar	Félix Nadar
Luino	Luino
Ceará	Ceará
Viola da gamba	Gambe
Amapá	Amapá
Chiavenna	Chiavenna
Catedrala de tablă	Skrapjernskatedralen
59 î.Hr.	59 f.Kr.
57 î.Hr.	57 f.Kr.
Mitsubishi A6M Zero	Mitsubishi A6M
Lavă	Lava
Pârghie	Vektstang
Assassin's Creed III	Assassin's Creed III
Homo neanderthalensis	Neandertalere
Mass Rapid Transit (Singapore)	Singapores undergrunnsbane
Ploaie acidă	Sur nedbør
Divina Comedie	Den guddommelige komedie
Comitatul Clark	Clark
Hobart	Hobart
Mazatlán	Mazatlán
Anii 1810	1810-årene
Paleolitic	Paleolitikum
Norman (dezambiguizare)	Norman (andre betydninger)
William Butler Yeats	William Butler Yeats
Navă spațială	Romskip
Gay icon	Homoikon
Karl Benz	Carl Benz
Claire Forlani	Claire Forlani
Aelurillus v-insignitus	Aelurillus v-insignitus
Alegere	Valg
Manaus	Manaus
Zmeura de Aur	Golden Raspberry Awards
Cupa Cupelor UEFA	Cupvinnercupen
Maraton	Maraton
Provincia Antalya	Antalya (provins)
Nucleu celular	Cellekjerne
David Jonathan Gross	David Gross
Porto Alegre	Porto Alegre
Înmulțire (matematică)	Multiplikasjon
Noua Guinee	Ny-Guinea
Vulpea și câinele (film)	Todd og Copper: To gode venner
Faptele Apostolilor	Apostlenes gjerninger
Vinerea Mare	Langfredag
Henry Gray	Henry Gray
.md	.md
.ci	.ci
Sandra Oh	Sandra Oh
.an	.an
Joliet, Illinois	Joliet (Illinois)
Norman, Oklahoma	Norman (Oklahoma)
Avocat	Advokat
Închisoare	Fengsel
RB	RB
Republica Arabă Democrată Saharawi	Den saharawiske arabiske demokratiske republikk
.et	.et
.tv	.tv
.eg	.eg
5 î.Hr.	5 f.Kr.
Gaură neagră supermasivă	Supermassivt sort hull
Țesut (biologie)	Vev (biologi)
Al treilea Ev	Tredje tideverv
23 î.Hr.	23 f.Kr.
Impresionism	Impresjonisme
.fm	.fm
Bahia	Bahia
Albert I al Prusiei	Albrecht av Preussen
Buffalo, New York	Buffalo
.se	.se
.ax	.ax
A (kana)	A (kana)
.cy	.cy
I (kana)	I (kana)
Agence France-Presse	Agence France-Presse
.il	.il
Associated Press	Associated Press
U (kana)	U (kana)
Joan Crawford	Joan Crawford
Slavi	Slavere
Hammersmith and Fulham	Hammersmith and Fulham
E (kana)	E (kana)
Konstantin Rokosovski	Konstantin Rokossovskij
Lista papilor	Liste over paver
O (kana)	O (kana)
Pervez Musharraf	Pervez Musharraf
Ka (kana)	Ka (kana)
Jim Carrey	Jim Carrey
.bo	.bo
.bs	.bs
Bormio	Bormio
Rebeca (personaj biblic)	Rebekka (bibelsk person)
Julia Roberts	Julia Roberts
Stratus (nor)	Stratus
John Wayne	John Wayne
Zodiac	Dyrekretsen
Ki (kana)	Ki (kana)
Provincia Adana	Adana (provins)
Cornul Africii	Afrikas horn
Fierărie	Smie
Sumo	Sumo
Stratocumulus	Stratocumulus
Heath Ledger	Heath Ledger
Lot	Lot (bibelsk person)
Lisa Gerrard	Lisa Gerrard
30 Seconds to Mars	Thirty Seconds to Mars
Gipsy Kings	Gipsy Kings
Manifestul comunist	Det kommunistiske manifest
Łukasz Fabiański	Łukasz Fabiański
Édouard Manet	Édouard Manet
Kieran Gibbs	Kieran Gibbs
Large Hadron Collider	Large Hadron Collider
Lacăt	Hengelås
Waltham Forest	Waltham Forest
Auroră polară	Aurora polaris
Fosilă	Fossil
.kz	.kz
Ankylosaurus	Ankylosaurus
.hu	.hu
Quedlinburg	Quedlinburg
Ocuparea Ruhrului	Ruhrokkupasjonen
Tacloban	Tacloban
Myspace	Myspace
Troposferă	Troposfæren
Filologie	Filologi
Regiunea Jîtomîr	Zjytomyr oblast
Ray Bradbury	Ray Bradbury
Cristina Fernández de Kirchner	Cristina Fernández de Kirchner
.ua	.ua
Ioan Botezătorul	Johannes Døperen
Montebello della Battaglia	Montebello della Battaglia
.cd	.cd
.ge	.ge
.ai	.ai
.cm	.cm
Paulínia	Paulínia
Jennifer López	Jennifer Lopez
Dilma Rousseff	Dilma Rousseff
Demetra	Demeter
Cele 100 de cărți ale secolului după Le Monde	Århundrets 100 bøker ifølge Le Monde
Origine (matematică)	Origo
Bursa	Bursa
Pierre, Dakota de Sud	Pierre
Cirrocumulus	Cirrocumulus
Scădere	Subtraksjon
Michel Ney	Michel Ney
Sămânță	Frø
65 î.Hr.	65 f.Kr.
Consul	Romersk konsul
Acre	Acre (Brasil)
Nicolae al II-lea al Rusiei	Nikolaj II av Russland
Sandra Bullock	Sandra Bullock
Crab	Krabber
God Save the Queen	God Save the King/Queen
Suhumi	Sukhumi
Benghazi	Benghazi
Chirurgie	Kirurgi
Knut Hamsun	Knut Hamsun
Comedie	Komedie
Vigevano	Vigevano
29 î.Hr.	29 f.Kr.
Tampere	Tammerfors
Cruce	Kors
Breda	Breda (Nederland)
Tenerife	Tenerife
Foarfece	Saks
Edward Jenner	Edward Jenner
Nipru	Dnepr
Gaz natural	Naturgass
Marmură	Marmor
Norul lui Oort	Oorts sky
Substanțe toxice	Gift
Tirano	Tirano
53 î.Hr.	53 f.Kr.
Livigno	Livigno
90 î.Hr.	90 f.Kr.
Doris Lessing	Doris Lessing
Diaree	Diaré
Carson City, Nevada	Carson City (Nevada)
Alagoas	Alagoas
Insulele Andaman și Nicobar	Andamanene og Nikobarene
Anna Maria Jopek	Anna Maria Jopek
Dumbo (film)	Dumbo
Nancy	Nancy
Ares	Ares
Werner Heisenberg	Werner Heisenberg
Virginia Woolf	Virginia Woolf
Frank Sinatra	Frank Sinatra
7 î.Hr.	7 f.Kr.
9 î.Hr.	9 f.Kr.
Honiara	Honiara
Urină	Urin
Anii 1850	1850-årene
Nefertiti	Nefertiti
Eva Perón	Eva Perón
PH	PH
Eschil	Aiskhylos
Pernambuco	Pernambuco
Daniel Defoe	Daniel Defoe
Războiul de Independență al Statelor Unite ale Americii	Den amerikanske uavhengighetskrigen
Rugăciune	Bønn
Anhui	Anhui
32 î.Hr.	32 f.Kr.
Opel	Opel
91 î.Hr.	91 f.Kr.
Comitetul Olimpic Internațional	Den internasjonale olympiske komité
.cr	.cr
.mx	.mx
Skype	Skype
.bw	.bw
Porsche	Porsche
Morsă	Hvalross
Fonologie	Fonologi
.do	.do
.cu	.cu
.hr	.hr
.dj	.dj
.aq	.aq
.er	.er
.cv	.cv
.hn	.hn
.bm	.bm
.dm	.dm
.lk	.lk
.dz	.dz
Aprica	Aprica
Harold Pinter	Harold Pinter
Rublă rusă	Russisk rubel
.kh	.kh
Urangutan	Orangutang
Hezbollah	Hizbollah
Epimeteu (mitologie)	Epimethevs
Frunte	Panne
Topeka, Kansas	Topeka
.no	.no
Psalmi	Salmenes bok
Avenida Paulista	Avenida Paulista
Ram Narayan	Ram Narayan
Parteneriatul domestic	Registrert partnerskap
Mariah Carey	Mariah Carey
Mongolia Interioară	Indre Mongolia
Sifilis	Syfilis
Raleigh, Carolina de Nord	Raleigh
.gg	.gg
Rouă	Dugg
.bj	.bj
.id	.id
Shotokan	Shotokan Karate
.tr	.tr
.eu	.eu
.ht	.ht
Schizofrenie	Schizofreni
.ec	.ec
Santa Catarina	Santa Catarina (delstat)
Piața Roșie	Den røde plass
Kim Ir-sen	Kim Il-sung
Poseidon	Poseidon
Itanagar	Itanagar
Asiria	Assyria
Melun	Melun
84 î.Hr.	84 f.Kr.
Jane Fonda	Jane Fonda
48 î.Hr.	48 f.Kr.
Táchira	Táchira
26 î.Hr.	26 f.Kr.
Apure	Apure
70 î.Hr.	70 f.Kr.
Martin Scorsese	Martin Scorsese
55 î.Hr.	55 f.Kr.
Drumul lui Iacob	Pilegrimsveien til Santiago de Compostela
11 î.Hr.	11 f.Kr.
Gyeongsangbuk-do	Nord-Gyeongsang
Heraclit	Heraklit
Cortina d'Ampezzo	Cortina d'Ampezzo
Romb	Rombe
Republicile Rusiei	Russlands republikker
Al Pacino	Al Pacino
Insula Jeju	Jeju
Jonathan Swift	Jonathan Swift
Șomaj	Arbeidsledighet
Demi Lovato	Demi Lovato
Clădire	Bygning
Granit	Granitt
Haile Selassie I al Etiopiei	Haile Selassie I av Etiopia
Mekong	Mekong
La Marseillaise	Marseillaisen
Acvilă de munte	Kongeørn
Alep	Aleppo
Caen	Caen
Sony	Sony
.cf	.cf
.bf	.bf
.bn	.bn
Monedă	Mynt
San Juan, Puerto Rico	San Juan (Puerto Rico)
Turnul Babel	Babels tårn
Mecanică	Mekanikk
Boris Pasternak	Boris Pasternak
Big Ben	Big Ben
DMOZ	DMOZ
Emisfera sudică	Sydlige halvkule
69 î.Hr.	69 f.Kr.
16 î.Hr.	16 f.Kr.
Timothy Dalton	Timothy Dalton
Emilio Butragueño	Emilio Butragueño
35 î.Hr.	35 f.Kr.
Konstantin Țiolkovski	Konstantin Tsiolkovskij
13 î.Hr.	13 f.Kr.
Opera (navigator web)	Opera (nettleser)
Andrei Șevcenko	Andrij Sjevtsjenko
Bydgoszcz	Bydgoszcz
Cinematograf	Kino
Premiile Grammy	Grammy Award
Heinrich Hertz	Heinrich Rudolf Hertz
Nottingham	Nottingham
Buget	Budsjett
Johannes Vermeer	Johannes Vermeer
Don't Forget	Don't Forget
Antoine Henri Becquerel	Henri Becquerel
Impuls	Bevegelsesmengde
Ulsan	Ulsan
Gwangju	Gwangju
John Dalton	John Dalton
Rachetă	Rakett
Basseterre	Basseterre
Revistă	Tidsskrift
Ecuație algebrică de gradul al doilea	Andregradsligning
Ordinul Templierilor	Tempelridderordenen
Țesut epitelial	Epitel
Lista orașelor din Libia	Liste over byer i Libya
Republica de la Weimar	Tysklands historie (1918–1933)
Franz Liszt	Franz Liszt
Bobby Fischer	Bobby Fischer
.mk	.mk
Fotbal american	Amerikansk fotball
Lista orașelor din Austria	Liste over byer i Østerrike
17 î.Hr.	17 f.Kr.
Drapelul Turkmenistanului	Turkmenistans flagg
Linz	Linz
Scobitoare	Tannpirker
67 î.Hr.	67 f.Kr.
88 î.Hr.	88 f.Kr.
96 î.Hr.	96 f.Kr.
54 î.Hr.	54 f.Kr.
87 î.Hr.	87 f.Kr.
Grepfrut	Grapefrukt
Jodie Foster	Jodie Foster
Oțet	Eddik
Stiria	Steiermark
Lungime de undă	Bølgelengde
David (Biblie)	David av Israel
24 î.Hr.	24 f.Kr.
77 î.Hr.	77 f.Kr.
Organizarea administrativă a Coreei de Nord	Nord-Koreas administrative enheter
Kurt Gödel	Kurt Gödel
José Luis Rodríguez Zapatero	José Luis Rodríguez Zapatero
Josh Brolin	Josh Brolin
Genocid	Folkemord
Teletubbies	Teletubbiene
Edvard Munch	Edvard Munch
Federico García Lorca	Federico García Lorca
Hades	Hades
Supă	Suppe
Premiul Oscar pentru cel mai bun scenariu original	Oscar for beste originalmanus
Hestia	Hestia
Borussia Dortmund	Borussia Dortmund
Michael Jordan	Michael Jordan
Mark Ruffalo	Mark Ruffalo
Balet	Ballett
Avion de antrenament	Treningsfly
Rio de Janeiro (stat)	Rio de Janeiro (delstat)
Liră din Gibraltar	Gibraltarsk pund
Golful Guineei	Guineabukta
.sa	.sa
.gd	.gd
.ma	.ma
.aw	.aw
Lobsang Sangay	Lobsang Sangay
.fo	.fo
.gy	.gy
.gw	.gw
Insulele Bounty	Bountyøyene
.gl	.gl
.gq	.gq
Hochei pe gheață	Ishockey
Studiourile de filme UFA	Universum Film
Kurdistan	Kurdistan
Scara de duritate Mohs	Mohs skala
Kingstown	Kingstown
Hemoroid	Hemoroide
Autopsie	Obduksjon
Cel bun, cel rău, cel urât	Den gode, den onde og den grusomme
Hermes	Hermes
Eugène Charles Catalan	Eugène Charles Catalan
Tribunal	Domstol
Wole Soyinka	Wole Soyinka
Levitic	Tredje Mosebok
Captarea și stocarea dioxidului de carbon	Karbonfangst og -lagring
Antichitatea	Oldtiden
Thanjavur	Thanjavur
Rădăcină	Rot (plantedel)
Henryk Sienkiewicz	Henryk Sienkiewicz
Agriș	Stikkelsbær
Moșmon japonez	Japansk mispel
Universitatea Stanford	Stanford University
Ludwig Mies van der Rohe	Ludwig Mies van der Rohe
Mol	Mol (enhet)
William Blake	William Blake
Turneul de tenis de la Wimbledon	Wimbledon (tennis)
Plutarh	Plutark
Acherontia atropos	Dødningehodesvermer
60 î.Hr.	60 f.Kr.
.sk	.sk
Carl Gustav Jung	Carl Gustav Jung
Frank Lampard	Frank Lampard
Amidon	Stivelse
56 î.Hr.	56 f.Kr.
98 î.Hr.	98 f.Kr.
Dracula (roman)	Dracula
51 î.Hr.	51 f.Kr.
Odă bucuriei	Ode til gleden
Saint George's	St. George's
Antonio Banderas	Antonio Banderas
Organizația pentru Cooperare și Dezvoltare Economică	Organisasjonen for økonomisk samarbeid og utvikling
Colosul din Rodos	Kolossen på Rhodos
Nicolas Poussin	Nicolas Poussin
Jacques Offenbach	Jacques Offenbach
Pieridae	Hvitvinger
Efect de seră	Drivhuseffekt
Thoothukkudi	Thoothukudi
Julia Gillard	Julia Gillard
Hamlet	Hamlet
Michel de Montaigne	Michel de Montaigne
Hua Guofeng	Hua Guofeng
Epilepsie	Epilepsi
Mîkolaiiv	Mykolajiv
Golful Biscaya	Biscayabukten
Cocaină	Kokain
Stivuitor	Gaffeltruck
Axel Munthe	Axel Munthe
Alcan	Alkaner
Antrenor (sport)	Trener
David Hilbert	David Hilbert
Goiás	Goiás
Mircea Eliade	Mircea Eliade
Legea lui Ohm	Ohms lov
Vasile I Macedoneanul	Basileios I
Christina Aguilera	Christina Aguilera
Świnoujście	Świnoujście
Alexios I Comnen	Alexios I Komnenos
Marea Ohotsk	Okhotskhavet
Ioan I Tzimiskes	Johannes I (keiser)
Amiens	Amiens
Constantin al IV-lea	Konstantin IV
Umbrelă	Paraply
Constantin al VII-lea Porfirogenet	Konstantin VII
Manuel I Comnen	Manuel I Komnenos
Coriandru	Koriander
Constans al II-lea Bărbosul	Konstans II
Monarhie constituțională	Konstitusjonelt monarki
Constantin al III-lea (împărat)	Konstantin III (østromersk keiser)
Liu Xiaobo	Liu Xiaobo
Leon al VI-lea Filozoful	Leo VI (bysantinsk keiser)
Anastasiu al II-lea	Anastasios II
Haifa	Haifa
Mihail al III-lea Bețivul	Mikael III
Nicefor al II-lea Focas	Nikeforos II
.to	.to
.lv	.lv
Psihanaliză	Psykoanalyse
Soricide	Spissmus
.gh	.gh
Constantin al V-lea	Konstantin V
.mm	.mm
Tiberiu al II-lea	Tiberios III
.hk	.hk
Mihail al II-lea Amorianul	Mikael II
Leon al V-lea Armeanul	Leo V (keiser)
Fenicia	Fønikia
Isaac I Comnen	Isak I Komnenos
Pactul de la Varșovia	Warszawapakten
Leon al IV-lea Hazarul	Leo IV (keiser)
Romanos I Lecapenos	Romanos I
81 î.Hr.	81 f.Kr.
Mihail I Rangabe	Mikael I Rangabe
Mihail al IV-lea Paflagonianul	Mikael IV
62 î.Hr.	62 f.Kr.
95 î.Hr.	95 f.Kr.
Zoe Porfirogenet	Zoë Porfyrogenita
Constantin al VI-lea	Konstantin VI
Ramadan	Ramadan
Constantin al VIII-lea Porfirogenet	Konstantin VIII
Teodora a III-a	Theodora Porfyrogenita
71 î.Hr.	71 f.Kr.
97 î.Hr.	97 f.Kr.
Drapelul Indiei	Indias flagg
Webmaster	Webmaster
Guinness World Records	Guinness rekordbok
Scolastică	Skolastikk
Dionis	Dionysos
Mihail al VI-lea Bringas	Mikael VI
Tucidide	Thukydid
Hendrik Lorentz	Hendrik Antoon Lorentz
Secțiunea de aur	Det gylne snitt
Catâr	Muldyr
Dilema prizonierului	Fangens dilemma
Fujian	Fujian
Grup etnic	Etnisitet
Fierbere	Koking
Emiliano Zapata	Emiliano Zapata
Ipoteză	Hypotese
.kg	.kg
Francmasonerie	Frimureri
.as	.as
Marea Irlandeză	Irskesjøen
Tracia	Trakia
Ahile	Akilles
Joseph Goebbels	Joseph Goebbels
Klagenfurt am Wörthersee	Klagenfurt
.gm	.gm
Fermentație alcoolică	Fermentering
.gn	.gn
Ctesibius	Ktesibios
.iq	.iq
.ir	.ir
.gt	.gt
.ga	.ga
.mh	.mh
.ls	.ls
.lu	.lu
Propoziție	Setning (grammatikk)
Gram	Gram
86 î.Hr.	86 f.Kr.
80 î.Hr.	80 f.Kr.
Kansas City, Missouri	Kansas City (Missouri)
.tm	.tm
Vasile al II-lea al Bizanțului	Basileios II
.lb	.lb
Teodosiu al III-lea	Theodosius III
Golful Aden	Adenbukta
Mihail al V-lea Călăfătuitorul	Mikael V
.ph	.ph
.zm	.zm
Beer Șeva	Beersheba
.uz	.uz
Romanos al II-lea	Romanos II Porfyrogennetos
.uy	.uy
.sg	.sg
Heraclius I	Herakleios
.kr	.kr
.mt	.mt
Parcul Național Banff	Banff nasjonalpark
Hipertensiune arterială	Hypertensjon
Iustinian I (cel Mare)	Justinian I den store
Neumă	Neume
Paul Newman	Paul Newman
Mediu interstelar	Interstellar materie
Reims	Reims
74 î.Hr.	74 f.Kr.
64 î.Hr.	64 f.Kr.
99 î.Hr.	99 f.Kr.
76 î.Hr.	76 f.Kr.
79 î.Hr.	79 f.Kr.
61 î.Hr.	61 f.Kr.
Manmohan Singh	Manmohan Singh
Rosa Parks	Rosa Parks
.la	.la
Grădinile suspendate ale Semiramidei	Babylons hengende hager
50 î.Hr.	50 f.Kr.
.jm	.jm
.pa	.pa
.pe	.pe
Panda roșu	Rød panda
Râul Aisne	Aisne (elv)
Sri Jayewardanapura Kotte	Kotte
Austria Superioară	Oberösterreich
Districtul Federal Orientul Îndepărtat	Den fjernøstlige føderale krets
Piatigorsk	Pjatigorsk
Mongoli	Mongolene
Districtul Federal Siberian	Den sibirske føderale krets
Democrit	Demokrit
Râul Marna	Marne (elv)
Agenția Internațională pentru Energie Atomică	Det internasjonale atomenergibyrået
Meuse	Maas
.bi	.bi
Flamingo	Flamingoer
Tahion	Takyon
Talcahuano	Talcahuano
Tahiti	Tahiti
Moartea neagră	Svartedauden
Suveranitate	Suverenitet
Comuna Köping	Köping kommune
Marouane Chamakh	Marouane Chamakh
Anwar Sadat	Anwar Sadat
.nz	.nz
.mc	.mc
Iustinian al II-lea	Justinian II
.ml	.ml
.ki	.ki
Domeniu național de nivel superior	Nasjonalt toppnivådomene
.tj	.tj
.ly	.ly
Jean-Marie Gustave Le Clézio	J.M.G. Le Clézio
Apocalipsa lui Ioan	Johannes' åpenbaring
Șamanism	Sjamanisme
Rocă magmatică	Magmatisk bergart
Hienă	Hyenefamilien
Băieți buni (film din 1990)	Mafiabrødre
Castelul Balmoral	Balmoral Castle
.im	.im
Războiul stelelor - Episodul III: Răzbunarea Sith	Star Wars Episode III: Sithene tar hevn
Isfahan	Isfahan
399 î.Hr.	399 f.Kr.
Goyang	Goyang
Xuanzang	Xuanzang
Gwangmyeong	Gwangmyeong
Deșertul Gobi	Gobiørkenen
Denzel Washington	Denzel Washington
Seogwipo	Seogwipo
Sinonim	Synonym
Andong	Andong (Nord-Gyeongsang)
Tomas Tranströmer	Tomas Tranströmer
Cetățenie	Statsborgerskap
Henri Bergson	Henri Bergson
Fesă	Rumpeball
Clermont-Ferrand	Clermont-Ferrand
.kp	.kp
Pat	Seng
Israel Kamakawiwoʻole	Israel Kamakawiwo'ole
Palatul Buckingham	Buckingham Palace
Partidul Whig, SUA	Whig Party (USA)
82 î.Hr.	82 f.Kr.
Partidul Democrat-Republican	Det demokratisk-republikanske parti
Abel Tasman	Abel Janszoon Tasman
.cc	.cc
San Donato Milanese	San Donato Milanese
Goți	Gotere
Petroglifă	Helleristning
Balenă albastră	Blåhval
Obsesia (film)	Heat (film)
Hainan	Hainan
Ave Maria	Hill deg, Maria
Hugo Weaving	Hugo Weaving
Caravaggio	Caravaggio
Vandali	Vandaler
Lucru mecanic	Arbeid (fysikk)
149 î.Hr.	149 f.Kr.
101 î.Hr.	101 f.Kr.
Pinyin	Pinyin
Orientul Îndepărtat	Det fjerne østen
Mel Gibson	Mel Gibson
Seceră	Sigd
Buzuluk	Buzuluk
Duminica Floriilor	Palmesøndag
Mugilide	Multer
Cercetare	Forskning
Ribozom	Ribosom
Sully Prudhomme	Sully Prudhomme
Hidrologie	Hydrologi
Localizator uniform de resurse	Uniform Resource Locator
Mirante do Vale	Mirante do Vale
Agenția Spațială Europeană	Den europeiske romfartsorganisasjon
Echipa națională de fotbal a Spaniei	Spanias herrelandslag i fotball
.ck	.ck
Google Earth	Google Earth
Magmă	Magma
File Transfer Protocol	FTP
.zw	.zw
Fahrenheit	Grad Fahrenheit
Acer (gen)	Lønneslekten
Arbust	Busk
Bernhard Riemann	Bernhard Riemann
Argilă	Leire
Richard Inimă de Leu	Rikard I av England
Harkiv	Kharkiv
Sebastian Vettel	Sebastian Vettel
Insulele Canalului	Kanaløyene
Savană	Savanne
Papa Pius al XI-lea	Pius XI
Porumbel	Klippedue
Lână	Ull (tekstil)
Portable Document Format	Portable Document Format
Martin Weinek	Martin Weinek
Fasole	Hagebønne
Con	Kjegle
83 î.Hr.	83 f.Kr.
92 î.Hr.	92 f.Kr.
93 î.Hr.	93 f.Kr.
94 î.Hr.	94 f.Kr.
78 î.Hr.	78 f.Kr.
Maranhão	Maranhão
Limba engleză veche	Gammelengelsk
Festivalul Internațional de Film de la Cannes	Cannes filmfestival
Nebuloasă	Stjernetåke
Ziua Internațională a Limbii Materne	Morsmålsdagen
USB	USB
.va	.va
Arborele de cacao	Kakaotre
Sionism	Sionisme
Gansu	Gansu
Leucocită	Hvit blodcelle
Mihail Șolohov	Mikhail Sjolokhov
Andrea Bocelli	Andrea Bocelli
Englezi	Engelskmenn
Evo Morales	Evo Morales
.gi	.gi
Taliban	Taliban
66 î.Hr.	66 f.Kr.
85 î.Hr.	85 f.Kr.
89 î.Hr.	89 f.Kr.
72 î.Hr.	72 f.Kr.
73 î.Hr.	73 f.Kr.
Drapelul Poloniei	Polens flagg
68 î.Hr.	68 f.Kr.
Anatole France	Anatole France
Sheffield	Sheffield
75 î.Hr.	75 f.Kr.
Björk	Björk
Anaximandru	Anaximander
York	York
Veroli	Veroli
Deviză (expresie)	Motto
Perl	Perl
Iron Maiden	Iron Maiden
Lupte	Bryting
Asterix	Asterix
Katy Perry	Katy Perry
Austria Inferioară	Niederösterreich
Combustibil	Drivstoff
Biserica lui Isus Hristos a Sfinților din Zilele din Urmă	Jesu Kristi Kirke av Siste Dagers Hellige
Roraima	Roraima
H. G. Wells	H.G. Wells
Cartografie	Kartografi
Gri	Grå
Atol	Atoll
Condiment	Krydder
Zonă tropicală	Tropene
India antică	Induskulturen
Drapelul Statelor Unite ale Americii	USAs flagg
Thomas Morus	Thomas More
Wisława Szymborska	Wisława Szymborska
Exotic Shorthair	Exotic
Curcuma	Gurkemeie
Birmaneză	Hellig birma
Lamă	Lama
Devon Rex	Devon rex
Burmeză	Burmeser (katt)
James Cameron	James Cameron
Keira Knightley	Keira Knightley
Bengaleza	Bengalkatt
Regatul Boemiei	Kongeriket Böhmen
Cot (anatomie)	Albue
Chartreux	Chartreux
MP3	MP3
Frédéric Mistral	Frédéric Mistral
Ted DiBiase Jr.	Ted DiBiase jr.
Felinae	Mindre kattedyr
Preot	Prest
Siameză	Siameser
Amenhotep al III-lea	Amenhotep III
Pisică persană	Perser
Deuteronom	Femte Mosebok
Autoritatea Națională Palestiniană	Den palestinske selvstyremyndigheten
Hibrid	Hybrid
Suzhou	Suzhou
Pisică de junglă	Jungelkatt
.fk	.fk
Pisică leopard	Leopardkatt
Pisică siberiană	Sibirkatt
.jo	.jo
.li	.li
Castelul Windsor	Windsor Castle
.lc	.lc
Wuxi	Wuxi
.mr	.mr
Albastru de Rusia	Russisk blå
Maine coon	Maine coon
.je	.je
.sv	.sv
Norvegiana de pădure	Norsk skogkatt
.kw	.kw
Manx	Manx (katt)
.ro	.ro
Makeni	Makeni
.vn	.vn
Ocicat	Ocicat
.nr	.nr
Korat	Korat
.ke	.ke
Serval	Serval
.vu	.vu
Listă de rase de pisici	Liste over katteraser
Bivol indian	Vannbøffel
Saint-Étienne	Saint-Étienne
Angora Turcească	Tyrkisk angora
Piauí	Piauí
Fernando Torres	Fernando Torres
Olympia, Washington	Olympia (Washington)
Chinezi Han	Han-kinesere
Rita Hayworth	Rita Hayworth
Heinrich Böll	Heinrich Böll
Palikir	Palikir
.za	.za
.na	.na
.ve	.ve
Afacerea Watergate	Watergate-skandalen
Biosferă	Biosfære
Santiago de los Caballeros	Santiago de los Caballeros
.gp	.gp
Johnny Cash	Johnny Cash
.sy	.sy
.mg	.mg
Audrey Hepburn	Audrey Hepburn
Solferino	Solferino
.gf	.gf
.mq	.mq
Lamantin	Manater
Borobudur	Borobudur
Belo Horizonte	Belo Horizonte
Barbă	Skjegg
Nîmes	Nîmes
Le Havre	Le Havre
ETA	ETA
Marea Ligurică	Det liguriske hav
Mato Grosso	Mato Grosso
Papa Grigore I cel Mare	Gregor I den store
Ivan Turghenev	Ivan Turgenev
Imperiul Roman de Apus	Vestromerriket
Leif Eriksson	Leiv Eiriksson
Aeroportul Internațional Long Thanh	Long Thanh internasjonale lufthavn
.ye	.ye
.km	.km
Depresie	Depresjon
.lr	.lr
Abdullah Gül	Abdullah Gül
Proroc	Profet
.tg	.tg
Zmeu (dispozitiv de zbor)	Drage (leketøy)
.vc	.vc
.ws	.ws
Nicolas Cage	Nicolas Cage
.mn	.mn
Drapelul Italiei	Italias flagg
Tirol (land)	Tirol (Østerrike)
Germani	Tyskere
Papa Clement I	Klemens I
Castiglione delle Stiviere	Castiglione delle Stiviere
Krishna	Krishna
201 î.Hr.	201 f.Kr.
202 î.Hr.	202 f.Kr.
Dima Bilan	Dima Bilan
Liga Hanseatică	Hansaforbundet
Mutație genetică	Mutasjon
Nirvana	Nirvana
Dustin Hoffman	Dustin Hoffman
Cubism	Kubisme
Războiul troian	Den trojanske krig
Bronisław Komorowski	Bronisław Komorowski
Agra	Agra (by i India)
CERN	CERN
Zid	Vegg
Thor	Tor
Harbin	Harbin
Ulei	Olje
Muson	Monsun
Amnesty International	Amnesty International
Arhitect	Arkitekt
BASIC	BASIC
Alergie	Allergi
