Africa	Afrika
Chikuwo	Typetall
Idi	Faktum
Choto	Ildsted
Rovambira	Svart mamba
Munda	Åker
Manyene	Svartrygget sjakal
Chikwereti	Lån
Abomey	Abomey
Guramakonyo	Diagonal
Harar	Harar
Bhutsu	Støvler
Mbonga	Nonne
Mhute	Dis
Madamvura	Hydrofil
Basa (remari)	Yrke
Cherechedza	Observasjon
Gambamutengo	Subsidie
Bulawayo	Bulawayo
Mweya (wemunhu)	Ånd
Dire Dawa	Dire Dawa
Mbabvu	Ribbein
Chapupu	Vitne
Kuvaviwa	Kløe
Chikupo	Slynge
Nhamba ndemera	Negative tall
Rifa	Arv
Rufu	Bisettelse
Avhareji	Gjennomsnitt
Bandiko	Sirkulær sektor
Goma	Goma
Mutwi	Vinkelrett
Kananga	Kananga
Dendera pa Mineti	Omdreiningstall
Tafura yekuunga huwandu	Multiplikasjonstabell
Vanga	Arr (anatomi)
Rudzindi rwemweya	Luftmotstand
Ruremekedzo	Ære
Huswa	Plen
Masvingo eZimbabwe	Store Zimbabwe
Njiva	Columba (slekt)
East London	East London
Mbandaka	Mbandaka
Matadi	Matadi
Hudyu	Lyske
Dzinza	Klan
Kupambadzirwa	Duktilitet
Zera (chizvarwa)	Generasjon
Kukohwa (kuunganidza)	Onn
Furo	Skum
Mhofu	Eland
Bilda	Blida (Algerie)
Port Harcourt	Port Harcourt
Hungwe	Flodørn
Mahajanga	Mahajanga
Gondar	Gonder
Antsiranana	Antsiranana
Palestine	Palestina (stat)
Chikare (bonde)	Misjonærstilling
Walvis Bay	Walvis Bay
Chapfunga	Bilharzia
Bukavu	Bukavu
Boma	Boma
Gwanza (chivakwa)	Gap
Manhikatika	Variasjon
Mombasa	Mombasa
Hwendedzo	Medium
Dungidzira	Alternativ
Chinangwa	AIM
Chipakati	Median
Kushumira	Paring
Zvinoshandiswa kuchengetedza	Adgangskontroll
Runda	Sene
Hupombwe	Hor
Makumi mapfumbamwe	90 (tall)
Mhakure	Egyptisk kobra
Rukweza	Hirse
Mutupo	Totem
Kindu	Kindu
Saint-Louis, Senegal	Saint-Louis (Senegal)
Mhembwe	Duikere
Kirsty Coventry	Kirsty Coventry
Mawere	Stigningstall
Massawa	Massawa
Makumi mashanu nena	54 (tall)
Musami	Luftspeiling
Madora	Gonimbrasia belina
Ian Smith	Ian Smith
Amai (mukadzi Wa-)	Frue
Abel Tendekai Muzorewa	Abel Muzorewa
Mbuji-Mayi	Mbuji-Mayi
Benin City	Benin City
Mek'ele	Mekele
Muchovha Mota	Transportmiddel
Makumi masere nesere	88 (tall)
Donzvo	Objektivitet
Rondo	Rondo
Hubumbe	Konveks
Adama	Nazret
Hufombwe	Konkav
Kugera	Barbering
Chiva	Hvesehuggorm
George, Western Cape	George (Sør-Afrika)
Bonga-musakwani	Gabonviper
Chibeto	Sil
Nyanzvi	Ekspert
Mukombe	Trofé
Agordat	Agordat
Humba	Busksvin
Gideon Gono	Gideon Gono
Makumi mapfumbamwe nepfumbamwe	99 (tall)
Mashonaland West	Mashonaland West
Bhuku raMormoni	Mormons bok
Kutapira	Søtt
Bahir Dar	Bahir Dar
Manicaland	Manicaland
Mahusekwa	Mashonaland East
Joshua Nkomo	Joshua Nkomo
Chenza (kutodza)	Bilde
Edinburgh of the Seven Seas	Edinburgh of the Seven Seas
Chinyamudzura	Kampørn
Tôlanaro	Tôlanaro
Fianarantsoa	Fianarantsoa
Keren, Eritrea	Keren
Mongo	Beinmarg
Ishwa	Termitter
Yunivhesiti yeZimbabwe	Universitetet i Zimbabwe
Antsirabe	Antsirabe
Sisi	Søster
Mudzi wenhamba	N-te-rot
Queenstown, Eastern Cape	Queenstown (Eastern Cape)
Kusamhura	Kalkulasjon
Atafu	Atafu
Mushandi	Ansettelse
Homwe	Bankkonto
Kunatsa	Foredling
Makumi mashanu neshanu	55 (tall)
Georgetown (Ascension Island)	Georgetown (Ascension)
Nyamuragira	Nyamuragira
Makumi masere	80 (tall)
Makumi maviri nembiri	22 (tall)
Makumi manomwe	70 (tall)
Makumi mashanu	50 (tall)
Makumi matatu nenhatu	33 (tall)
Makumi mana nena	44 (tall)
Makumi matanhatu nenhanhatu	66 (tall)
Makumi manomwe nenomwe	77 (tall)
Mazana maviri	200 (tall)
Zana negumi	110 (tall)
Madirano eNzizi	Elveos
Mutowo	Metode
Ngaoundéré	Ngaoundéré
Jijiga	Jijiga
Roora	Brudepris
Kusiya basa	Oppsigelse
Beitbridge	Beitbridge
SADC	Samarbeidsorganisasjonen for det sørlige Afrika
Toliara	Toliara
Chishanu (mhoresa)	Håndtrykk
Musasa	Campingplass
Kumbumba	Let There Be Rock
Banda	Båre
Calabar	Calabar
Mucheko	Tverrsnitt
Ndiro (midziyo)	Dekketøy
Kudzinda	Magnetisk reluktans
Chimukuyu	Biltong
Morondava	Morondava
Hukoshi	Verdi (økonomi)
Gongo	Klitoris
Ladysmith, KwaZulu-Natal	Ladysmith (KwaZulu-Natal)
Boka	Gruppe (psykologi)
Mujawo	Veddeløp
Maunga huwandu	Produkt (matematikk)
Uvira	Uvira
Rusero	Drøfting av korn
Chubhu dzinotakura ropa	Blodåre
Klerksdorp	Klerksdorp
Dekemhare	Dekemhare
Worcester, Western Cape	Worcester (Western Cape)
Dumbu	Magesekk
Mambara	Gråberg
Bindu	Hage
Coloureds	Coloured
Muteremuko	Stigning
Muururo	Navar
MDC	Movement for Democratic Change
Zimbabwean presidential election, 2008	Presidentvalget i Zimbabwe 2008
Gwara (Humaneja)	Policy
Zingizi	Xylocopa
Nhamba Ndandira	Fortegn
Njee	Common
Ketamukadzi	Gynekologi
Govaniso	Divisjon (matematikk)
Nhamba svinu	Rasjonalt tall
Rwodzi	Bast (botanikk)
Dowokadzi	Eggcelle
Puranga	Planke
Zvinotarisirwa	Forventning (psykologi)
Joseph Msika	Joseph Msika
Hwabvu	Kvinnelige kjønnslepper
Makonyo Mhirikano	Supplementvinkler
Muchovha Masvomhu	Vektor
Mhemberero	Helligdag
Category:Vietnam	Kategori:Vietnam
Category:Madzinde	Kategori:Planter
Category:Fundoyetsimba	Kategori:Fysikk
Category:Chezvipenyu	Kategori:Biologi
Category:Chemishonga	Kategori:Kjemi
Category:Taranyika	Kategori:Geografi
Category:Chinamato	Kategori:Religion
Richards Bay	Richards Bay
Mhitsa dzehondo	Supermakt
Ndabaningi Sithole	Ndabaningi Sithole
Katahwi	Jomfruhinne
Tsika yezvinzvimbo zvenhamba	Posisjonssystem
Bundutso	Prosessindustri
Kudhoma	Studieteknikk
Zanu-PF	Zimbabwe African National Union – Patriotic Front
Gondo	Ørner
Nyamafingu	Kobraslanger
Chamhembe kwakadziva kuMadokero	Sørvest
Category:Tsika	Kategori:Kultur
Category:Ziwumbe	Kategori:Kontinenter
Hukukutu	Hardhet (materialvitenskap)
Ganda	Menneskerase
Dumba	Pyramide
Rheshiyo	Forhold
Yambiro	Warning
Dzihwa	Snørr
Category:Wikipedia bots	Kategori:Boter
Hutapiri	Konsentrasjon (kjemi)
Chipangidzo	Tegn
Spidhi	Fart
Dhadha	Ender
Template:Tl	Mal:Mal
Category:Muviri	Kategori:Anatomi
Category:Hurapi	Kategori:Medisin
Category:Dzidzo	Kategori:Utdanning
Egypt	Egypt
Template:Bot	Mal:Bot
Canada	Canada
Nzenda	Dimensjon
Denga (raMwari)	Himmelen
Category:Europe	Kategori:Europa
Template:Documentation	Mal:Dokumentasjon
Nhengo dzesikarudzi	Kjønnsorgan
Category:User languages	Kategori:Wikipedia-brukere etter språk
Template:Softredirect	Mal:Softredirect
Template:Delete	Mal:Hurtigsletting
Kugocha	Røsting
Category:Wikipedia	Kategori:Wikipedia
Wikipedia:General disclaimer	Wikipedia:Generelle forbehold
Wikipedia:Statistics	Wikipedia:Statistikk
Template:Navbox	Mal:Navboks
Template:!	Mal:!
Template:Nowrap	Mal:Nowrap
Template:Bots	Mal:Bots
Category:Africa	Kategori:Afrika
Category:Zviperengo Zvehuwandu	Kategori:Tall
Category:Bhaibheri	Kategori:Bibelen
Template:Babel	Mal:Babel
Maodzanyemba kwakadziva kuMadokero	Nordvest
Template:User af-1	Mal:Bruker af-1
Template:User als-1	Mal:Bruker als-1
Template:User ar-1	Mal:Bruker ar-1
Template:User ast-1	Mal:Bruker ast-1
Template:User az	Mal:Bruker az
Template:User bar-1	Mal:Bruker bar-1
Template:User eo-1	Mal:Bruker eo-1
Template:User da-2	Mal:Bruker da-2
Template:User da	Mal:Bruker da
Template:User ca-1	Mal:Bruker ca-1
Template:User ca-4	Mal:Bruker ca-4
Template:User be-2	Mal:Bruker be-2
Template:User da-1	Mal:Bruker da-1
Template:User cs-1	Mal:Bruker cs-1
Template:User eo-3	Mal:Bruker eo-3
Template:User de	Mal:Bruker de
Template:User de-1	Mal:Bruker de-1
Template:User el	Mal:Bruker el
Template:User es	Mal:Bruker es
Template:User de-3	Mal:Bruker de-3
Template:User en-3	Mal:Bruker en-3
Template:User el-1	Mal:Bruker el-1
Template:User en-1	Mal:Bruker en-1
Template:User en-2	Mal:Bruker en-2
Template:User eo-2	Mal:Bruker eo-2
Template:User en-4	Mal:Bruker en-4
Template:User en-0	Mal:Bruker en-0
Template:User es-4	Mal:Bruker es-4
Template:User en	Mal:Bruker en
Template:User de-2	Mal:Bruker de-2
Template:User es-1	Mal:Bruker es-1
Template:User sk	Mal:Bruker sk
Template:User tr	Mal:Bruker tr
Template:Location map/Info	Mal:Kartposisjon/Info
Category:User uk	Kategori:Bruker uk
Category:User uk-N	Kategori:Bruker uk-N
Template:Mod	Mal:Mod
Template:User uk	Mal:Bruker uk
Template:User es-2	Mal:Bruker es-2
Template:Category handler	Mal:Category handler
Template:Africa	Mal:Afrikaland
Template:Rnd	Mal:Rnd
Template:Max	Mal:Max
Template:Hatnote	Mal:Dablink
Template:Location map	Mal:Kartposisjon
Category:User en-4	Kategori:Bruker en-4
Category:User en	Kategori:Bruker en
Category:User en-2	Kategori:Bruker en-2
Template:Infobox	Mal:Infoboks
Template:Ombox	Mal:Pmboks
Template:GeoTemplate	Mal:GeoTemplate
Category:Kurima	Kategori:Landbruk
Template:Both	Mal:Both
Template:Geobox coor	Mal:Geobox coor
Template:User lt	Mal:Bruker lt
Template:Kujekesa	Mal:Peker
Template:Order of magnitude	Mal:Ordomag
Template:Convert	Mal:Konverter
Category:Gonyazhinji	Kategori:Polygoner
Template:Europe	Mal:Europa
Category:User az	Kategori:Bruker az
Category:User be	Kategori:Bruker be
Category:User sk	Kategori:Bruker sk
Category:User eo	Kategori:Bruker eo
Category:User lt	Kategori:Bruker lt
Category:User cs-1	Kategori:Bruker cs-1
Category:User da-1	Kategori:Bruker da-1
Category:User ar-1	Kategori:Bruker ar-1
Category:User be-2	Kategori:Bruker be-2
Category:User da-2	Kategori:Bruker da-2
Category:User lt-N	Kategori:Bruker lt-N
Category:User af	Kategori:Bruker af
Category:User af-1	Kategori:Bruker af-1
Category:User als	Kategori:Bruker als
Category:User als-1	Kategori:Bruker als-1
Category:User ar	Kategori:Bruker ar
Category:User ast	Kategori:Bruker ast
Category:User ast-1	Kategori:Bruker ast-1
Category:User az-N	Kategori:Bruker az-N
Category:User bar	Kategori:Bruker bar
Category:User bar-1	Kategori:Bruker bar-1
Category:User bg	Kategori:Bruker bg
Category:User bg-1	Kategori:Bruker bg-1
Category:User ca	Kategori:Bruker ca
Category:User ca-1	Kategori:Bruker ca-1
Category:User ca-4	Kategori:Bruker ca-4
Category:User cs	Kategori:Bruker cs
Category:User da	Kategori:Bruker da
Category:User sk-N	Kategori:Bruker sk-N
Category:User de	Kategori:Bruker de
Category:User de-2	Kategori:Bruker de-2
Category:User de-3	Kategori:Bruker de-3
Category:User el	Kategori:Bruker el
Category:User el-1	Kategori:Bruker el-1
Category:User el-N	Kategori:Bruker el-N
Category:User en-3	Kategori:Bruker en-3
Category:User en-N	Kategori:Bruker en-N
Category:User eo-1	Kategori:Bruker eo-1
Category:User eo-2	Kategori:Bruker eo-2
Category:User eo-3	Kategori:Bruker eo-3
Category:User es	Kategori:Bruker es
Category:User es-1	Kategori:Bruker es-1
Category:User es-2	Kategori:Bruker es-2
Category:User es-4	Kategori:Bruker es-4
Category:User es-N	Kategori:Bruker es-N
Category:Pimanzvimbo	Kategori:Geometri
Template:Weather box	Mal:Klimatabell
Hukwidza	Meter over havet
Chamhembe kwakadziva kumabvazuva	Sørøst
Template:Sup	Mal:Sup
Template:Talk other	Mal:Diskusjon annen
Simudzo	Oppdrift
Maodzanyemba kwakadziva kuMabvazuva	Nordøst
Ruchiva	Lyst
Nhungu	Brakke
Category:Hushangazhi	Kategori:Industri
Category:User tr	Kategori:Bruker tr
Category:User tr-N	Kategori:Bruker tr-N
Chimiro	Struktur
Template:Yesno	Mal:Janei
Template:Side box	Mal:Sideboks
Template:Citation/core	Mal:Citation/core
Category:Rwizi	Kategori:Elver
Category:Zimbabwe	Kategori:Zimbabwe
Category:Musangano	Kategori:Politiske partier
Category:Mhuka	Kategori:Dyr
Category:Dzemuzongoza	Kategori:Virveldyr
Category:Zvombo	Kategori:Våpen
Category:Zvipfeko	Kategori:Klær
Category:Mhuri	Kategori:Familie
Category:Nyoka	Kategori:Slanger
Category:North America	Kategori:Nord-Amerika
Template:Fundoyetsimba	Mal:Fysikk
Template:Sister	Mal:Søster
Category:Huwandu	Kategori:Aritmetikk
Category:Jekanyika	Kategori:Geodesi
Kuhamba	Bevegelse
Category:User en-1	Kategori:Bruker en-1
Category:User de-1	Kategori:Bruker de-1
Category:User da-N	Kategori:Bruker da-N
Mutauro wePasirose	Verdensspråk
Template:Location map+	Mal:Kartposisjon+
Module:Citation/CS1/Whitelist	Modul:Citation/CS1/Whitelist
Module:Convert	Modul:Convert
Module:Convert/data	Modul:Convert/data
Module:Convert/text	Modul:Convert/text
Module:Yesno	Modul:Yesno
Module:Message box	Modul:Message box
Module:Category handler	Modul:Category handler
Module:Message box/configuration	Modul:Message box/configuration
Module:Arguments	Modul:Arguments
Special:RecentChanges	Spesial:Siste endringer
Module:Citation/CS1	Modul:Citation/CS1
Module:Citation/CS1/Configuration	Modul:Citation/CS1/Configuration
Module:TableTools	Modul:TableTools
Module:Namespace detect	Modul:Namespace detect
Module:HtmlBuilder	Modul:HtmlBuilder
Module:Coordinates	Modul:Coordinates
Module:Math	Modul:Math
Module:InfoboxImage	Modul:InfoboxImage
Module:Navbar	Modul:Navbar
Module:Navbox	Modul:Navbox
Module:Infobox	Modul:Infoboks
Module:Location map	Modul:Kartposisjon
Module:Namespace detect/data	Modul:Namespace detect/data
Module:Namespace detect/config	Modul:Namespace detect/config
Module:Citation/CS1/Date validation	Modul:Citation/CS1/Date validation
Module:No globals	Modul:No globals
