Áfríkà	Afrika
Ẹ̀wádún 1110	1110-årene
Ẹ̀wádún 1160	1160-årene
Ẹ̀wádún 940	940-årene
Ẹ̀wádún 1250	1250-årene
Saul Bellow	Saul Bellow
316 SK	316 f.Kr.
327 SK	327 f.Kr.
362 SK	362 f.Kr.
405 SK	405 f.Kr.
Ẹ̀gẹ́	Maniok
366 SK	366 f.Kr.
389 SK	389 f.Kr.
317 SK	317 f.Kr.
361 SK	361 f.Kr.
363 SK	363 f.Kr.
346 SK	346 f.Kr.
Ife Ẹ̀yẹ àwọn Orílẹ̀-èdè Áfríkà	Afrikamesterskapet i fotball
Àsìá ilẹ̀ Nọ́rwèy	Norges flagg
Pópù Clement 7k	Klemens VII
Ẹgbẹ́ Ìgbìmọ̀ Torile-ede Áfríkà	African National Congress
Srinivasa Ramanujan	Srinivasa Aiyangar Ramanujan
Eugenio Montale	Eugenio Montale
Òrùlé	Tak (arkitektur)
Jacinto Benavente	Jacinto Benavente
Pópù Pius 1k	Pius I
357 SK	357 f.Kr.
376 SK	376 f.Kr.
382 SK	382 f.Kr.
365 SK	365 f.Kr.
367 SK	367 f.Kr.
Àsìá ilẹ̀ Ilẹ̀ọba Aṣọ̀kan	Storbritannias flagg
Orílẹ̀-èdè Olómìnira Àpapọ̀ Sósíálístì ilẹ̀ Yugoslafia	Den sosialistiske føderale republikken Jugoslavia
John Strutt, 3rd Baron Rayleigh	John William Strutt
Ẹ̀wádún 870	870-årene
Ẹ̀wádún 160	160-årene
Guru Nanak Dev	Guru Nának
Louis de Broglie	Louis de Broglie
James D. Watson	James D. Watson
Ẹ̀wádún 1340	1340-årene
Ẹ̀wádún 880	880-årene
Robin Williams	Robin Williams
Ẹ̀wádún 860	860-årene
Ẹ̀wádún 1320	1320-årene
Ẹ̀wádún 1070	1070-årene
Ẹ̀wádún 1200	1200-årene
Ẹ̀wádún 1280	1280-årene
385 SK	385 f.Kr.
Àtànpàkò	Tommel
Windows 95	Windows 95
Bólshéfìk	Bolsjevik
Ẹ̀wádún 1140	1140-årene
Àsìá ilẹ̀ Àlgéríà	Algeries flagg
Eleanor Roosevelt	Eleanor Roosevelt
354 SK	354 f.Kr.
396 SK	396 f.Kr.
355 SK	355 f.Kr.
Ẹ̀wádún 1440	1440-årene
Anthony Quinn	Anthony Quinn
Vladimir Prelog	Vladimir Prelog
Alexander Prokhorov	Aleksandr Prokhorov
Nikolay Basov	Nikolaj Basov
Hermann Joseph Muller	Hermann Joseph Muller
Theodor Körner (Ààrẹ Austríà)	Theodor Körner
Karl Landsteiner	Karl Landsteiner
Àmì ọ̀pá àṣẹ ilẹ̀ Nọ́rwèy	Norges riksvåpen
Henri ilẹ̀ Chambord	Henri, hertug av Bordeaux
Douglas Engelbart	Douglas C. Engelbart
Pär Lagerkvist	Pär Lagerkvist
Eugene O'Neill	Eugene O'Neill
Hilary Swank	Hilary Swank
Hypertext	Hypertekst
OSI model	OSI-modellen
Juan Perón	Juan Perón
Àsìá ilẹ̀ Íslándì	Islands flagg
Miles Davis	Miles Davis
Bessie Smith	Bessie Smith
Seamus Heaney	Seamus Heaney
O Canada	O Canada
Joseph Schildkraut	Joseph Schildkraut
Gary Cooper	Gary Cooper
James Cagney	James Cagney
Jack Lemmon	Jack Lemmon
Karl Malden	Karl Malden
William Holden	William Holden
Norma Shearer	Norma Shearer
Shirley MacLaine	Shirley MacLaine
Tim Robbins	Tim Robbins
Jane Wyman	Jane Wyman
Olivia de Havilland	Olivia de Havilland
Joan Fontaine	Joan Fontaine
Ginger Rogers	Ginger Rogers
Roberta Vinci	Roberta Vinci
Thomas C. Südhof	Thomas Südhof
Zhao Ziyang	Zhao Ziyang
Larry Hagman	Larry Hagman
Pópù Eleuterus	Eleuterius
Yasuo Fukuda	Yasuo Fukuda
Pópù Innocent 10k	Innocens X
Pópù Soter	Soter
Pópù Innocent 11k	Innocens XI
Pópù Alexander 8k	Alexander VIII
Pópù Zephyrinus	Zefyrinus
Homo erectus	Homo erectus
Homo habilis	Homo habilis
François Fillon	François Fillon
Lobamba	Lobamba
Pópù Páúlù 4k	Paul IV
Pópù Pius 2k	Pius II
Àsìá ilẹ̀ Indonésíà	Indonesias flagg
Thabo Mbeki	Thabo Mbeki
Àsìá ilẹ̀ Gàbọ̀n	Gabons flagg
Pópù Marcellus 2k	Marcellus II
Pópù Gregory 8k	Gregor VIII
Ronald Ross	Ronald Ross
Pópù Liberius	Liberius
Pópù Marcellus 1k	Marcellus
Margrethe Keji ile Denmark	Margrethe II av Danmark
Àsìá ilẹ̀ Djìbútì	Djiboutis flagg
Àsìá ilẹ̀ Sudan	Sudans flagg
Peter Agre	Peter Agre
Sidney Altman	Sidney Altman
Christian B. Anfinsen	Christian Anfinsen
Francis William Aston	Francis William Aston
Joe Frazier	Joe Frazier
Paul Berg	Paul Berg
Àsìá ilẹ̀ Skọ́tlándì	Skottlands flagg
Paul D. Boyer	Paul D. Boyer
Herbert C. Brown	Herbert C. Brown
Derek Barton	Derek Harold Richard Barton
Paul Samuelson	Paul Samuelson
James Stewart	James Stewart
Àwọn Irúọmọnìyàn	Menneskeaper
Jaroslav Seifert	Jaroslav Seifert
Àmì-ìdámọ̀ kẹ́míkà	Kjemisk symbol
Ernest Borgnine	Ernest Borgnine
Pópù Páúlù 2k	Paul II
Diane Keaton	Diane Keaton
Dennis Hopper	Dennis Hopper
Àkọ̀mọ̀nà	Forkortelse
Henri Moissan	Henri Moissan
Yul Brynner	Yul Brynner
Jacobus Henricus van 't Hoff	Jacobus Henricus van 't Hoff
Frederick Soddy	Frederick Soddy
Dáríù 3k Pẹ́rsíà	Dareios III av Persia
Harriet Tubman	Harriet Tubman
Àsìá ilẹ̀ Họ̀ndúràs	Honduras' flagg
Àsìá ilẹ̀ Kepu Ferde	Kapp Verdes flagg
Àsìá ilẹ̀ Guinea-Bissau	Guinea-Bissaus flagg
Àsìá ilẹ̀ Nàìjíríà	Nigerias flagg
Àsìá ilẹ̀ Côte d'Ivoire	Elfenbenskystens flagg
Àsìá ilẹ̀ Mauritáníà	Mauritanias flagg
Àsìá ilẹ̀ Hàítì	Haitis flagg
Àsìá ilẹ̀ Swásílándì	Swazilands flagg
Àsìá ilẹ̀ Màláwì	Malawis flagg
Àsìá ilẹ̀ Madagáskàr	Madagaskars flagg
Àsìá ilẹ̀ Ùgándà	Ugandas flagg
Àsìá ilẹ̀ Nìjẹ̀r	Nigers flagg
Àsìá ilẹ̀ Líktẹ́nstáìnì	Liechtensteins flagg
Àsìá ilẹ̀ Kòréà Àríwá	Nord-Koreas flagg
Àsìá ilẹ̀ Tógò	Togos flagg
Àsìá ilẹ̀ Bùrúndì	Burundis flagg
Pópù Julius 1k	Julius I
Pópù Sisinnius	Sisinnius
Jennifer Connelly	Jennifer Connelly
Àsìá ilẹ̀ Grẹ̀nádà	Grenadas flagg
Pópù Marinus 2k	Marinus II
Pópù Celestine 3k	Celestin III
Àsìá ilẹ̀ àwọn Bàhámà	Bahamas' flagg
Ogun àgbáyé	Verdenskrig
Luc Montagnier	Luc Montagnier
Pópù Nicholas 4k	Nikolas IV
Donald Sutherland	Donald Sutherland
Peter Debye	Peter Debye
Françoise Barré-Sinoussi	Françoise Barré-Sinoussi
Aage Bohr	Aage Niels Bohr
Julius Nepos	Julius Nepos
Peter O'Toole	Peter O'Toole
Alec Guinness	Alec Guinness
Ìgbà iwájú Kámbríà	Prekambrium
Ìgbà Ìbíniọ̀tun	Neogen
Gustav Stresemann	Gustav Stresemann
Sidney Poitier	Sidney Poitier
Steve Buscemi	Steve Buscemi
Andre Geim	Andre Geim
Mary Pickford	Mary Pickford
Robert Walpole	Robert Walpole
Àsìá ilẹ̀ Bárbádọ̀s	Barbados' flagg
Billie Holiday	Billie Holiday
Gallienus	Gallienus
Björn Borg	Björn Borg
Adrien Brody	Adrien Brody
Paul Sabatier	Paul Sabatier
Victor Grignard	Victor Grignard
Bruce Beutler	Bruce Beutler
Jack W. Szostak	Jack Szostak
Andrew Huxley	Andrew Huxley
Cinnabar	Sinober (mineral)
Tawakel Karman	Tawakkul Karman
John C. Mather	John C. Mather
Vitaly Ginzburg	Vitalij Ginzburg
Umaru Musa Yar'adua	Umaru Yar'Adua
Simon van der Meer	Simon van der Meer
Robert G. Edwards	Robert Edwards
Àsìá ilẹ̀ Lèsóthò	Lesothos flagg
Sphalerite	Sinkblende
Mari Kiviniemi	Mari Kiviniemi
Sojourner Truth	Sojourner Truth
5 Astraea	5 Astraea
Kenneth Kaunda	Kenneth Kaunda
Ralph M. Steinman	Ralph M. Steinman
Rod Laver	Rod Laver
Jules A. Hoffmann	Jules A. Hoffmann
Àsìá ilẹ̀ Tufalu	Tuvalus flagg
Holly Hunter	Holly Hunter
Homo ergaster	Homo ergaster
Kevin Kline	Kevin Kline
William Hurt	William Hurt
Baruch Samuel Blumberg	Baruch Samuel Blumberg
Marion Bartoli	Marion Bartoli
Gabriela Sabatini	Gabriela Sabatini
Ei'ichi Negishi	Ei-ichi Negishi
Wendell Meredith Stanley	Wendell Meredith Stanley
Akira Suzuki (aṣiṣẹ́ògùn)	Akira Suzuki
Maurice Allais	Maurice Allais
Ilie Năstase	Ilie Năstase
Simone Signoret	Simone Signoret
Juliette Binoche	Juliette Binoche
John Howard Northrop	John Howard Northrop
Adam Riess	Adam G. Riess
Richard F. Heck	Richard F. Heck
ISO 3166	ISO 3166
Konstantin Novoselov	Konstantin Novoselov
Paul Lauterbur	Paul C. Lauterbur
Àmì ọ̀pá àṣẹ ilẹ̀ Ẹ́gíptì	Egypts riksvåpen
Henry Campbell-Bannerman	Henry Campbell-Bannerman
Ahmed Zewail	Ahmed Zewail
Martin Chalfie	Martin Chalfie
Won Kòréà Àríwá	Nordkoreansk won
Jerome Karle	Jerome Karle
John Bennett Fenn	John B. Fenn
Richard Smalley	Richard Smalley
Alan J. Heeger	Alan J. Heeger
James B. Sumner	James B. Sumner
George Porter	George Porter
Hor-Aha	Hor-Aha
Saul Perlmutter	Saul Perlmutter
Abdoulaye Wade	Abdoulaye Wade
Leymah Gbowee	Leymah Gbowee
42 Isis	42 Isis
Ẹ́mblẹ́m ilẹ̀ Kepu Ferde	Kapp Verdes riksvåpen
Àmì ọ̀pá àṣẹ ilẹ̀ Kamẹrúùn	Kameruns riksvåpen
Àmì ọ̀pá àṣẹ ilẹ̀ Kòréà Àríwá	Nord-Koreas riksvåpen
55 Pandora	55 Pandora
Robert Lucas, Jr.	Robert Lucas jr.
Àmì ọ̀pá àṣẹ ilẹ̀ Bòtswánà	Botswanas riksvåpen
Twa	Twa
Ìhìnrere Márkù	Evangeliet etter Markus
Rosalyn Sussman Yalow	Rosalyn Yalow
Lars Onsager	Lars Onsager
Hugh David Politzer	David Politzer
Martin Lewis Perl	Martin L. Perl
Norman Foster Ramsey, Jr.	Norman Foster Ramsey jr.
Sheldon Lee Glashow	Sheldon Lee Glashow
Herbert A. Hauptman	Herbert A. Hauptman
Ben Roy Mottelson	Ben Roy Mottelson
Pedro Pires	Pedro Pires
Leonid Kantorovich	Leonid Kantorovitsj
Frank Wilczek	Frank Wilczek
Har Gobind Khorana	Har Gobind Khorana
7 Iris	7 Iris
6 Hebe	6 Hebe
16 Psyche	16 Psyche
15 Eunomia	15 Eunomia
14 Irene	14 Irene
9 Metis	9 Metis
13 Egeria	13 Egeria
21 Lutetia	21 Lutetia
11 Parthenope	11 Parthenope
Christiaan Eijkman	Christiaan Eijkman
63 Ausonia	63 Ausonia
John Young (arìnlófurufú)	John Young
Jean-Marie Lehn	Jean-Marie Lehn
66 Maja	66 Maja
67 Asia	67 Asia
Àmì ọ̀pá àṣẹ ilẹ̀ Gámbíà	Gambias riksvåpen
Thomas J. Sargent	Thomas J. Sargent
Alan Arkin	Alan Arkin
Pópù Alexander 6k	Alexander VI
Theuderic 4k	Teoderik IV
25 Phocaea	25 Phocaea
29 Amphitrite	29 Amphitrite
Gregory Peck	Gregory Peck
James Garner	James Garner
Àmì ọ̀pá àṣẹ ilẹ̀ Ùgándà	Ugandas riksvåpen
Daniel Carleton Gajdusek	Carleton Gaidusek
Susumu Tonegawa	Susumu Tonegawa
Robert F. Furchgott	Robert F. Furchgott
Harrison Schmitt	Harrison Schmitt
Robert W. Holley	Robert W. Holley
Hamilton O. Smith	Hamilton O. Smith
252 Clementina	252 Clementina
Mary Steenburgen	Mary Steenburgen
Àkójọ àwọn orílẹ̀-èdè gẹ́gẹ́ bíi Gbogbo Ìpawó Orílẹ̀-èdè ti ẹnìkọ̀ọ̀kan	Liste over verdens stater etter bruttonasjonalprodukt per innbygger
Art Tatum	Art Tatum
Àmì ọ̀pá àṣẹ ilẹ̀ Bùrúndì	Burundis riksvåpen
Àmì ọ̀pá àṣẹ ilẹ̀ Ẹritrẹ́à	Eritreas riksvåpen
Àmì ọ̀pá àṣẹ ilẹ̀ Djìbútì	Djiboutis riksvåpen
P. J. Patterson	Percival Patterson
Patrick Allen (Jamáíkà)	Patrick Allen
Childebert 3k	Childebert III
Chilperic 2k	Chilperik II
Dagobert 3k	Dagobert III
Aymara	Aymara
Richard Mentor Johnson	Richard Mentor Johnson
Renato Dulbecco	Renato Dulbecco
Thomas A. Steitz	Thomas Steitz
Peter A. Diamond	Peter Diamond
Christopher A. Pissarides	Christopher A. Pissarides
Serge Haroche	Serge Haroche
Dale T. Mortensen	Dale Mortensen
Edmond H. Fischer	Edmond H. Fischer
Edwin G. Krebs	Edwin G. Krebs
Dagobert 1k	Dagobert I
138 Tolosa	138 Tolosa
149 Medusa	149 Medusa
73 Klytia	73 Klytia
81 Terpsichore	81 Terpsichore
181 Eucharis	181 Eucharis
83 Beatrix	83 Beatrix
230 Athamantis	230 Athamantis
51 Nemausa	51 Nemausa
231 Vindobona	231 Vindobona
88 Thisbe	88 Thisbe
80 Sappho	80 Sappho
Marshall Warren Nirenberg	Marshall Warren Nirenberg
William Giauque	William Giauque
Edward Calvin Kendall	Edward Calvin Kendall
Julius Axelrod	Julius Axelrod
Cântico da Liberdade	Cântico da Liberdade
Oh Uganda, Land of Beauty	Oh Uganda, Land of Beauty
Mwanza	Mwanza
Tigran Sargsyan	Tigran Sargsian
328 Gudrun	328 Gudrun
180 Garumna	180 Garumna
673 Edda	673 Edda
286 Iclea	286 Iclea
170 Maria	170 Maria
255 Oppavia	255 Oppavia
Kim Yong-nam	Kim Yong-nam
132524 APL	132524 APL
449 Hamburga	449 Hamburga
506 Marion	506 Marion
Hideki Shirakawa	Hideki Shirakawa
Karl Barry Sharpless	Karl Barry Sharpless
Robert Curl	Robert Curl
William Lipscomb	William Nunn Lipscomb jr.
Alan MacDiarmid	Alan MacDiarmid
William Standish Knowles	William Standish Knowles
Stanford Moore	Stanford Moore
Kurt Wüthrich	Kurt Wüthrich
Koichi Tanaka	Koichi Tanaka
Tjalling Koopmans	Tjalling Charles Koopmans
James W. Black	James W. Black
Anedjib	Anedjib
Nọ́mbà onílọ̀ọ́pọméjì	Kvadrat (aritmetikk)
Frank Sherwood Rowland	Frank Sherwood Rowland
Orílẹ̀-èdè erékùṣù	Øystat
645 Agrippina	645 Agrippina
Lena Horne	Lena Horne
712 Boliviana	712 Boliviana
792 Metcalfia	792 Metcalfia
444 Gyptis	444 Gyptis
662 Newtonia	662 Newtonia
306 Unitas	306 Unitas
886 Washingtonia	886 Washingtonia
653 Berenike	653 Berenike
971 Alsatia	971 Alsatia
747 Winchester	747 Winchester
325 Heidelberga	325 Heidelberga
Joey King	Joey King
Obì	Kola (tre)
675 Ludmilla	675 Ludmilla
422 Berolina	422 Berolina
655 Briseïs	655 Briseïs
676 Melitta	676 Melitta
736 Harvard	736 Harvard
696 Leonora	696 Leonora
600 Musa	600 Musa
661 Cloelia	661 Cloelia
581 Tauntonia	581 Tauntonia
660 Crescentia	660 Crescentia
755 Quintilla	755 Quintilla
690 Wratislavia	690 Wratislavia
492 Gismonda	492 Gismonda
Agbègbè Ruvuma	Ruvuma (region)
Sumbawanga	Sumbawanga
Abelardo L. Rodríguez	Abelardo L. Rodríguez
Doris Leuthard	Doris Leuthard
Daniel Bovet	Daniel Bovet
Àwọn Erékùṣù Chatham	Chathamøyene
Walter Rudolf Hess	Walter Rudolf Hess
Paul Hermann Müller	Paul Hermann Müller
Emil Theodor Kocher	Theodor Kocher
Tadeus Reichstein	Tadeus Reichstein
Werner Arber	Werner Arber
Moritz Leuenberger	Moritz Leuenberger
Rolf M. Zinkernagel	Rolf M. Zinkernagel
Väinö Tanner	Väinö Tanner
531 Zerlina	531 Zerlina
1712 Angola	1712 Angola
Robert Donat	Robert Donat
1106 Cydonia	1106 Cydonia
689 Zita	689 Zita
Malcolm McDowell	Malcolm McDowell
18 Melpomene	18 Melpomene
Ìpínlẹ̀ Anámbra	Anambra
Àsìá ilẹ̀ Kìrìbátì	Kiribatis flagg
Pópù Celestine 5k	Celestin V
1023 Thomana	1023 Thomana
1025 Riema	1025 Riema
Brazilian Federal District	Distrito Federal (Brasil)
1026 Ingrid	1026 Ingrid
1027 Aesculapia	1027 Aesculapia
1028 Lydina	1028 Lydina
1029 La Plata	1029 La Plata
103 Hera	103 Hera
Michael Douglas	Michael Douglas
Edmond O'Brien	Edmond O'Brien
1716 Peter	1716 Peter
1082 Pirola	1082 Pirola
Władysław Reymont	Władysław Reymont
Boyacá Department	Boyacá
Òṣèlú aláwùjọ	Sosialdemokrati
1030 Vitja	1030 Vitja
1031 Arctica	1031 Arctica
1032 Pafuri	1032 Pafuri
1033 Simona	1033 Simona
1034 Mozartia	1034 Mozartia
1035 Amata	1035 Amata
Alicia Keys	Alicia Keys
1037 Davidweilla	1037 Davidweilla
1038 Tuckia	1038 Tuckia
1039 Sonneberga	1039 Sonneberga
104 Klymene	104 Klymene
1040 Klumpkea	1040 Klumpkea
1041 Asta	1041 Asta
1042 Amazone	1042 Amazone
1043 Beate	1043 Beate
Àsìá ilẹ̀ Spéìn	Spanias flagg
Los Angeles Lakers	Los Angeles Lakers
78 Diana	78 Diana
1628 Strobel	1628 Strobel
1744 Harriet	1744 Harriet
Richard R. Ernst	Richard R. Ernst
Hans-Rudolf Merz	Hans-Rudolf Merz
Karl Alexander Müller	Karl Alexander Müller
Daniel Bernoulli	Daniel Bernoulli
Élie Ducommun	Élie Ducommun
Pópù Callixtus 1k	Callistus I
Micheline Calmy-Rey	Micheline Calmy-Rey
Jacob Bernoulli	Jakob Bernoulli
Àsìá ilẹ̀ Mẹ́ksíkò	Mexicos flagg
Renée Zellweger	Renée Zellweger
European Court of Human Rights	Den europeiske menneskerettsdomstol
Krona Swídìn	Svensk krone
Simonetta Sommaruga	Simonetta Sommaruga
Lavoslav Ružička	Lavoslav Ružička
Alfred Werner	Alfred Werner
Felix Bloch	Felix Bloch
Charles Édouard Guillaume	Charles Édouard Guillaume
Heinrich Rohrer	Heinrich Rohrer
Gúnugún	Gribb (fugl)
Złoty	Polsk złoty
Francis Crick	Francis Crick
Antioquia Department	Antioquia
Agate	Agat
Michael Caine	Michael Caine
Sinclair Lewis	Sinclair Lewis
Open Amẹ́ríkà	US Open (tennis)
Gloria Macapagal-Arroyo	Gloria Macapagal-Arroyo
Àgbájọ ilẹ̀ àwọn Orílẹ̀-èdè Amẹ́ríkà	Organisasjonen av amerikanske stater
Episteli Kejì sí àwọn ará Kọ́ríntì	Paulus' andre brev til korinterne
Ueli Maurer	Ueli Maurer
Àsìá ilẹ̀ Swítsàlandì	Sveits' flagg
Àsìá ilẹ̀ Àngólà	Angolas flagg
Pópù Pius 7k	Pius VII
Àmì ọ̀pá àṣẹ ilẹ̀ Kíprù	Kypros' riksvåpen
Pópù Gregory 9k	Gregor IX
Leopoldo Galtieri	Leopoldo Galtieri
Richard Francis Burton	Richard Francis Burton
Aretha Franklin	Aretha Franklin
Port Elizabeth	Port Elizabeth
1760 Sandra	1760 Sandra
Pópù Urban 1k	Urban I
Carlos Anaya	Carlos Anaya
457 Alleghenia	457 Alleghenia
Kimberley	Kimberley (Sør-Afrika)
Lek	Albansk lek
Ìkólẹ̀jọ Saint Martin	Saint-Martin
Gúnugún oníìyẹ́lẹ́nu	Lammegribb
1486 Marilyn	1486 Marilyn
Thomas Paine	Thomas Paine
.so	.so
Àsìá ilẹ̀ Ìránì	Irans flagg
Land der Berge, Land am Strome	Land der Berge, Land am Strome
Pópù Benedict 14k	Benedikt XIV
Manhattan Project	Manhattanprosjektet
Àsìá ilẹ̀ Tsẹ́kì Olómìnira	Tsjekkias flagg
1723 Klemola	1723 Klemola
Western Cape	Western Cape
Àsìá ilẹ̀ Bangladẹ́shì	Bangladeshs flagg
Albert Abraham Michelson	Albert Abraham Michelson
Pópù Alexander 7k	Alexander VII
Àsìá ilẹ̀ Kòréà Gúúsù	Sør-Koreas flagg
José Echegaray	José Echegaray y Eizaguirre
Pópù Sixtus 2k	Sixtus II
Douglas MacArthur	Douglas MacArthur
Ìsopọ̀ àjọfagbáradìmú	Kovalent binding
Arthur Compton	Arthur Holly Compton
Àsìá ilẹ̀ Ukréìn	Ukrainas flagg
Pópù Victor 1k	Viktor I
Mahmoud Abbas	Mahmoud Abbas
Pópù Pius 6k	Pius VI
Pópù Innocent 3k	Innocens III
Chicago Bulls	Chicago Bulls
Claude Lévi-Strauss	Claude Lévi-Strauss
Mohammad Reza Pahlavi	Muhammed Reza Pahlavi
Maria Callas	Maria Callas
Trínídád	Trinidad
Àsìá ilẹ̀ Pakístàn	Pakistans flagg
Àsìá ilẹ̀ Ísráẹ́lì	Israels flagg
Paul Martin	Paul Martin
Jean Chrétien	Jean Chrétien
Kim Campbell	Kim Campbell
Brian Mulroney	Brian Mulroney
John Turner	John Turner
Lester B. Pearson	Lester Bowles Pearson
Episteli sí àwọn Hébérù	Brevet til hebreerne
John Diefenbaker	John Diefenbaker
Episteli sí àwọn ará Galátíà	Paulus' brev til galaterne
Louis St. Laurent	Louis Saint-Laurent
William Lyon Mackenzie King	William Lyon Mackenzie King
Arthur Meighen	Arthur Meighen
Robert Borden	Robert Borden
Wilfrid Laurier	Wilfrid Laurier
John A. Macdonald	John Macdonald (statsminister)
John Forbes Nash, Jr.	John Forbes Nash
Àsìá ilẹ̀ Pọ́rtúgàl	Portugals flagg
William Pitt the Younger	William Pitt den yngre
Michaëlle Jean	Michaëlle Jean
Harold Wilson	Harold Wilson
Edward Heath	Edward Heath
Alec Douglas-Home	Alec Douglas-Home
Harold Macmillan	Harold Macmillan
Anthony Eden	Anthony Eden
Àwọn Agbègbè Apágúúsù àti Antárktìkì Fránsì	De franske sørterritorier
Clement Attlee	Clement Attlee
Àsìá ilẹ̀ Gríìsì	Hellas' flagg
Roger Martin du Gard	Roger Martin du Gard
Xerxes 1k Pẹ́rsíà	Xerxes I av Persia
Verner von Heidenstam	Verner von Heidenstam
Patrick White	Patrick White
Hatshepsut	Hatshepsut
Vivien Leigh	Vivien Leigh
Russell Crowe	Russell Crowe
Francis 1k ilẹ̀ Fránsì	Frans I av Frankrike
Zulu	Zulu
Pópù Clement 11k	Klemens XI
Kroon	Estlandsk krone
Robert Hofstadter	Robert Hofstadter
Orílẹ̀-èdè Olómìnira Sófìẹ̀tì Sósíálístì Georgia	Den georgiske sosialistiske sovjetrepublikk
Orílẹ̀-èdè Olómìnira Sófìẹ̀tì Sósíálístì ti Estóníà	Den estiske sosialistiske sovjetrepublikk
Àsìá ilẹ̀ Benin	Benins flagg
Àsìá ilẹ̀ Látfíà	Latvias flagg
Àsìá ilẹ̀ Ẹ́gíptì	Egypts flagg
Àsìá ilẹ̀ Báháráìnì	Bahrains flagg
Dram Arméníà	Armensk dram
Romulus Augustulus	Romulus Augustus
Ìpínlẹ̀ Bọ̀rnó	Borno
Àsìá ilẹ̀ Argẹntínà	Argentinas flagg
Ìṣeọ̀rọ̀àsìkò	Kronologi
Àsìá ilẹ̀ Sloféníà	Slovenias flagg
Àsìá ilẹ̀ Ròmáníà	Romanias flagg
Eastern Cape	Eastern Cape
Junichiro Koizumi	Junichiro Koizumi
Menachem Begin	Menachem Begin
Marcha Real	Marcha Real
Filip 4k ilẹ̀ Fránsì	Filip IV av Frankrike
Robert Andrews Millikan	Robert Andrews Millikan
Pópù Damasus 1k	Damasus I
Koruna	Tsjekkisk koruna
Ìwé Ẹ́stérì	Esters bok
Ìwé àwọn Oníwàsù	Forkynneren
Yukio Hatoyama	Yukio Hatoyama
Episteli sí àwọn ará Kólóssè	Paulus' brev til kolosserne
Episteli Jemisi	Jakobs brev
Episteli Jòhánù Kìnní	Johannes' første brev
Episteli sí Fílẹ́mónì	Paulus' brev til Filemon
Episteli Kejì sí àwọn ará Tẹsalóníkà	Paulus' andre brev til tessalonikerne
Paul Krugman	Paul Krugman
Episteli Kìnní sí àwọn ará Tẹsalóníkà	Paulus' første brev til tessalonikerne
Episteli Pétérù Kìnní	Peters første brev
Àsìá ilẹ̀ Orílẹ̀-èdè Olómìnira àwọn Ará ilẹ̀ Ṣáínà	Folkerepublikken Kinas flagg
Henry David Thoreau	Henry David Thoreau
Shirin Ebadi	Shirin Ebadi
Pópù Fabian	Fabian
Pópù Dionysius	Dionysius (pave)
Imhotep	Imhotep
Episteli Pétérù Kejì	Peters andre brev
Episteli Kìnní sí Timotéù	Paulus' første brev til Timoteus
Constantius Chlorus	Konstantius I
Erékùṣù Heard àti Àwọn Erékùṣù McDonald	Heard- og McDonaldøyene
Àsìá ilẹ̀ Fiẹtnám	Vietnams flagg
Carl Lewis	Carl Lewis
Oranjestad, Àrúbà	Oranjestad (Aruba)
Orin Soul	Soulmusikk
Òkun Beaufort	Beauforthavet
Erékùṣù Howland	Howlandøya
Sheqel	Ny israelsk shekel
Juan Ramón Jiménez	Juan Ramón Jiménez
Janet Jackson	Janet Jackson
Eyvind Johnson	Eyvind Johnson
George Eliot	George Eliot
Orílẹ̀-èdè Olómìnira Sófìẹ̀tì Sósíálístì Azerbaijan	Den aserbajdsjanske sosialistiske sovjetrepublikk
Zulfikar Ali Bhutto	Zulfikar Ali Bhutto
New York Knicks	New York Knicks
Boston Celtics	Boston Celtics
Kim Basinger	Kim Basinger
Episteli Jòhánù Kejì	Johannes' andre brev
Ìwé Isaiah	Jesajaboken
Episteli Jòhánù Kẹta	Johannes' tredje brev
Pópù Clement 5k	Klemens V
Episteli Juda	Judas' brev
Àsìá ilẹ̀ Máltà	Maltas flagg
Króna Íslándì	Islandsk krone
Karl Adolph Gjellerup	Karl Adolph Gjellerup
Episteli Kejì sí Timotéù	Paulus' andre brev til Timoteus
Episteli sí Títù	Paulus' brev til Titus
Àwọn ìpínlẹ̀ àti agbègbè ilẹ̀ Índíà	Indias delstater og territorier
Claude Simon	Claude Simon
Afidimule awon Onimose-ero Onitanna ati Ero-aloitanna	Institute of Electrical and Electronics Engineers
Pópù Urban 8k	Urban VIII
Pópù Clement 14k	Klemens XIV
Ìwé Jeremíàh	Jeremias bok
Ìwé Ẹ́srà	Esras bok
Ìwé Nehemíàh	Nehemjas bok
Ìwé Jóẹ́lì	Joels bok
Leu Románíà	Rumensk leu
Àsìá ilẹ̀ Kàsàkstán	Kasakhstans flagg
Dominique de Villepin	Dominique de Villepin
Polokwane	Polokwane
Arthur Wellesley, 1st Duke of Wellington	Arthur Wellesley, 1. hertug av Wellington
Het Wilhelmus	Wilhelmus
Johannes Diderik van der Waals	Johannes Diderik van der Waals
William Lawrence Bragg	William Lawrence Bragg
John Dewey	John Dewey
Tina Turner	Tina Turner
Pópù Pius 5k	Pius V
Àmì ọ̀pá àṣẹ ilẹ̀ Singapore	Singapores riksvåpen
Ilẹ̀ọbalúayé Austríà	Østerrikes historie (1804–1867)
Theuns Jordaan	Theuns Jordaan
Pópù Leo 3k	Leo III
Pópù Anterus	Anterus
Pópù Pontian	Pontian
