ਅਫ਼ਰੀਕਾ	Afrika
ਓਮੀਕ੍ਰੋਨ	Omikron
ਰੋ	Rho
ਸਿਗਮਾ	Sigma
ਟਾਓ	Tau (bokstav)
ਉਪਸੀਲੋਨ	Ypsilon
ਕਾਈ	Khi
ਸਾਈ (ਅੱਖਰ)	Psi
ਈਸਟਰ ਟਾਪੂ	Påskeøya
ਥੋਹਰ	Kaktusfamilien
ਲਿਨਕਸ ਕਰਨਲ	Linux (kjerne)
ਪ੍ਰਕਾਸ਼ ਵਿਗਿਆਨ	Optikk
ਸਨ ਮਾਈਕ੍ਰੋਸਿਸਟਮਸ	Sun Microsystems
ਘਰੇਲੂ ਚਿੜੀ	Gråspurv
ਫ਼ਿਨਲੈਂਡ ਦੀ ਖਾੜੀ	Finskebukta
ਫ਼ਰਨੀਚਰ	Møbel
ਮੇਜ਼	Bord (møbel)
ਮਕਾਉ	Macao
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਮੋਰਾਕੋ	Mal:Kartposisjon Marokko
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਅਲਜੀਰੀਆ	Mal:Kartposisjon Algerie
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਤੁਨੀਸੀਆ	Mal:Kartposisjon Tunisia
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਲੀਬੀਆ	Mal:Kartposisjon Libya
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਮਿਸਰ	Mal:Kartposisjon Egypt
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਮਾਲੀ	Mal:Kartposisjon Mali
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਨਾਈਜਰ	Mal:Kartposisjon Niger
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਚਾਡ	Mal:Kartposisjon Tsjad
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਸੁਡਾਨ	Mal:Kartposisjon Sudan
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਦੱਖਣੀ ਸੁਡਾਨ	Mal:Kartposisjon Sør-Sudan
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਇਰੀਤਰੀਆ	Mal:Kartposisjon Eritrea
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਇਥੋਪੀਆ	Mal:Kartposisjon Etiopia
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਸੋਮਾਲੀਆ	Mal:Kartposisjon Somalia
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਕੇਪ ਵਰਡ	Mal:Kartposisjon Kapp Verde
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਸੇਨੇਗਲ	Mal:Kartposisjon Senegal
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਗਾਂਬੀਆ	Mal:Kartposisjon Gambia
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਗਿਨੀ-ਬਿਸਾਊ	Mal:Kartposisjon Guinea-Bissau
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਗਿਨੀ	Mal:Kartposisjon Guinea
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਲਾਈਬੇਰੀਆ	Mal:Kartposisjon Liberia
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਦੰਦ ਖੰਡ ਤਟ	Mal:Kartposisjon Elfenbenskysten
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਬੁਰਕੀਨਾ ਫ਼ਾਸੋ	Mal:Kartposisjon Burkina Faso
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਘਾਨਾ	Mal:Kartposisjon Ghana
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਟੋਗੋ	Mal:Kartposisjon Togo
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਬੇਨਿਨ	Mal:Kartposisjon Benin
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਨਾਈਜੀਰੀਆ	Mal:Kartposisjon Nigeria
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਕੈਮਰੂਨ	Mal:Kartposisjon Kamerun
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਮੱਧ ਅਫ਼ਰੀਕੀ ਗਣਰਾਜ	Mal:Kartposisjon Den sentralafrikanske republikk
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਭੂ-ਮੱਧ ਰੇਖਾਈ ਗਿਨੀ	Mal:Kartposisjon Ekvatorial-Guinea
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਗਬਾਨ	Mal:Kartposisjon Gabon
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਕਾਂਗੋ ਗਣਰਾਜ	Mal:Kartposisjon Republikken Kongo
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਕਾਂਗੋ ਲੋਕਤੰਤਰੀ ਗਣਰਾਜ	Mal:Kartposisjon Den demokratiske republikken Kongo
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਯੁਗਾਂਡਾ	Mal:Kartposisjon Uganda
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਕੀਨੀਆ	Mal:Kartposisjon Kenya
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਰਵਾਂਡਾ	Mal:Kartposisjon Rwanda
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਬੁਰੂੰਡੀ	Mal:Kartposisjon Burundi
ਫਰਮਾ:Location map ਤਨਜ਼ਾਨੀਆ	Mal:Kartposisjon Tanzania
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਮੋਜ਼ੈਂਬੀਕ	Mal:Kartposisjon Mosambik
ਫਰਮਾ:Location map ਮਲਾਵੀ	Mal:Kartposisjon Malawi
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਜ਼ਾਂਬੀਆ	Mal:Kartposisjon Zambia
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਅੰਗੋਲਾ	Mal:Kartposisjon Angola
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਬੋਤਸਵਾਨਾ	Mal:Kartposisjon Botswana
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਜ਼ਿੰਬਾਬਵੇ	Mal:Kartposisjon Zimbabwe
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਦੱਖਣੀ ਅਫਰੀਕਾ	Mal:Kartposisjon Sør-Afrika
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਸਵਾਜ਼ੀਲੈਂਡ	Mal:Kartposisjon Swaziland
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਕਾਮਾਰੋਸ	Mal:Kartposisjon Komorene
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਮਾਦਾਗਾਸਕਰ	Mal:Kartposisjon Madagaskar
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਮਾਰੀਸ਼ਸ	Mal:Kartposisjon Mauritius
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਸੇਸ਼ੈਲ	Mal:Kartposisjon Seychellene
ਕੁਰਸੀ	Stol
ਅੰਤਰਾਸ਼ਟਰੀ ਮਿਆਰੀਕਰਣ ਸੰਘ	ISO
ਸ਼ੀ ਚਿਨਪਿੰਙ	Xi Jinping
ਅਲਿਫ਼	Alef
ਜਿਰਾਫ਼	Sjiraff
ਕੁਐਂਕਾ	Cuenca (Spania)
ਪ੍ਰੋਵਾਂਸ-ਆਲਪ-ਅਸਮਾਨੀ ਤਟ	Provence-Alpes-Côte d'Azur
ਸ਼ੈਨਜ਼ੈਨ	Shenzhen
ਸੋਵੀਅਤ ਯੂਨੀਅਨ	Sovjetunionen
ਮਦੁਰਈ ਜ਼ਿਲਾ	Madurai (distrikt)
ਸ਼ਿਵਗੰਗਾ	Sivaganga (distrikt)
ਤਿਰੂਨੇਲਵੇਲੀ ਜ਼ਿਲਾ	Tirunelveli (distrikt)
ਅਨੰਤਪੁਰ ਜ਼ਿਲਾ	Anantapur (distrikt)
ਪੇਪੜੀ (ਭੋਂ ਵਿਗਿਆਨ)	Jordskorpen
ਪਿਘਲਣ ਦਰਜਾ	Smeltepunkt
ਕੈਮਰਾ	Kamera
ਪੂਰਬ ਗੋਦਾਵਰੀ ਜ਼ਿਲਾ	East Godavari (distrikt)
ਹੈਦਰਾਬਾਦ ਜ਼ਿਲ੍ਹਾ	Hyderabad (distrikt)
ਕਡੱਪਾ ਜ਼ਿਲਾ	YSR Kadapa (distrikt)
ਖੰਮਮ ਜ਼ਿਲਾ	Khammam (distrikt)
ਕਰੀਮਨਗਰ ਜ਼ਿਲਾ	Karimnagar (distrikt)
ਮਹਬੂਬਨਗਰ ਜ਼ਿਲਾ	Mahbubnagar (distrikt)
ਕੁਰਨੂਲ ਜ਼ਿਲਾ	Kurnool (distrikt)
ਕ੍ਰਿਸ਼ਣਾ ਜ਼ਿਲਾ	Krishna (distrikt)
ਨੇੱਲੋਰ ਜ਼ਿਲਾ	Sri Amarajeevi Potti Sri Ramulu Nellore (distrikt)
ਨਲਗੋਂਡਾ ਜ਼ਿਲਾ	Nalgonda (distrikt)
ਮੇਦਕ ਜ਼ਿਲਾ	Medak (distrikt)
ਰੰਗਾਰੇੱਡੀ ਜ਼ਿਲਾ	Rangareddi (distrikt)
ਪ੍ਰਕਾਸਮ ਜ਼ਿਲਾ	Prakasam (distrikt)
ਨਿਜ਼ਾਮਾਬਾਦ ਜ਼ਿਲਾ	Nizamabad (distrikt)
ਵਿਜੈਨਗਰਮ ਜ਼ਿਲਾ	Vizianagaram (distrikt)
ਵਿਸ਼ਾਖਾਪਟਨਮ ਜ਼ਿਲਾ	Visakhapatnam (distrikt)
ਸ਼ਰੀਕਾਕੁਲਮ ਜ਼ਿਲਾ	Srikakulam (distrikt)
ਵਾਰੰਗਲ ਜ਼ਿਲਾ	Warangal (distrikt)
ਪੱਛਮ ਗੋਦਾਵਰੀ ਜ਼ਿਲਾ	West Godavari (distrikt)
ਜਾਰਵਿਸ ਖਾੜੀ ਰਾਜਖੇਤਰ	Jervis Bay Territory
ਕਾਥੇਰੇਸ, ਸਪੇਨ	Cáceres (Spania)
ਸੇਗੋਵੀਆ	Segovia
ਆਵੀਲਾ, ਸਪੇਨ	Ávila
ਸਾਲਾਮਾਨਕਾ	Salamanca
ਅਨਾਪਾ	Anapa
ਅਬਿੰਸਕ	Abinsk
ਸੀ (ਪ੍ਰੋਗਰਾਮਿੰਗ ਭਾਸ਼ਾ)	C (programmeringsspråk)
ਬਾਈਆਨ ਮੁਨਸ਼ਨ ਫੁੱਟਬਾਲ ਕਲੱਬ	FC Bayern München
ਪੈਰ	Fot (kroppsdel)
ਏਮੀਲ ਦੁਰਖਿਮ	Émile Durkheim
ਮੋਨਤੈਸਕੀਉ	Charles Montesquieu
ਬੇ (ਸਿਰਿਲਿਕ)	Б
ਆ (ਸਿਰਿਲਿਕ)	А
ਗੇ (ਸਿਰਿਲਿਕ)	Г
ਡੇ (ਸਿਰਿਲਿਕ)	Д
ਵੇ (ਸਿਰਿਲਿਕ)	В
ਉੱਪਰ ਨੂੰ ਮੁੜਿਆ ਗੇ (ਸਿਰਿਲਿਕ)	Ґ
ਮਿਦੀ-ਪੀਰੇਨੇ	Midi-Pyrénées
ਫ਼ਰਾਂਸ਼-ਕੋਂਤੇ	Franche-Comté
ਬਰੂਸ-ਲੀ	Bruce Lee
ਬੂਸਾਨ	Busan
ਵਰਮਾਂਟ	Vermont
ਸਾਨ ਦੀਏਗੋ	San Diego
ਸਾਨ ਹੋਜ਼ੇ, ਕੈਲੀਫ਼ੋਰਨੀਆ	San Jose
ਡੈਨਵਰ	Denver
ਹੂਸਟਨ	Houston
ਫ਼ੀਨਿਕਸ	Phoenix
ਡਾਲਸ	Dallas
ਫ਼ੋਰਟ ਵਰਥ	Fort Worth
ਆਸਟਿਨ, ਟੈਕਸਸ	Austin
ਸ਼ਾਰਲਟ, ਉੱਤਰੀ ਕੈਰੋਲੀਨਾ	Charlotte (Nord-Carolina)
ਕਲੰਬਸ, ਓਹਾਇਓ	Columbus (Ohio)
ਜੈਕਸਨਵਿਲ, ਫ਼ਲੌਰਿਡਾ	Jacksonville
ਗੁਆਂਗਜ਼ੂ	Guangzhou
ਗੁਆਮ	Guam
ਅਮਰੀਕੀ ਸਮੋਆ	Amerikansk Samoa
ਉੱਤਰੀ ਮਰੀਆਨਾ ਟਾਪੂ	Nord-Marianene
ਨਾਨਜਿੰਗ	Nanjing
ਐਡਗਰ ਐਲਨ ਪੋ	Edgar Allan Poe
ਕੁਸਤੁਨਤੁਨੀਆ	Konstantinopel
ਹਸਪਤਾਲ	Sykehus
ਹੇਠਲੀ ਨੋਰਮਾਂਦੀ	Basse-Normandie
ਉਰੂਮਕੀ	Ürümqi
ਉਤਲੀ ਨੋਰਮਾਂਦੀ	Haute-Normandie
ਗਿਰਜਾ	Kirke
ਉੱਤਰ-ਕਾਲੇ ਦਾ ਪਣਜੋੜ	Nord-Pas-de-Calais
ਪੇ ਡ ਲਾ ਲੁਆਰ	Pays de la Loire
ਲਾਂਗਡੋਕ-ਰੂਸੀਓਨ	Languedoc-Roussillon
ਪੋਆਤੂ-ਸ਼ਾਰੌਂਤ	Poitou-Charentes
ਗੁਆਡਲੂਪ	Guadeloupe
ਮਾਰਟੀਨੀਕ	Martinique
ਮੈਯੋਤ	Mayotte
ਰੇਊਨੀਓਂ	Réunion
ਬੈਕਸਟਰੀਟ ਬੌਇਜ਼	Backstreet Boys
ਬਾਰਸੀਲੋਨਾ ਵੱਡਾ ਗਿਰਜਾਘਰ	Katedralen i Barcelona
ਰੋਮਨ ਗਣਤੰਤਰ	Den romerske republikk
ਜਿਓਵਾਨੀ ਬੇਲੀਨੀ	Giovanni Bellini
ਫ਼ਿਲਪੀਨੀ ਪੀਸੋ	Filippinsk peso
ਤਿੱਬਤ	Tibet
ਮਾਫੀਆ (ਪਾਰਟੀ ਖੇਡ)	Mafia (spill)
ਚੱਕਰ	Sirkel
14ਵੇਂ ਦਲਾਈ ਲਾਮਾ	Tenzin Gyatso
ਚੀਨ ਦੀ ਕਮਿਊਨਿਸਟ ਪਾਰਟੀ	Det kinesiske kommunistiske parti
ਮੋਬਾਈਲ ਫ਼ੋਨ	Mobiltelefon
ਸਟੀਵਨ ਹਾਕਿੰਗ	Stephen Hawking
ਸਿਧਾਂਤ	Teori
ਅਰਾਗਤਸੋਤਨ	Aragatsotn
ਸੈਕਰਾਮੈਂਟੋ, ਕੈਲੀਫ਼ੋਰਨੀਆ	Sacramento
੧੯੨੫	1925
੧੯੨੭	1927
ਮਾਨਚੈਸਟਰ	Manchester
ਤੁਰਕ ਅਤੇ ਕੇਕੋਸ ਟਾਪੂ	Turks- og Caicosøyene
ਵਿਟਾਮਿਨ ਏ	Vitamin A
ਫੈਲਾਉ	Stråling
ਮਿਆਰੀ ਨਮੂਨਾ	Standardmodellen
ਸਿਧਾਂਤਕ ਭੌਤਿਕ ਵਿਗਿਆਨ	Teoretisk fysikk
ਨਿਊ ਇੰਗਲੈਂਡ	New England
ਬਰਥਾ ਵੌਨ ਸੁੱਟਨਰ	Bertha von Suttner
ਸ਼ੈਫ਼ੀਲਡ ਫੁੱਟਬਾਲ ਕਲੱਬ	Sheffield FC
ਬਘਿਆੜ	Ulv
ਰੂਪਕ-ਕਥਾ	Allegori
ਖਿੱਦੋ	Ball
ਡਗਲਸ, ਮੈਨ ਟਾਪੂ	Douglas (Man)
1955	1955
1954	1954
੧੯੫੩	1953
੧੯੫੧	1951
੧੯੫੦	1950
੧੯੪੬	1946
1943	1943
1942	1942
1940	1940
1939	1939
1938	1938
1937	1937
੧੯੩੬	1936
ਮੈਨਚੈਸਟਰ ਯੂਨਾਈਟਡ ਫੁੱਟਬਾਲ ਕਲੱਬ	Manchester United FC
੧੯੩੫	1935
ਸਵਾਨਜ਼ੀ ਸਿਟੀ ਐਸੋਸੀਏਸ਼ਨ ਫੁੱਟਬਾਲ ਕਲੱਬ	Swansea City AFC
ਮਿਡਲਸਬਰੋ ਫੁੱਟਬਾਲ ਕਲੱਬ	Middlesbrough FC
ਕਾਰਡਿਫ਼ ਸਿਟੀ ਫੁੱਟਬਾਲ ਕਲੱਬ	Cardiff City FC
ਫ਼ੁਲਹਮ ਫੁੱਟਬਾਲ ਕਲੱਬ	Fulham FC
ਐਸਟਨ ਵਿਲਾ ਫੁੱਟਬਾਲ ਕਲੱਬ	Aston Villa FC
1934	1934
ਨਿਊਕੈਸਲ ਯੂਨਾਈਟਡ ਫੁੱਟਬਾਲ ਕਲੱਬ	Newcastle United FC
ਨਾਰਵਿਚ ਸਿਟੀ ਫੁੱਟਬਾਲ ਕਲੱਬ	Norwich City FC
ਕਵੀਨਜ਼ ਪਾਰਕ ਰੇਂਜਰਜ਼ ਫੁੱਟਬਾਲ ਕਲੱਬ	Queens Park Rangers FC
੧੯੩੩	1933
ਰੀਡਿੰਗ ਫੁੱਟਬਾਲ ਕਲੱਬ	Reading FC
ਸਾਊਥਹੈਂਪਟਨ ਫੁੱਟਬਾਲ ਕਲੱਬ	Southampton FC
ਸਟੋਕ ਸਿਟੀ ਫੁੱਟਬਾਲ ਕਲੱਬ	Stoke City FC
ਸੰਡਰਲੈਂਡ ਐਸੋਸੀਏਸ਼ਨ ਫੁੱਟਬਾਲ ਕਲੱਬ	Sunderland AFC
ਟੌਟਨਹਮ ਹੌਟਸਪਰ ਫੁੱਟਬਾਲ ਕਲੱਬ	Tottenham Hotspur FC
1932	1932
ਵੈਸਟ ਬਰੌਮਿਚ ਐਲਬੀਅਨ ਫੁੱਟਬਾਲ ਕਲੱਬ	West Bromwich Albion FC
ਵਿਗਨ ਅਥਲੈਟਿਕ ਫੁੱਟਬਾਲ ਕਲੱਬ	Wigan Athletic FC
1931	1931
੧੯੩੦	1930
1929	1929
ਪਿਓਂਗਯਾਂਗ	Pyongyang
ਅਨਾਤੋਲੀ ਲੂਨਾਚਾਰਸਕੀ	Anatolij Lunatsjarskij
ਜੀ ਪੀ ਐੱਸ	NAVSTAR Global Positioning System
ਕਾਕਸ	Kaukasia
ਅਕਾਦਮੀ ਇਨਾਮ	Oscar
ਸੈਮੂਅਲ ਪੀ ਹੰਟਿੰਗਟਨ	Samuel P. Huntington
ਅਕੇਂਦਰੀ ਜੀਵ	Prokaryoter
ਸੁਕੇਂਦਰੀ ਜੀਵ	Eukaryoter
ਬਿੱਛੂ	Skorpioner
ਜਾਰਜ ਬਰਨਾਰਡ ਸ਼ਾ	George Bernard Shaw
ਨੈਸ਼ਨਲ ਪੀਪਲਜ਼ ਕਾਂਗਰਸ ਦੀ ਸਥਾਈ ਕਮੇਟੀ	Den nasjonale folkekongress' stående komite
ਫੀਫਾ ਵਿਸ਼ਵ ਕੱਪ	Verdensmesterskapet i fotball
ਬਰਮਿੰਘਮ ਸਿਟੀ ਫੁੱਟਬਾਲ ਕਲੱਬ	Birmingham City FC
ਬਲੈਕਬਰਨ ਰੋਵਾਰਸ ਫੁੱਟਬਾਲ ਕਲੱਬ	Blackburn Rovers FC
ਬਲੈਕਪੂਲ ਫੁੱਟਬਾਲ ਕਲੱਬ	Blackpool FC
ਬੋਲਟਨ ਵਾਨਦੇਰੇਰਸ ਫੁੱਟਬਾਲ ਕਲੱਬ	Bolton Wanderers FC
ਬ੍ਰਾਇਟਨ ਅਤੇ ਹੋਵ ਐਲਬੀਅਨ ਫੁੱਟਬਾਲ ਕਲੱਬ	Brighton & Hove Albion FC
ਬਰਨਲੀ ਫੁੱਟਬਾਲ ਕਲੱਬ	Burnley FC
ਚਾਰਲਟਨ ਅਥਲੈਟਿਕ ਫੁੱਟਬਾਲ ਕਲੱਬ	Charlton Athletic FC
ਕ੍ਰਿਸਟਲ ਪੈਲਸ ਫੁੱਟਬਾਲ ਕਲੱਬ	Crystal Palace FC
ਡਰਬੀ ਕਾਊਂਟੀ ਫੁੱਟਬਾਲ ਕਲੱਬ	Derby County FC
ਹਡਰਜ਼ਫ਼ੀਲਡ ਟਾਊਨ ਫੁੱਟਬਾਲ ਕਲੱਬ	Huddersfield Town FC
ਹਲ਼ ਸਿਟੀ ਐਸੋਸੀਏਸ਼ਨ ਫੁੱਟਬਾਲ ਕਲੱਬ	Hull City AFC
ਲੈਸਟਰ ਸਿਟੀ ਫੁੱਟਬਾਲ ਕਲੱਬ	Leicester City FC
ਮਿੱਲਵਾਲ ਫੁੱਟਬਾਲ ਕਲੱਬ	Millwall FC
ਨੌਟਿੰਘਮ ਫ਼ਾਰਸਟ ਫੁੱਟਬਾਲ ਕਲੱਬ	Nottingham Forest FC
ਸ਼ੈਫ਼ੀਲਡ ਵੈੱਡਨਸਡੇ ਫੁੱਟਬਾਲ ਕਲੱਬ	Sheffield Wednesday FC
ਵੁਲਵਰਹੈਂਪਟਨ ਵਾਨਦੇਰੇਰਸ ਫੁੱਟਬਾਲ ਕਲੱਬ	Wolverhampton Wanderers FC
ਲੀਲ ਓਲੰਪੀਕ	Lille OSC
ਸੰਤ-ਏਤੀਐੱਨ ਫੁੱਟਬਾਲ ਕਲੱਬ	AS Saint-Étienne
ਮਾਇਆ ਐਂਜਲੋ	Maya Angelou
ਐਸੋਸੀਏਸ਼ਨ ਫੁੱਟਬਾਲ ਕਲੱਬ ਬੋਰਨਮਥ	AFC Bournemouth
ਬਰੈਂਟਫ਼ੋਰਡ ਫੁੱਟਬਾਲ ਕਲੱਬ	Brentford FC
ਗੋਰੀ	Gori
ਕੈੱਲਟਿਕ ਫੁੱਟਬਾਲ ਕਲੱਬ	Celtic FC
ਧਾਤਨੁਮਾ	Halvmetall
ਰੇਂਜਰਜ਼ ਫੁੱਟਬਾਲ ਕਲੱਬ	Rangers FC
ਅਧਾਤ	Ikke-metall
ਐਫ. ਸੀ. ਤਵੇਨਤੇ	FC Twente
ਨੋਬਲ ਗੈਸ	Edelgass
੫	5
੪	4
3	3
੨	2
ਬੁਖ਼ਾਰੈਸਟ	București
ਅਲ ਗੋਰ	Al Gore
ਲੂਵਰ ਅਜਾਇਬਘਰ	Louvre
ਥੇਮਜ਼ ਦਰਿਆ	Themsen
ਤਿਰਾਨਾ	Tirana
ਵੇਈ ਨਦੀ	Wye
੧੯੨੮	1928
ਜੀ-20	G20
ਪੁਰਾਣਾ ਨੇਮ	Det gamle testamente
ਕ੍ਰਿਸਮਸ	Jul
ਰੋਮਾਂਸ ਭਾਸ਼ਾਵਾਂ	Romanske språk
ਤਿਕੋਨ	Trekant
ਲੀਪ ਸਾਲ	Skuddår
ਸਟੀਵ ਜੌਬਜ਼	Steve Jobs
ਲੇਡੀ ਗਾਗਾ	Lady Gaga
ਹਿੰਦ-ਯੂਰਪੀ ਭਾਸ਼ਾ-ਪਰਵਾਰ	Indoeuropeiske språk
ਗੋਦੋ ਦੀ ਉਡੀਕ	Mens vi venter på Godot
ਮੁਆਮਰ ਗੱਦਾਫ਼ੀ	Muammar al-Gaddafi
ਸ਼ੇਰ	Tiger
ਨੀਸਾਨ	Nissan
ਸੈਮਸੰਗ	Samsung
ਇਨਚਨ	Incheon
ਸਕੈਂਡੀਨੇਵੀਆ	Skandinavia
ਕਿਸ਼ਨਾਓ	Chișinău
ਸਮਾਜ ਵਿਗਿਆਨ	Sosiologi
ਅਰੂਬਾ	Aruba
ਕੌਮਾਂਤਰੀ ਧੁਨਾਤਮਕ ਵਰਨਮਾਲਾ	Det internasjonale fonetiske alfabetet
ਓਡੀਸ਼ਾ	Odisha
ਪੰਜਾਬ, ਭਾਰਤ	Punjab (India)
ਸਮਾਰਟਫ਼ੋਨ	Smarttelefon
ਯਹੂਦੀ-ਵਿਰੋਧ	Antisemittisme
ਕੱਚਾ ਤੇਲ	Petroleum
ਭੂਗੋਲਕ ਗੁਣਕ ਪ੍ਰਬੰਧ	Geografiske koordinater
ਬਹਾਈ ਧਰਮ	Bahá'í
ਬੈਂਕ	Bank
ਬੋਲਣ ਦੀ ਆਜ਼ਾਦੀ	Ytringsfrihet
ਮਰੂਆ	Merian
ਪਾਰਕ	Park
ਗੁਫ਼ਾ ਦਾ ਰੂਪਕ	Platons hulelignelse
ਨੌਟਿੰਘਮਸ਼ਰ	Nottinghamshire
੧	1
ਲੂ ਸ਼ੁਨ	Lu Xun
ਬਰਿਸਟਲ	Bristol
ਅਬਖ਼ਾਜ਼ੀਆ	Abkhasia
ਸਾਲਟ ਲੇਕ ਸਿਟੀ	Salt Lake City
ਅੱਠ	8 (tall)
ਬਰਫ਼	Is
ਝੀਲ	Innsjø
ਲਸਣ	Hvitløk
ਲਾਲ ਸਮੁੰਦਰ	Rødehavet
ਖੀਰਾ	Agurk
ਦੱਖਣੀ ਓਸੈਤੀਆ	Sør-Ossetia
ਉਲਾਨ ਬਤੋਰ	Ulan Bator
ਅਰਨੈਸਟ ਹੈਮਿੰਗਵੇ	Ernest Hemingway
ਐਡਿਨਬਰਾ	Edinburgh
ਅਸ਼ਗ਼ਾਬਾਤ	Asjkhabad
ਟਾਪੂ	Øy
ਚਿੱਟਾ	Hvit
੪੭੬	476
ਮਾਰਸੇਈ	Marseille
ਟਮਾਟਰ	Tomat
ਬਾਲਕਨ	Balkan
ਸਲਾਵੀ ਭਾਸ਼ਾਵਾਂ	Slaviske språk
ਭੂ-ਮੱਧ ਰੇਖਾ	Ekvator
ਸੇਲੇਨ	Selena
ਨਾਸਾ	NASA
ਬੇਨੀਤੋ ਮੁਸੋਲੀਨੀ	Benito Mussolini
ਪਾਡਗੋਰਿਤਸਾ	Podgorica
ਗੇਮ ਆਫ਼ ਥਰੋਨਜ਼	Game of Thrones (TV-serie)
500	500
੧੫੦	150
ਸ਼ਬਦਕੋਸ਼	Ordbok
ਐੱਚ.ਬੀ.ਓ.	HBO
ਬਰਮੂਡਾ	Bermuda
ਸਿਰ	Hode
ਵੈਲਿੰਗਟਨ	Wellington
ਉੱਤਰੀ ਸਾਈਪ੍ਰਸ	Nord-Kypros
੧੨੦	120
ਕੌਮੀ ਗੀਤ	Nasjonalsang
ਰੋਵਨ ਐਟਕਿਨਸਨ	Rowan Atkinson
ਲਾਸ ਵੇਗਸ	Las Vegas
ਫ਼ਲਸਤੀਨੀ ਇਲਾਕੇ	Palestina (område)
ਵਲੈਟਾ	Valletta
ਪਰਮਾਣੂ ਸੰਖਿਆ	Atomnummer
ਅਲਫ਼ਰੈਡ ਨੋਬਲ	Alfred Nobel
੨੦੦	200
ਜਾਰਜ ਤੀਮੋਥੀ ਕਲੂਨੀ	George Clooney
127	127
੧੦੪	104
102	102
100	100
ਮੁਰਦਾ ਸਮੁੰਦਰ	Dødehavet
ਚੀਤਾ	Gepard
੧੨੬	126
੧੦੧	101
੧੦੫	105
੧੦੮	108
117	117
੧੧੫	115
ਕੋਲਾ	Kull
153	153
156	156
ਵੈਨਕੂਵਰ	Vancouver
੩੦੧	301
116	116
੩੩੦	330
੧੬੫	165
੨੦੩	203
222	222
੧੬੦	160
ਲਿਵਰਪੂਲ	Liverpool
੪੭੭	477
ਲਘੂ ਫ਼ਿਲਮ	Kortfilm
