Aprika	Afrika
Grup:Yusa hu-N	Kategori:Bruker hu-N
Grup:Yusa ja	Kategori:Bruker ja
Grup:Yusa th	Kategori:Bruker th
Grup:Yusa fr-3	Kategori:Bruker fr-3
Grup:Yusa ja-3	Kategori:Bruker ja-3
Grup:Yusa pl-1	Kategori:Bruker pl-1
Grup:Yusa fr-2	Kategori:Bruker fr-2
Grup:Yusa hu-2	Kategori:Bruker hu-2
Grup:Yusa it-2	Kategori:Bruker it-2
Grup:Yusa ja-2	Kategori:Bruker ja-2
Grup:Yusa fr-N	Kategori:Bruker fr-N
Grup:Yusa ru-N	Kategori:Bruker ru-N
Grup:Ol kapitol bilong Osenia	Kategori:Hovedsteder i Oseania
Grup:Yusa ca	Kategori:Bruker ca
Grup:Yusa ca-1	Kategori:Bruker ca-1
Grup:Ailan	Kategori:Øyer
Grup:Quang Binh provins	Kategori:Quang Binh
Grup:Yusa sk-N	Kategori:Bruker sk-N
Grup:Yusa de	Kategori:Bruker de
Grup:Yusa de-2	Kategori:Bruker de-2
Grup:Yusa de-3	Kategori:Bruker de-3
Grup:Yusa de-N	Kategori:Bruker de-N
Grup:Yusa dsb	Kategori:Bruker dsb
Grup:Yusa dsb-1	Kategori:Bruker dsb-1
Grup:Yusa el	Kategori:Bruker el
Grup:Yusa el-N	Kategori:Bruker el-N
Grup:Yusa en-0	Kategori:Bruker en-0
Grup:Yusa en-3	Kategori:Bruker en-3
Grup:Yusa en-N	Kategori:Bruker en-N
Grup:Yusa eo-1	Kategori:Bruker eo-1
Grup:Yusa eo-2	Kategori:Bruker eo-2
Grup:Yusa eo-3	Kategori:Bruker eo-3
Grup:Yusa eo-4	Kategori:Bruker eo-4
Grup:Yusa es	Kategori:Bruker es
Grup:Yusa es-1	Kategori:Bruker es-1
Grup:Yusa eu	Kategori:Bruker eu
Grup:Yusa eu-1	Kategori:Bruker eu-1
Grup:Yusa hsb	Kategori:Bruker hsb
Grup:Yusa hsb-1	Kategori:Bruker hsb-1
Grup:Yusa hu	Kategori:Bruker hu
Grup:Yusa hu-1	Kategori:Bruker hu-1
Grup:Yusa hu-3	Kategori:Bruker hu-3
Grup:Politikis long kantri	Kategori:Politikk etter område
Grup:Yusa it	Kategori:Bruker it
Grup:Yusa it-1	Kategori:Bruker it-1
Grup:Yusa ja-1	Kategori:Bruker ja-1
Grup:Ol stet bilong Ol Yunaitet Stet	Kategori:USAs delstater
Grup:Ol provins bilong Vietnam	Kategori:Vietnams provinser
Templet:Ol provins bilong Papua Niugini	Mal:Papua Ny-Guineas provinser
Grup:Ol provins bilong Papua Niugini	Kategori:Papua Ny-Guineas provinser
Grup:Lukluk bilong manmeri	Kategori:Syn
Grup:Yusa ru-1	Kategori:Bruker ru-1
Wikipedia:Babel	Wikipedia:Babel
Templet:Tdeprecated	Mal:Utdatert mal
Templet:Cc-by-sa-1.0	Mal:Cc-by-sa-1.0
Templet:·wrap	Mal:·wrap
Templet:User sv-1	Mal:Bruker sv-1
Templet:Babel bokis-2	Mal:Babel2
Grup:Ol siti na taun bilong Polan	Kategori:Byer i Polen
Grup:7	Kategori:7
Grup:Saiens long Manmeri na Ples	Kategori:Samfunnsvitenskap
Grup:Ol tokples bilong Esia	Kategori:Språk i Asia
Grup:Ol kantri long Aprika	Kategori:Land i Afrika
Grup:Yusa ru	Kategori:Bruker ru
Grup:Yusa ru-2	Kategori:Bruker ru-2
Grup:Yusa ru-3	Kategori:Bruker ru-3
Grup:Yusa ru-4	Kategori:Bruker ru-4
Grup:Yusa th-1	Kategori:Bruker th-1
Grup:Yusa vi	Kategori:Bruker vi
Templet:Spaces	Mal:Mellomrom
Templet:Lang	Mal:Språk
Templet:Template example row	Mal:Template example row
Templet:Nowrap end	Mal:Nowrap end
Templet:As of	Mal:As of
Templet:Coord/dec2dms/dm	Mal:Koord/dec2dms/dm
Grup:Vemont	Kategori:Vermont
Grup:Kolorado	Kategori:Colorado
Templet:Merge	Mal:Fletting
Templet:User no-1	Mal:Bruker no-1
Templet:User ru-1	Mal:Bruker ru-1
Grup:Ubuntu	Kategori:Ubuntu
Grup:Manmeri bilong Belaras	Kategori:Hviterussere
Grup:Intanet kod	Kategori:Nasjonale toppnivådomener
Grup:User no-2	Kategori:Bruker no-2
Grup:User no	Kategori:Bruker no
Grup:Armenia	Kategori:Armenia
Grup:Bhutan	Kategori:Bhutan
Grup:Ples balus	Kategori:Flyplasser
Grup:Not Koria	Kategori:Nord-Korea
Grup:Manmeri bilong Nauru	Kategori:Nauruere
Grup:Manmeri bilong Ostrelia	Kategori:Australiere
Grup:Vanuatu	Kategori:Vanuatu
Grup:Korea	Kategori:Korea
Grup:Papua Niugini	Kategori:Papua Ny-Guinea
Grup:Ol kantri long Pasifik	Kategori:Land i Oseania
Grup:Ol kantri long Not Amerika	Kategori:Land i Nord-Amerika
Grup:Ol tokples bilong Yurop	Kategori:Språk i Europa
Grup:Ol Abus	Kategori:Dyr
Grup:Ol kantri long Saut Amerika	Kategori:Land i Sør-Amerika
Grup:Ol bokis bilong musik	Kategori:Musikkinstrumenter
Grup:Piano	Kategori:Piano
Grup:Ol kapitol bilong kantri	Kategori:Hovedsteder
Grup:Akiolosi	Kategori:Arkeologi
Grup:Ilektrisiti	Kategori:Elektrisitet
Grup:Yusa pl	Kategori:Bruker pl
Grup:Famili	Kategori:Familie
Templet:Infobokis Tokples	Mal:Infoboks språk
Grup:Osenia	Kategori:Oseania
Grup:Ol tokples bilong Osenia	Kategori:Språk i Oseania
Grup:Ol kapitol bilong Not Amerika	Kategori:Hovedsteder i Nord-Amerika
Grup:Kalsa bilong Papua Niugini	Kategori:Papuansk kultur
Grup:Ol kapitol bilong Yurop	Kategori:Hovedsteder i Europa
Grup:Ol kapitol bilong Esia	Kategori:Hovedsteder i Asia
Grup:Ol tokples bilong Vanuatu	Kategori:Språk på Vanuatu
Grup:Ol tokples bilong Papua Niugini	Kategori:Språk på Papua Ny-Guinea
Templet:CompactTOC	Mal:KompaktTOC
Templet:If pagename	Mal:If pagename
Trojany	Trojany
Grup:Ol kantri long Esia	Kategori:Land i Asia
Grup:Wikipedia semi-protected templates	Kategori:Wikipedia semibeskyttede maler
Templet:Sister	Mal:Søster
Grup:Ol kantri long Sentrel Amerika	Kategori:Land i Sentral-Amerika
Grup:Aialan	Kategori:Irland
Grup:Linux	Kategori:Linux
Grup:Tebol bilong ol elemen	Kategori:Periodesystemet
Grup:Kala	Kategori:Farge
Grup:Ol yunit bilong taim	Kategori:Tidsenheter
Grup:Ol siti na taun	Kategori:Byer
Grup:Yusa en-1	Kategori:Bruker en-1
Grup:Yusa de-1	Kategori:Bruker de-1
Grup:Protected templates	Kategori:Wikipedia beskyttede maler
Templet:Nowrap begin	Mal:Nowrap begin
Templet:Start date	Mal:Startdato
Templet:Tim	Mal:Tim
Templet:Style/IPA	Mal:Style/IPA
Templet:Style/yid	Mal:Style/yid
Templet:Scinote/e	Mal:Scinote/e
Templet:Country data Cameroon	Mal:Flagg/Kamerun
Sipesol:Nupela senis	Spesial:Siste endringer
