Africa	Afrika
Administer aeroplani	Kabinpersonale
Fanum Sancti Peregrini (Italia)	San Pellegrino Terme
Seriatum	Seriate
Thebae (Aegyptus)	Theben (Egypt)
Pumilio fusca	Brun dverg
Duodecim dei Olympici	De tolv olympiske guder
Marrochium	Marrakech
Maria Wollstonecraft	Mary Wollstonecraft
Hadron	Hadron
Pulveris hauritorium	Støvsuger
Pinaceae	Furufamilien
Altare	Alter
Caietanus Donizetti	Gaetano Donizetti
Convallaria majalis	Liljekonvall
Certamen Mundanum Pedilusorium (1998)	VM i fotball 1998
Benedictus Mandelbrot	Benoît Mandelbrot
Certamen Mundanum Pedilusorium (1994)	VM i fotball 1994
Clusura tractilis	Glidelås
Marcellus II	Marcellus II
Winona Ryder	Winona Ryder
Iglu	Iglo
Magni Luki	Velikije Luki
Periodus (systema periodicum)	Periodesystemets perioder
Calvinismus	Kalvinisme
VfL Wolfsburg	VfL Wolfsburg
Gregorius VIII	Gregor VIII
Oligocaenum	Oligocen
Ioachimus de Ribbentrop	Joachim von Ribbentrop
Gonorrhoea	Gonoré
Hugenoti	Hugenotter
Paavo Nurmi	Paavo Nurmi
Verruca	Vorte
Saxones	Saksere
Inflammatio	Betennelse
Gulielmus II (rex Angliae)	Vilhelm II av England
Nexus	Hyperlenke
Fabius Cannavaro	Fabio Cannavaro
Ronaldus Ross	Ronald Ross
Venus	Venus (andre betydninger)
Suffixum	Suffiks
Ars navigandi	Navigasjon
Tove Jansson	Tove Jansson
Eques (medium aevum)	Ridder
Mun Guniong	Moon Geun-young
Liberius	Liberius
Marcellus I	Marcellus
Margareta II (regina Daniae)	Margrethe II av Danmark
Henricus II (rex Angliae)	Henrik II av England
Status normalis	Standard trykk og temperatur
Lingua Limburgica	Limburgsk
FIDE	Fédération internationale des échecs
Aqua dulcis	Ferskvann
Fluidum	Fluid
Vitebscum	Vitebsk
Harry Potter and the Goblet of Fire (pellicula)	Harry Potter og ildbegeret (film)
Harry Potter and the Order of the Phoenix (pellicula)	Harry Potter og Føniksordenen (film)
Harry Potter and the Chamber of Secrets (pellicula)	Harry Potter og mysteriekammeret (film)
Iohannes de Eyck	Jan van Eyck
Titan	Titan
Franciscus Gulielmus Aston	Francis William Aston
Viasma	Vjazma
Urbes Italiae	Byer i Italia
Snorro Sturlaeus	Snorre Sturlason
Socrates (pedilusor Brasilianus)	Sócrates
Demitriovia	Dmitrov
Farrah Fawcett	Farrah Fawcett
Bithomia	Bytom
Pernavia	Pärnu
Alaricus I (rex Visigothorum)	Alarik I
Paulus Berg	Paul Berg
Paulus Delos Boyer	Paul D. Boyer
Festum Octobre	Oktoberfest
Knoppix	Knoppix
Aera Caenozoica	Kenozoikum
Harry Potter and the Philosopher's Stone (pellicula)	Harry Potter og de vises stein (film)
Harry Potter and the Prisoner of Azkaban (pellicula)	Harry Potter og fangen fra Azkaban (film)
Paulus Samuelson	Paul Samuelson
Iacobus Stewart	James Stewart
Hominoidea	Menneskeaper
Sabbatum	Sabbat (jødisk)
Iaroslaus Seifert	Jaroslav Seifert
Evangelista Torricellius	Evangelista Torricelli
Harrietta Beecher Stowe	Harriet Beecher Stowe
Atlas	Atlas
Robertus Falcon Scott	Robert Falcon Scott
Diphthongus	Diftong
Abies Magna	Abetone
Ernestus Borgnine	Ernest Borgnine
Hellaria	Agliana
Sisyphus	Sisyfos
Boianum (Tuscia)	Buggiano
Ecclesiola Audianensis	Chiesina Uzzanese
Ioannes Fichtius	Johann Gottlieb Fichte
Cutilianum	Cutigliano
Lamporeclum	Lamporecchio
Paulus II	Paul II
Larcianum	Larciano
Mariliana	Marliana
Massa Boianensis et Cozzille	Massa e Cozzile
Mons Summanus	Monsummano Terme
Diana Keaton	Diane Keaton
Villianum	Montale (Toscana)
Piscia	Pescia
Biscum	Bijsk
Gazprom	Gazprom
Plebs de Neure	Pieve a Nievole
Numidia	Numidia
Nix (satelles)	Nix (måne)
Hydra (satelles)	Hydra (måne)
Pitellium	Piteglio
Dionysius Hopper	Dennis Hopper
Quadrata (Tuscia)	Quarrata
Castrum Sambuchonis	Sambuca Pistoiese
Ypra	Ieper
Cohors Exercitus Rubri	Rote Armee Fraktion
Marcellopolis	San Marcello Pistoiese
Dr. No	Dr. No (film)
Asovia	Azov
Lixivium	Natriumhydroksid
Ctenophora	Ribbemaneter
Castrum Serravallis (Tuscia)	Serravalle Pistoiese
Abbreviatio	Forkortelse
Audianus	Uzzano
Henricus Moissan	Henri Moissan
Iulius Brynner	Yul Brynner
Iacobus Henricus van ’t Hoff	Jacobus Henricus van 't Hoff
Fridericus Soddy	Frederick Soddy
Elater	Fjær (teknikk)
Tractus bellum	Tautrekking
Michael Müller	Michael Müller
Anicius Manlius Torquatus Severinus Boethius	Boëthius
Apis (genus)	Honningbier
Darius III (rex Persarum)	Dareios III av Persia
Adrochatio	Rokade
Mnemosyne	Mnemosyne
Picti	Piktere
Andromeda (discretiva)	Andromeda
Avant-garde	Avant-garde
Corinthus	Korint
Provincia Gothiae Occidentalis	Västra Götalands län
Iulius I	Julius I
Latona	Leto
Castrum Aiatici	Lajatico
Michael Houellebecq	Michel Houellebecq
Ostrogothi	Østgotere
Stamen (botanice)	Pollenbærer
Laugana	Lahn
Abbas	Abbed
Aether (chemica)	Eter (kjemi)
Australopithecus	Australopithecus
Alatyria	Alatyr (by)
Sisinnius	Sisinnius
Iosephus Martí	José Martí
Volaterrae	Volterra
Odoacer	Odovakar
Jennifer Connelly	Jennifer Connelly
Io	Io
Alphianellum	Alfianello
Amfum	Anfo (Lombardia)
Marinus II	Marinus II
Caelestinus III	Celestin III
Pecus	Bufe
2001: A Space Odyssey	2001: En romodyssé
Beryllus	Beryll
Bellum mundanum	Verdenskrig
Antonius Hofreiter	Anton Hofreiter
Henricus II (imperator)	Henrik II av Det tysk-romerske rike
Alien	Alien – den 8. passasjeren
Macaulay Culkin	Macaulay Culkin
Graviton	Graviton
Lucas Montagnier	Luc Montagnier
Aurora (discretiva)	Aurora
Nicolaus IV	Nikolas IV
Brenum	Breno
Ronaldus Howard	Ron Howard
Glenn Miller	Glenn Miller
Briolum	Brione (Lombardia)
Hallandia	Hallands län
Rovaniemi	Rovaniemi
Hafnarfjörður	Hafnarfjörður
Gaspar Capparoni	Kaspar Capparoni
Eduardus Merckx	Eddy Merckx
Caesaria Évora	Cesária Évora
Donaldus Sutherland	Donald Sutherland
Borussia Orientalis	Østpreussen
Indigenae	Urfolk
Haematologia	Hematologi
Petrus Debye	Peter Debye
Francisca Barré-Sinoussi	Françoise Barré-Sinoussi
Groucho Marx	Groucho Marx
Aage Nicolaus Bohr	Aage Niels Bohr
Iulius Nepos	Julius Nepos
Petrus O'Toole	Peter O'Toole
Alexander Guinness	Alec Guinness
Circinus	Passer
Praefixum telephonicum	Retningsnummer
Praecambricum	Prekambrium
Stephanus Soderbergh	Steven Soderbergh
Aevum Neogenum	Neogen
Carolus Sheen	Charlie Sheen
Buster Keaton	Buster Keaton
Gustavus Stresemann	Gustav Stresemann
Semiramis (regina Assyriorum)	Semiramis
Clio	Kleio
Calliope	Kalliope
Theoria heliocentrica	Heliosentrisme
Melpomene	Melpomene
Clarium	Chiari
Lauren Bacall	Lauren Bacall
Urania (Musa)	Urania
Civitas Camunnorum	Cividate Camuno
Fauna	Fauna
Kirk Douglas	Kirk Douglas
Terpsichore	Terpsikhore
Sydney Poitier	Sidney Poitier
Michael Rooney	Mickey Rooney
Numerus grammaticus	Grammatisk tall
Molde	Molde
Andreas Geim	Andre Geim
Hydroxydatum	Hydroksyl
Unforgiven	Nådeløse menn
Urbanus Le Verrier	Urbain Le Verrier
Aeon Proterozoicus	Proterozoikum
Aeon Archaeanus	Arkeikum
Lilliana Gish	Lillian Gish
Robertus Walpole	Robert Walpole
Paris	Paris (andre betydninger)
Angli	Anglere
Mel Brooks	Mel Brooks
Gingiva	Tannkjøtt
Vulpasium	Voulpaix
Musée maritime fluvial et portuaire de Rouen	Musée maritime fluvial et portuaire de Rouen
Ecclesia Adventistarum Septimi Diei	Syvendedags Adventistsamfunnet
Acidum carbonicum	Karbonsyre
Haroldus Lloyd	Harold Lloyd
Gulielma Holiday	Billie Holiday
Incus (instrumentum)	Ambolt (verktøy)
Dorothea Day	Doris Day
Vadsø	Vadsø
Orion (discretiva)	Orion (andre betydninger)
Ali Machometus Nagib	Mohammed Naguib
Hammaria	Hamar
Erato	Erato
Polyhymnia	Polyhymnia
Forum Calcorium	Forcalquier
Marius Götze	Mario Götze
Gallienus	Gallienus
Eccentricitas	Eksentrisitet
Pomerania	Pommern
Fumisugium	Tobakkspipe
Gangnihessou	Gangnihessou
Paulus Sabatier	Paul Sabatier
Victor Grignard	Victor Grignard
Brussius Beutler	Bruce Beutler
Jack Szostak	Jack Szostak
Andreas Fielding Huxley	Andrew Huxley
Tawakkul Karman	Tawakkul Karman
Luna plena	Fullmåne
Oresundae fretum	Øresund
Vitalis Ginzburg	Vitalij Ginzburg
Bodo Ramelow	Bodo Ramelow
Plebs	Plebeier
Elbinga	Elbląg
Prasia Elysiorum	Zielona Góra
Landsbergum (iuxta Wartam)	Gorzów Wielkopolski
Bielozera	Belozersk
Simon van der Meer	Simon van der Meer
Eduardus Harris	Ed Harris
Michael Collins (astronauta)	Michael Collins (1930)
A Midsummer Night's Dream	En midtsommernattsdrøm
Robertus Edwards	Robert Edwards
Gabriel Fauré	Gabriel Fauré
Hypotenusa	Hypotenus
Limo (Langobardia)	Limone sul Garda
Los Angeles Comitatus	Los Angeles County
Pluvia meteororum	Meteorsverm
Fridericus Gulielmus I (rex Borussiae)	Fredrik Vilhelm I av Preussen
Callao	Callao
Stolpe	Słupsk
Mercia	Kongedømmet Mercia
Austrasia	Austrasia
Theodericus (rex Ostrogothorum)	Teoderik den store
Factio socialis democratica (Suecia)	Sveriges socialdemokratiska arbetareparti
Thomas Clancy	Tom Clancy
Tetragrammaton	Tetragrammet
Translatio membri	Transplantasjon
Bucovina	Bukovina
Daniel Aykroyd	Dan Aykroyd
Carolus Sastre Candil	Carlos Sastre
Iacobus Meyerbeer	Giacomo Meyerbeer
Triton	Triton
Parnassus	Parnassos
Grandis magister (scacus)	Internasjonal stormester i sjakk
Lancastria (domus regnatrix)	Huset Lancaster
Eboracum (domus regnatrix)	Huset York
Praxiteles	Praxiteles
Regnum Occidentalium Saxonum	Wessex
5 Astraea	5 Astraea
Granatum (lapis)	Granat (mineral)
Homi	Ome
Henricus (dux Brunsvicensis)	Henrik Løve
Independence Day (pellicula)	Independence Day (film)
Anthologia	Antologi
Ioannes Henricus Pestalozzi	Johann Heinrich Pestalozzi
Marcus Aemilius Lepidus (triumvir)	Marcus Aemilius Lepidus
Ioannes Denver	John Denver
Macaronesia	Makaronesia
Kennethus Kaunda	Kenneth Kaunda
Radulphus Steinman	Ralph M. Steinman
Capillamentum	Parykk
Michael Indurain	Miguel Indurain
Coniuratio 20 Iulii 1944	20. juli-attentatet
Iulius Hoffmann	Jules A. Hoffmann
Nota Bayeriana	Bayer-betegnelse
Kerberos (satelles)	Kerberos (måne)
Holly Hunter	Holly Hunter
Anna Sophia Robb	AnnaSophia Robb
Ioanna Harlow	Jean Harlow
Cataracta	Sluse
Phoenix (discretiva)	Phoenix (andre betydninger)
Ioannes Updike	John Updike
Homo heidelbergensis	Heidelbergmennesket
Grave metallum	Tungmetall
Stargate (pellicula)	Stargate (film)
Kevin Kline	Kevin Kline
Fumariolum	Fumarole
Hugo Almeida	Hugo Almeida
Ei'ichi Negishi	Ei-ichi Negishi
Wendell Meredith Stanley	Wendell Meredith Stanley
Myrna Loy	Myrna Loy
Pus	Puss
Akira Suzuki	Akira Suzuki
Elo rating	ELO-rating
Mauritius Allais	Maurice Allais
Insula Gomera	La Gomera
Potestas iudicialis	Dømmende makt
Patricius Süskind	Patrick Süskind
Navis oneraria	Lastebåt
Mauritius Chevalier	Maurice Chevalier
Vesper Sanctus	Julaften
Evangelia synoptica	De synoptiske evangelier
Ivo Montand	Yves Montand
Liquefactio	Smelting
Ioanna Moreau	Jeanne Moreau
Armarium	Skap
Simona Signoret	Simone Signoret
Samuel Pepys	Samuel Pepys
Ioannes Bernardus Vieira	João Bernardo Vieira
Laurentius Ulrich	Lars Ulrich
De bello Gallico	Commentarii de Bello Gallico
Aether	Eter
Dionysius Papin	Denis Papin
Ioannes-Theodericus Genscher	Hans-Dietrich Genscher
Index urbium Turciae	Liste over byer i Tyrkia
Martius panis	Marsipan
Stargardia	Stargard Szczeciński
Lignitium	Legnica
Daniel Auteuil	Daniel Auteuil
Dead Poets Society	Dagen er din (film)
Dies Cenae Domini	Skjærtorsdag
Iura	Jura
Isabella Adjani	Isabelle Adjani
Stephanus Kießling	Stefan Kießling
Ioannes Howard Northrop	John Howard Northrop
Punctum triplex	Trippelpunkt
Catharina Deneuve	Catherine Deneuve
Maximus Bruch	Max Bruch
Anna Girardot	Annie Girardot
Oecozona Palaearctica	Palearktis
Adam Riess	Adam G. Riess
Ioannes Grisham	John Grisham
Richardus Heck	Richard F. Heck
Alanus Rickman	Alan Rickman
Philippus Noiret	Philippe Noiret
Constantinus Novoselov	Konstantin Novoselov
Sambo	Sambo (kampsport)
Gerardus Depardieu	Gérard Depardieu
Alanus Delon	Alain Delon
Regolithum	Regolitt
Neustria	Neustria
Isara (Bavaricus)	Isar
Insula Wrangel	Vrangeløya
Henricus Campbell-Bannerman	Henry Campbell-Bannerman
Ahmed Zewail	Ahmed Zewail
Micatio Sinensis	Stein, saks, papir
Ioannes Christianus Bach	Johann Christian Bach
Circulus terrae	Landkreis
Superfluidum	Superfluid
Andreas Wajda	Andrzej Wajda
Unitarianismus	Unitarisme
Martinus Chalfie	Martin Chalfie
Galfridus Linus Goldblum	Jeff Goldblum
Mixticius	Mestis
Iacobus Batcheller Sumner	James B. Sumner
Georgius Porter	George Porter
Regnum Dei	Guds rike
Svenus Magnus Oen Carlsen	Magnus Carlsen
Second Life	Second Life
Saxo Grammaticus	Saxo Grammaticus
Ísafjörður	Ísafjörður
Stregnesia	Strängnäs
Sudermannia	Södermanlands län
Columbus	Columbus
Candice Bergen	Candice Bergen
Saul Perlmutter	Saul Perlmutter
Alania (regio)	Ossetia
Abdoulaye Wade	Abdoulaye Wade
Index urbium Estoniae	Liste over byer i Estland
Evelyn Waugh	Evelyn Waugh
Claudia Cardinale	Claudia Cardinale
Gulielmus @@@u0026Comes@@@u0026 Basie	Count Basie
Christianus Schmidt	Christian Schmidt
Fasti consulum rei publicae	Liste over konsuler i den romerske republikk
Foraminifera	Poredyr
Leymah Gbowee	Leymah Gbowee
Robertus Enke	Robert Enke
42 Isis	42 Isis
43 Ariadne	43 Ariadne
Fredrikstad	Fredrikstad
Alameda Comitatus	Alameda County
55 Pandora	55 Pandora
Peter Pan	Peter Pan
Georgius Grosz	George Grosz
Sepalum	Begerblad
Paralysis	Lammelse
Robertus Emerson Lucas	Robert Lucas jr.
Gulielmus Friedemann Bach	Wilhelm Friedemann Bach
Regnum Northanhymbrorum	Northumbria
Ulfilas	Wulfila
Lopadusa	Lampedusa
Hammerfest	Hammerfest
Lingua Graeca antiqua communis	Koiné
Manuel Neuer	Manuel Neuer
Principatus Lippiae	Lippe (land)
Evangelium secundum Marcum	Evangeliet etter Markus
Tønsberg	Tønsberg
Skia	Skye
Leikanger	Leikanger
Comitatus Letrimensis	Leitrim (grevskap)
Akranes	Akraneskaupstaður
Sebastea	Sivas
Laurentius Onsager	Lars Onsager
Petrus Pires	Pedro Pires
Leonidas Kantorovič	Leonid Kantorovitsj
Anna-Maria Ravnopolska-Dean	Anna-Maria Ravnopolska-Dean
Carolus Barth	Karl Barth
8 Flora	8 Flora
7 Iris	7 Iris
6 Hebe	6 Hebe
16 Psyche	16 Psyche
20 Massalia	20 Massalia
15 Eunomia	15 Eunomia
14 Irene	14 Irene
9 Metis	9 Metis
13 Egeria	13 Egeria
21 Lutetia	21 Lutetia
11 Parthenope	11 Parthenope
Sodalitas Romana	Romaklubben
63 Ausonia	63 Ausonia
87 Sylvia	87 Sylvia
107 Camilla	107 Camilla
Siphonarius	Brannvesen
66 Maja	66 Maja
67 Asia	67 Asia
Marcus Rosenberg	Markus Rosenberg
Pelasgi	Pelasgere
Reges Spartae	Konger av Sparta
Radiolaria	Radiolarier
Iacobus Belushi	James Belushi
Eris (discretiva)	Eris
Alexander Haig	Alexander Haig
Thomas J. Sargent	Thomas J. Sargent
Bailey Comitatus	Bailey County
Armstrong Comitatus (Texia)	Armstrong County (Texas)
Aransas Comitatus	Aransas County
Gelatio	Frysing
Thalia	Thalia
Sarpsborg	Sarpsborg
Gjøvik	Gjøvik
Kern Comitatus	Kern County
San Bernardino Comitatus	San Bernardino County
Contra Costa Comitatus	Contra Costa County
Franciscus Cavalli	Francesco Cavalli
Sonoma Comitatus	Sonoma County
Montis Regis Comitatus	Monterey County
Alpine Comitatus	Alpine County
Solano Comitatus	Solano County
Mendocino Comitatus	Mendocino County
El Dorado Comitatus	El Dorado County
San Mateo Comitatus	San Mateo County
Santa Barbara Comitatus	Santa Barbara County
Riverside Comitatus	Riverside County
Marin Comitatus	Marin County
Santa Cruz Comitatus (California)	Santa Cruz County (California)
Ventura Comitatus	Ventura County
Sacramento Comitatus	Sacramento County
Napa Comitatus	Napa County
Didacopolis Comitatus	San Diego County
Curia Romana	Den romerske kurie
Ioannes Bunyan	John Bunyan
Dionantum	Dinant
Petrus Wrangel	Pjotr Wrangel
Michael Praetorius	Michael Praetorius
Spartacus (pellicula)	Spartacus (film)
Mauricius Utrillo	Maurice Utrillo
Antonius Denikin	Anton Denikin
Alexander VI	Alexander VI
46 Hestia	46 Hestia
Theudericus IV	Teoderik IV
25 Phocaea	25 Phocaea
29 Amphitrite	29 Amphitrite
Pandora (discretiva)	Pandora (andre betydninger)
Sabini	Sabinere
24 Themis	24 Themis
Gregorius Peck	Gregory Peck
Bandera Comitatus	Bandera County
Atascosa Comitatus	Atascosa County
Angelina Comitatus	Angelina County
Austin Comitatus	Austin County
Anderson Comitatus (Texia)	Anderson County (Texas)
Bee Comitatus	Bee County
Albany Comitatus (Novum Eboracum)	Albany County (New York)
Cook Comitatus (Illinoesia)	Cook County (Illinois)
Rhea	Rhea (mytologi)
Bosque Comitatus	Bosque County
Bell Comitatus (Texia)	Bell County (Texas)
Bastrop Comitatus	Bastrop County
Henricus Maas	Heiko Maas
Sanctus Iacobus (Caput Viride)	Santiago (Kapp Verde)
Meditatio	Meditasjon
Pelagiae insulae	De pelagiske øyer
El Paso Comitatus (Texia)	El Paso County (Texas)
San Joaquin Comitatus	San Joaquin County
Stanislaus Comitatus	Stanislaus County
Baylor Comitatus	Baylor County
Andrews Comitatus	Andrews County
Iosephus Tartini	Giuseppe Tartini
Susumu Tonegawa	Susumu Tonegawa
Culberson Comitatus	Culberson County
Bowie Comitatus	Bowie County
Orange Comitatus (Novum Eboracum)	Orange County (New York)
Big Horn Comitatus (Vyomina)	Big Horn County (Wyoming)
Lepus paschalis	Påskehare
Viola odorata	Marsfiol
Whig	Whig (historisk britisk parti)
Deminutivum	Diminutiv
Pluto (canis fictus)	Pluto (Disney)
Ghostbusters	Ghostbusters
Burnet Comitatus	Burnet County
Adams Comitatus (Mississippia)	Adams County (Mississippi)
Archer Comitatus	Archer County
Adams Comitatus (Illinoesia)	Adams County (Illinois)
Hall Comitatus (Texia)	Hall County (Texas)
Burleson Comitatus	Burleson County
Callahan Comitatus	Callahan County
Camp Comitatus	Camp County
Cherokee Comitatus (Texia)	Cherokee County (Texas)
Coke Comitatus	Coke County
Alexander Comitatus (Illinoesia)	Alexander County (Illinois)
Borden Comitatus	Borden County
Hamilton Smith	Hamilton O. Smith
252 Clementina	252 Clementina
Amalthea (discretiva)	Amalthea
Fluxus	Fluxus
Clemens Marot	Clément Marot
Maria Steenburgen	Mary Steenburgen
Carrie Fisher	Carrie Fisher
Comanche Comitatus (Texia)	Comanche County (Texas)
Crockett Comitatus (Texia)	Crockett County (Texas)
Dickens Comitatus	Dickens County
Mandal	Mandal
Vardø	Vardø
Kongsberg	Kongsberg
Røros	Røros
Sandefjord	Sandefjord
Parlamentum Norvegiae	Stortinget
Moss	Moss
Hitra	Hitra
Voss (Norvegia)	Voss
Haugesund	Haugesund
Fridericostadium	Halden
Horten (Norvegia)	Horten
Arthurus Tatum	Art Tatum
Megapolis (Germania)	Mecklenburg
Guido Reni	Guido Reni
Victor Dyk	Viktor Dyk
Canicopolis	Kilkenny
The Great Dictator	Diktatoren
Elverum	Elverum
Cass Comitatus (Texia)	Cass County (Texas)
Carson Comitatus	Carson County
Brewster Comitatus	Brewster County
Briscoe Comitatus	Briscoe County
Brown Comitatus (Texia)	Brown County (Texas)
Comal Comitatus	Comal County
Loving Comitatus	Loving County
Orange Comitatus (Texia)	Orange County (Texas)
Boreas	Boreas
Childebertus III	Childebert III
Rosa Anna Arquette	Rosanna Arquette
Chilpericus II	Chilperik II
Adamus Bremensis	Adam av Bremen
Dagobertus III	Dagobert III
Denton Comitatus	Denton County
Hardin Comitatus (Texia)	Hardin County (Texas)
Gregg Comitatus	Gregg County
Crosby Comitatus	Crosby County
Beaver Comitatus (Uta)	Beaver County (Utah)
Delta Comitatus (Texia)	Delta County (Texas)
Glasscock Comitatus	Glasscock County
Zapata Comitatus	Zapata County
Dallam Comitatus	Dallam County
Hamilton Comitatus (Texia)	Hamilton County (Texas)
Gray Comitatus (Texia)	Gray County (Texas)
Hardeman Comitatus (Texia)	Hardeman County (Texas)
Claudius Pizarro	Claudio Pizarro
Angelus Charisteas	Angelos Kharisteas
Ephori	Efor
Albany Comitatus (Vyomina)	Albany County (Wyoming)
Crane Comitatus	Crane County
Donley Comitatus	Donley County
Grayson Comitatus (Texia)	Grayson County (Texas)
Ricardus M. Johnson	Richard Mentor Johnson
Askim	Askim
Hobøl	Hobøl
Kristiansund	Kristiansund
Berlevåg	Berlevåg
Odda	Odda
Kongsvinger	Kongsvinger
Crook Comitatus (Vyomina)	Crook County (Wyoming)
Calhoun Comitatus (Mississippia)	Calhoun County (Mississippi)
Bureau Comitatus	Bureau County
Bond Comitatus	Bond County
Gulielmus Busch	Wilhelm Busch
Renatus Dulbecco	Renato Dulbecco
Thomas Steitz	Thomas Steitz
Petrus Diamond	Peter Diamond
Aegates insulae	De egadiske øyer
Christophorus Pissarides	Christopher A. Pissarides
Sergius Haroche	Serge Haroche
Cornelius Nepos	Cornelius Nepos
Albius Tibullus	Tibullus
Ruina	Ruiner
Thelonius Monk	Thelonious Monk
Limestone Comitatus (Texia)	Limestone County (Texas)
Cottle Comitatus	Cottle County
DuPage Comitatus	DuPage County
Clay Comitatus (Texia)	Clay County (Texas)
Cooke Comitatus	Cooke County
Box Elder Comitatus	Box Elder County
Hansford Comitatus	Hansford County
Humboldt Comitatus (California)	Humboldt County (California)
San Benito Comitatus	San Benito County
Madera Comitatus	Madera County
Baker Comitatus (Oregonia)	Baker County (Oregon)
Inyo Comitatus	Inyo County
Nevada Comitatus (California)	Nevada County (California)
Tulare Comitatus	Tulare County
Merced Comitatus	Merced County
Modoc Comitatus	Modoc County
Tehama Comitatus	Tehama County
Yolo Comitatus	Yolo County
Dale Mortensen	Dale Mortensen
Christophorus A. Sims	Christopher A. Sims
Childress Comitatus	Childress County
Boone Comitatus (Illinoesia)	Boone County (Illinois)
Brown Comitatus (Illinoesia)	Brown County (Illinois)
The Blues Brothers	The Blues Brothers
Teutoburgiensis saltus	Teutoburger Wald
Cochran Comitatus	Cochran County
Coryell Comitatus	Coryell County
Cache Comitatus	Cache County
Concho Comitatus	Concho County
Deaf Smith Comitatus	Deaf Smith County
Ector Comitatus	Ector County
Coleman Comitatus	Coleman County
Castro Comitatus	Castro County
Gaines Comitatus	Gaines County
Hasvik	Hasvik
Chippewa Comitatus (Minnesota)	Chippewa County (Minnesota)
Benton Comitatus (Minnesota)	Benton County (Minnesota)
Dagobertus I	Dagobert I
138 Tolosa	138 Tolosa
149 Medusa	149 Medusa
73 Klytia	73 Klytia
81 Terpsichore	81 Terpsichore
181 Eucharis	181 Eucharis
83 Beatrix	83 Beatrix
230 Athamantis	230 Athamantis
51 Nemausa	51 Nemausa
231 Vindobona	231 Vindobona
88 Thisbe	88 Thisbe
Magister equitum	Magister equitum
Paretymologia	Folkeetymologi
Adams Comitatus (Ohium)	Adams County (Ohio)
Fisher Comitatus	Fisher County
Simona Peter	Simone Peter
Douglas Comitatus (Minnesota)	Douglas County (Minnesota)
Aitkin Comitatus	Aitkin County
Lovitium	Łowicz
Galanthus nivalis	Snøklokke
163 Erigone	163 Erigone
80 Sappho	80 Sappho
44 Nysa	44 Nysa
Gulielmus Franciscus Giauque	William Giauque
Scaccarium	Sjakkbrett
Eduardus C. Kendall	Edward Calvin Kendall
Iulius Axelrod	Julius Axelrod
Gunnar Nordahl	Gunnar Nordahl
Ellis Comitatus (Texia)	Ellis County (Texas)
Champaign Comitatus (Illinoesia)	Champaign County (Illinois)
Basilius Surikov	Vasilij Surikov
328 Gudrun	328 Gudrun
180 Garumna	180 Garumna
673 Edda	673 Edda
286 Iclea	286 Iclea
Hudspeth Comitatus	Hudspeth County
Jackson Comitatus (Texia)	Jackson County (Texas)
Nedre Eiker	Nedre Eiker
Ioannes Pieterszoon Sweelinck	Jan Pieterszoon Sweelinck
Anscharius (archiepiscopus Hamburgensis-Bremensis)	Ansgar
Petasus cylindricus	Flosshatt
Øvre Eiker	Øvre Eiker
170 Maria	170 Maria
Douglas Comitatus (Illinoesia)	Douglas County (Illinois)
Llano Comitatus	Llano County
Blue Earth Comitatus	Blue Earth County
255 Oppavia	255 Oppavia
Gulielmus Paxton	Bill Paxton
Hill Comitatus (Texia)	Hill County (Texas)
Shelby Comitatus (Texia)	Shelby County (Texas)
Zavala Comitatus	Zavala County
Tarrant Comitatus	Tarrant County
Clay Comitatus (Illinoesia)	Clay County (Illinois)
Medina Comitatus (Texia)	Medina County (Texas)
Travis Comitatus	Travis County
Steinkjer	Steinkjer
Cory Doctorow	Cory Doctorow
Boa Vista (Caput Viride)	Boa Vista (Kapp Verde)
Kaufman Comitatus	Kaufman County
Beltrami Comitatus	Beltrami County
Anoka Comitatus	Anoka County
Erath Comitatus	Erath County
Camden Comitatus (Georgia)	Camden County (Georgia)
Crawford Comitatus (Illinoesia)	Crawford County (Illinois)
Cass Comitatus (Illinoesia)	Cass County (Illinois)
Floyd Comitatus (Texia)	Floyd County (Texas)
Clark Comitatus (Illinoesia)	Clark County (Illinois)
Cumberland Comitatus (Illinoesia)	Cumberland County (Illinois)
Clinton Comitatus (Illinoesia)	Clinton County (Illinois)
Effingham Comitatus (Illinoesia)	Effingham County (Illinois)
Freestone Comitatus	Freestone County
Knox Comitatus (Texia)	Knox County (Texas)
Jasper Comitatus (Texia)	Jasper County (Texas)
Natrona Comitatus	Natrona County
Winnebago Comitatus (Illinoesia)	Winnebago County (Illinois)
Franklin Comitatus (Texia)	Franklin County (Texas)
Campbell Comitatus (Vyomina)	Campbell County (Wyoming)
Benton Comitatus (Mississippia)	Benton County (Mississippi)
Dawson Comitatus (Texia)	Dawson County (Texas)
Cottonwood Comitatus	Cottonwood County
449 Hamburga	449 Hamburga
Anscharius Lafontaine	Oskar Lafontaine
506 Marion	506 Marion
Santa Clara Comitatus	Santa Clara County
Foard Comitatus	Foard County
Fayette Comitatus (Texia)	Fayette County (Texas)
Schleicher Comitatus	Schleicher County
King Comitatus (Texia)	King County (Texas)
Rusk Comitatus (Texia)	Rusk County (Texas)
Parker Comitatus	Parker County
Ringerike	Ringerike
Gulielmus Lassell	William Lassell
Alaricus II (rex Visigothorum)	Alarik II
Regnum Orientalium Saxonum	Kongedømmet Essex
Theodoricus I (rex Visigothorum)	Teoderik I
